EmployeeID,Age,Gender,JobLevel,Turnover
1089,57,F,nan,Y
1090,24,Male,Senior,Y
1091,45,male,Entry,N
1092,43,Male,Senior,N
1093,35,male,Entry,N
1094,48,Other,nan,N
1095,54,Other,Entry,N
1096,43,Male,Entry,N
1097,50,Male,Entry,N
1098,40,male,Entry,N
1099,40,male,Mid,N
1100,27,F,Senior,N
1101,40,F,Mid,N
1102,34,F,Mid,N
1103,47,Male,Mid,Y
1104,43,F,Entry,N
1105,42,Male,Entry,N
1106,57,Other,Entry,N
1107,23,Female,Entry,N
1108,51,Other,Entry,N
1109,48,Male,Entry,N
1110,28,Male,Entry,N
1111,41,Female,Entry,N
1112,52,male,Senior,N
1113,44,male,Entry,N
1114,34,male,Mid,N
1115,38,F,Mid,N
1116,25,male,Mid,N
1117,35,F,Entry,N
1118,41,F,Entry,N
1119,34,male,Entry,Y
1120,24,male,Entry,Y
1121,47,Female,Entry,Y
1122,47,Female,Mid,N
1123,39,F,Mid,N
1124,53,Female,Mid,Y
1125,35,F,Mid,Y
1126,24,Male,Entry,N
1127,22,F,Senior,N
1128,47,F,Entry,N
1129,45,Female,Mid,N
1130,56,Male,Mid,N
1131,35,Other,Mid,N
1132,24,Other,Entry,N
1133,34,Other,Mid,Y
1134,35,Male,Entry,Y
1135,42,male,Entry,Y
1136,47,Male,Entry,N
1137,24,Female,Entry,N
1138,25,F,Mid,Y
1139,57,F,Senior,N
1140,22,Female,Entry,N
1141,54,Female,Senior,N
1142,28,F,nan,N
1143,32,male,nan,N
1144,48,male,Senior,N
1145,35,male,Entry,Y
1146,43,Female,Entry,N
1147,37,F,Mid,N
1148,33,F,Mid,N
1149,31,F,Senior,N
1150,45,Male,nan,N
1151,39,Male,Mid,N
1152,43,Other,Entry,N
1153,30,Male,Entry,N
1154,38,male,Entry,N
1155,59,male,Mid,N
1156,34,male,Mid,N
1157,58,male,Senior,Y
1158,27,Other,Mid,N
1159,42,male,Senior,N
1160,57,Female,Mid,N
1161,28,Female,Senior,N
1162,57,Female,Entry,Y
1163,46,Male,Senior,Y
1164,32,F,Mid,N
1165,35,Other,Entry,N
1166,50,Female,Entry,N
1167,31,Female,Senior,Y
1168,26,male,Entry,N
1169,29,Female,Mid,N
1170,26,male,Entry,N
1171,45,male,Mid,Y
1172,47,F,Senior,N
1173,27,Male,Entry,N
1174,37,male,Mid,N
1175,57,male,nan,N
1176,33,F,Mid,N
1177,32,male,Senior,N
1178,24,Other,Mid,Y
1179,58,Male,Entry,Y
1180,27,Other,Mid,Y
1181,40,Female,Mid,N
1182,39,Male,Entry,N
1183,37,Female,Entry,N
1184,44,male,Entry,Y
1185,58,F,Mid,N
1186,30,Other,Senior,N
1187,24,Female,Entry,N
1188,29,male,Mid,Y
1189,59,Other,Senior,N
1190,25,Other,Entry,N
1191,33,Female,Mid,N
1192,52,male,nan,N
1193,46,F,nan,Y
1194,37,Female,Entry,N
1195,35,Other,Entry,N
1196,34,Other,Entry,N
1197,28,Male,Mid,N
1198,33,male,Mid,Y
1199,58,Male,Mid,Y
1200,25,F,Entry,N
1201,23,Female,Entry,N
1202,56,Other,Mid,N
1203,24,male,Mid,N
1204,25,Other,Mid,Y
1205,59,Male,Mid,N
1206,33,Male,Entry,Y
1207,40,Female,Entry,N
1208,31,male,Entry,N
1209,22,male,Entry,N
1210,38,Female,Entry,N
1211,37,Male,Entry,Y
1212,30,Male,Entry,N
1213,30,Male,Entry,N
1214,30,Other,Mid,N
1215,33,F,Entry,N
1216,36,Male,Mid,N
1217,23,F,Mid,N
1218,32,F,Mid,N
1219,32,male,nan,N
1220,29,Female,Entry,Y
1221,53,Other,Mid,N
1222,27,F,nan,N
1223,41,Other,Senior,Y
1224,56,male,Entry,Y
1225,29,Male,Entry,N
1226,55,F,Entry,N
1227,40,Female,Mid,N
1228,28,male,Mid,N
1229,52,Other,Entry,N
1230,39,Male,Mid,N
1231,35,Other,Mid,N
1232,57,Female,Mid,N
1233,38,F,Senior,N
1234,58,Female,Mid,N
1235,30,Other,Entry,N
1236,41,Other,Mid,N
1237,49,Female,Entry,N
1238,41,Female,Mid,N
1239,57,Female,nan,N
1240,48,Male,Senior,N
1241,29,Other,Mid,N
1242,53,male,Entry,N
1243,22,Male,Entry,N
1244,38,Male,Mid,N
1245,30,Male,Entry,N
1246,41,male,Mid,N
1247,53,Female,Entry,N
1248,23,Other,Entry,N
1249,53,F,Entry,N
1250,30,F,nan,N
1251,51,Other,Mid,N
1252,41,male,Entry,N
1253,59,F,Entry,N
1254,22,Male,Mid,N
1255,26,F,Entry,N
1256,56,Other,Mid,N
1257,57,Male,Senior,N
1258,22,F,Mid,N
1259,35,Other,Mid,Y
1260,30,male,Mid,N
1261,51,Other,Senior,N
1262,45,male,Senior,N
1263,25,Male,Mid,Y
1264,35,Other,Entry,N
1265,46,Female,Mid,N
1266,25,Female,Entry,Y
1267,46,Female,Mid,Y
1268,31,Female,Mid,Y
1269,56,Female,Entry,N
1270,28,male,Entry,Y
1271,34,Other,Mid,N
1272,25,Male,Senior,N
1273,57,Female,Mid,N
1274,35,Female,Mid,N
1275,39,Male,Entry,N
1276,29,Male,Mid,Y
1277,53,Female,Mid,N
1278,48,male,Mid,N
1279,58,Male,Entry,N
1280,44,Other,Mid,N
1281,28,Other,Entry,Y
1282,33,male,Entry,N
1283,46,F,nan,N
1284,24,male,Entry,Y
1285,47,Female,Entry,N
1286,25,F,Mid,N
1287,57,Female,Senior,N
1288,36,Other,Mid,N
1289,53,Male,Mid,N
1290,50,Female,Senior,Y
1291,31,Other,Entry,N
1292,42,male,Entry,N
1293,37,Female,Entry,Y
1294,40,Other,Senior,N
1295,50,Male,Entry,N
1296,39,Female,Entry,N
1297,37,Other,Mid,Y
1298,22,Female,Mid,N
1299,23,Male,Mid,N
1300,36,Female,Mid,N
1301,49,Female,Entry,N
1302,22,Other,Mid,N
1303,26,F,Mid,N
1304,43,Female,Senior,Y
1305,57,F,Entry,N
1306,34,male,Senior,N
1307,22,Female,Mid,N
1308,37,F,Entry,N
1309,43,male,Mid,N
1310,53,Other,Entry,N
1311,37,Female,nan,N
1312,36,Other,Senior,N
1313,33,male,Entry,N
1314,22,Other,Entry,N
1315,38,Other,Entry,Y
1316,49,Male,Entry,Y
1317,28,male,Entry,Y
1318,30,Other,Entry,N
1319,43,F,Mid,Y
1320,47,male,Entry,N
1321,33,Male,Senior,N
1322,28,Female,Senior,Y
1323,36,Other,Mid,N
1324,59,F,Senior,Y
1325,42,Male,Entry,N
1326,35,male,Entry,N
1327,23,Other,Mid,N
1328,29,Male,Mid,Y
1329,27,Male,Mid,N
1330,58,F,Senior,N
1331,58,Female,nan,N
1332,54,Female,Mid,N
1333,27,Female,Mid,N
1334,47,male,Entry,N
1335,58,Male,Entry,N
1336,35,male,Mid,Y
1337,58,Male,Mid,N
1338,29,F,Mid,N
1339,34,F,Entry,N
1340,34,male,Mid,N
1341,49,male,Entry,N
1342,39,F,Mid,N
1343,40,Other,Entry,N
1344,59,Female,Entry,Y
1345,53,Female,Entry,N
1346,43,F,Entry,N
1347,23,Female,Senior,N
1348,34,Other,Entry,N
1349,44,Other,Entry,N
1350,46,Male,Mid,N
1351,49,male,Mid,N
1352,32,Female,Entry,N
1353,54,Other,Entry,N
1354,45,male,nan,N
1355,23,male,Mid,Y
1356,51,Male,Entry,N
1357,38,male,Mid,Y
1358,55,male,Entry,N
1359,59,F,Entry,N
1360,43,Male,Mid,N
1361,26,Male,Senior,N
1362,37,Female,Entry,N
1363,34,male,Senior,N
1364,47,Female,Entry,N
1365,52,Other,Entry,N
1366,44,male,Entry,N
1367,33,Other,Entry,N
1368,35,F,Senior,N
1369,39,male,Mid,N
1370,48,Female,Entry,Y
1371,49,Female,nan,N
1372,39,male,Senior,N
1373,37,Female,Mid,N
1374,37,male,Senior,N
1375,34,Male,Entry,N
1376,50,Female,Senior,N
1377,30,male,Mid,N
1378,47,male,Senior,N
1379,49,Female,Mid,N
1380,34,Male,Entry,N
1381,57,Female,Mid,Y
1382,30,male,Entry,N
1383,35,Male,Entry,N
1384,33,Other,Entry,N
1385,53,F,Senior,N
1386,59,Female,Entry,N
1387,24,male,Mid,N
1388,37,Male,Entry,N
1389,41,Male,nan,Y
1390,53,Other,Entry,N
1391,44,Female,Mid,Y
1392,38,Male,Senior,N
1393,37,Other,Mid,Y
1394,59,male,Entry,N
1395,29,Other,Mid,Y
1396,40,Female,Senior,N
1397,51,Other,Mid,N
1398,55,Male,Entry,N
1399,35,Male,Senior,N
1400,43,F,Entry,N
1401,38,Other,Mid,N
1402,36,male,Senior,N
1403,53,Female,Entry,N
1404,34,F,Mid,N
1405,42,Other,Mid,N
1406,54,male,Senior,N
1407,48,F,Entry,N
1408,56,Male,Mid,Y
1409,37,Female,Senior,N
1410,49,Other,Entry,N
1411,55,male,Entry,Y
1412,22,Male,nan,N
1413,52,F,Entry,N
1414,57,Female,nan,Y
1415,54,F,Entry,N
1416,54,F,Entry,N
1417,39,male,Mid,N
1418,44,Male,Mid,N
1419,44,Other,Mid,N
1420,36,male,Mid,N
1421,47,Female,Senior,N
1422,51,F,Entry,N
1423,46,Female,Mid,N
1424,37,male,Entry,Y
1425,35,male,Mid,N
1426,38,Other,Entry,N
1427,33,F,Entry,Y
1428,50,male,Mid,N
1429,53,Female,Entry,Y
1430,45,Other,Entry,N
1431,34,Female,Mid,N
1432,41,F,Mid,N
1433,36,Other,Senior,Y
1434,25,Other,Mid,N
1435,55,Other,Entry,N
1436,49,Male,Mid,N
1437,23,Other,Entry,N
1438,51,Female,Mid,N
1439,47,Female,nan,N
1440,47,F,Mid,N
1441,41,male,Mid,Y
1442,49,male,Entry,N
1443,41,Male,Mid,N
1444,32,Other,Senior,N
1445,31,Male,Entry,Y
1446,44,F,Entry,N
1447,58,F,Mid,N
1448,40,male,Mid,N
1449,39,F,Entry,N
1450,48,Other,Senior,N
1451,27,Female,Entry,Y
1452,31,F,Entry,Y
1453,23,Male,Mid,N
1454,45,Other,Entry,N
1455,59,F,Mid,N
1456,49,F,Entry,N
1457,49,Other,Entry,N
1458,23,F,Entry,N
1459,26,Female,Senior,N
1460,32,male,Mid,N
1461,31,Other,Mid,N
1462,23,Male,Entry,N
1463,36,F,Mid,Y
1464,58,male,Mid,N
1465,28,Male,Senior,N
1466,41,Male,Mid,N
1467,55,Female,Mid,N
1468,56,male,Entry,N
1469,55,Other,Mid,Y
1470,43,male,Mid,Y
1471,52,male,Senior,N
1472,44,Male,Entry,N
1473,40,Female,Entry,N
1474,25,Female,Mid,Y
1475,45,male,Entry,N
1476,41,male,Entry,N
1477,49,F,Senior,N
1478,38,Male,Mid,N
1479,40,Other,Senior,Y
1480,56,Other,Senior,N
1481,53,Female,Entry,N
1482,56,Male,Mid,N
1483,51,Female,Entry,N
1484,38,Other,Senior,Y
1485,50,male,Mid,N
1486,27,Male,Entry,N
1487,38,Male,Entry,Y
1488,38,F,Mid,N
1489,35,male,Entry,N
1490,45,male,Entry,N
1491,58,Female,Mid,N
1492,53,Male,Senior,N
1493,57,Female,Entry,N
1494,58,male,Mid,N
1495,35,F,Senior,N
1496,48,Male,Entry,Y
1497,40,male,Senior,N
1498,52,F,Entry,N
1499,30,Other,Mid,N
1500,59,male,Mid,N
1501,38,Other,Mid,N
1502,40,Female,Senior,Y
1503,25,Other,Entry,N
1504,32,male,Entry,N
1505,43,Other,Mid,N
1506,25,Male,Senior,Y
1507,38,male,Entry,Y
1508,29,F,Senior,N
1509,55,Other,Entry,N
1510,32,Male,Entry,N
1511,52,Female,Mid,N
1512,32,Female,Entry,N
1513,59,Other,Mid,N
1514,42,Female,Entry,N
1515,51,F,Entry,N
1516,31,male,Mid,N
1517,47,Male,Mid,N
1518,48,Other,Mid,N
1519,29,Female,Mid,N
1520,29,male,Entry,N
1521,29,F,Mid,N
1522,55,Female,nan,Y
1523,37,Female,Senior,N
1524,34,Male,Entry,N
1525,44,F,Entry,N
1526,33,F,Senior,N
1527,48,Other,Mid,Y
1528,43,Male,Mid,Y
1529,53,Other,Mid,N
1530,48,Male,Entry,N
1531,23,F,Mid,N
1532,54,Male,nan,N
1533,47,Male,Mid,N
1534,49,Male,Entry,N
1535,40,male,Entry,N
1536,26,male,Entry,N
1537,54,F,Mid,N
1538,41,Male,Entry,Y
1539,51,F,Entry,N
1540,29,male,Senior,N
1541,59,Male,Entry,N
1542,38,Other,Entry,Y
1543,22,male,Entry,Y
1544,24,male,Entry,N
1545,47,male,Mid,N
1546,52,Male,Senior,N
1547,29,Female,Senior,N
1548,29,Other,Mid,Y
1549,56,Other,Mid,N
1550,49,F,Mid,Y
1551,25,Male,Entry,N
1552,37,male,Entry,N
1553,34,Female,Senior,N
1554,41,Male,Entry,N
1555,26,Male,Entry,N
1556,58,Female,Mid,N
1557,41,male,Mid,N
1558,45,Male,Entry,N
1559,57,Other,Entry,N
1560,55,Other,Entry,N
1561,55,Female,Mid,N
1562,40,male,Entry,N
1563,38,Female,Mid,N
1564,26,Male,Mid,N
1565,46,Other,Senior,N
1566,39,F,Entry,N
1567,29,Female,Entry,N
1568,48,F,Mid,N
1569,36,F,Mid,N
1570,34,Other,Entry,N
1571,37,Female,Mid,N
1572,43,F,Entry,N
1573,41,Male,Entry,N
1574,34,male,Mid,N
1575,41,male,Entry,N
1576,23,Other,Senior,N
1577,56,Female,Mid,N
1578,40,Female,Mid,N
1579,58,male,Mid,N
1580,27,Male,Mid,N
1581,35,male,Entry,N
1582,25,male,Senior,N
1583,43,Female,nan,Y
1584,57,F,Entry,N
1585,55,Male,Entry,N
1586,48,Female,Entry,N
1587,28,male,Mid,N
1588,24,F,Mid,N
1589,54,Male,Senior,Y
1590,23,Other,Mid,N
1591,37,Male,Mid,Y
1592,46,Male,Mid,N
1593,36,male,Mid,N
1594,45,male,Mid,N
1595,36,Other,Mid,N
1596,52,Other,Mid,N
1597,35,Other,Mid,N
1598,35,Female,Mid,N
1599,27,Female,Mid,N
1600,35,male,Mid,N
1601,38,male,Mid,N
1602,39,Other,Mid,Y
1603,41,Female,Mid,Y
1604,38,F,Mid,Y
1605,37,Female,Entry,N
1606,53,male,Entry,N
1607,30,Female,Mid,N
1608,48,male,Mid,N
1609,54,Other,nan,N
1610,31,Other,Entry,N
1611,38,Other,Entry,N
1612,57,F,Entry,N
1613,38,F,Entry,N
1614,39,male,Mid,N
1615,44,Male,Entry,Y
1616,55,F,Mid,N
1617,29,male,Mid,N
1618,34,Female,Mid,N
1619,44,Other,Senior,N
1620,41,Other,Mid,N
1621,43,Other,Entry,Y
1622,44,male,Senior,N
1623,56,Other,Senior,Y
1624,24,F,Entry,N
1625,55,Female,Entry,N
1626,54,Other,Entry,Y
1627,38,male,Entry,N
1628,40,Female,nan,N
1629,51,Other,Mid,N
1630,44,Male,Entry,N
1631,36,Other,Senior,N
1632,35,F,Mid,N
1633,23,Female,Entry,N
1634,39,F,Senior,N
1635,27,Male,Senior,Y
1636,53,Male,Senior,Y
1637,42,F,Mid,N
1638,49,Female,Mid,N
1639,48,Male,Entry,N
1640,23,Male,Mid,N
1641,54,Other,nan,Y
1642,37,male,Entry,N
1643,43,Male,Mid,N
1644,34,Female,Mid,Y
1645,23,Female,Entry,N
1646,35,Other,Mid,N
1647,59,Female,Entry,Y
1648,49,Other,Mid,N
1649,28,Male,Entry,N
1650,39,Male,Senior,N
1651,57,Male,Entry,N
1652,57,Male,Entry,N
1653,25,male,Entry,N
1654,51,male,Senior,N
1655,45,Male,Mid,Y
1656,41,Female,Mid,N
1657,52,Other,Mid,Y
1658,45,F,Mid,N
1659,28,Other,Entry,N
1660,47,F,Mid,N
1661,34,F,Entry,Y
1662,29,Male,nan,N
1663,26,F,Mid,N
1664,34,Male,Mid,Y
1665,50,male,Entry,N
1666,41,Female,Mid,Y
1667,35,F,Entry,N
1668,53,Female,Entry,Y
1669,48,Male,Entry,N
1670,46,F,Mid,Y
1671,25,Other,Mid,N
1672,42,male,Entry,N
1673,39,male,Entry,N
1674,36,F,Mid,N
1675,59,male,Mid,Y
1676,45,Other,Entry,N
1677,29,Female,Entry,Y
1678,49,Other,Senior,N
1679,42,male,nan,Y
1680,37,Female,nan,N
1681,37,Other,Senior,N
1682,56,Male,Entry,N
1683,38,Male,Entry,N
1684,30,Female,Entry,N
1685,56,Female,Entry,N
1686,50,Female,nan,N
1687,39,Male,Mid,N
1688,33,Other,Mid,N
1689,40,Female,Entry,N
1690,43,Male,Senior,N
1691,36,Female,Senior,N
1692,22,Female,Entry,N
1693,23,Female,Senior,N
1694,29,Male,Entry,N
1695,43,Other,Entry,N
1696,46,Male,Mid,N
1697,23,Male,Mid,N
1698,30,Female,Entry,N
1699,30,F,Entry,N
1700,34,F,nan,N
1701,27,F,Mid,Y
1702,51,Male,Mid,Y
1703,36,Female,Entry,Y
1704,36,F,Entry,N
1705,28,male,Entry,N
1706,32,male,Entry,N
1707,59,male,Entry,N
1708,23,Other,Entry,N
1709,31,Female,Mid,N
1710,38,Male,Entry,N
1711,28,Male,Senior,N
1712,25,Female,Entry,Y
1713,56,Other,Mid,Y
1714,57,Female,Entry,Y
1715,52,Other,Mid,N
1716,46,F,Entry,N
1717,34,F,nan,Y
1718,39,Other,Mid,Y
1719,42,Female,Mid,Y
1720,22,F,Entry,N
1721,57,Female,Mid,N
1722,29,F,Mid,N
1723,42,Female,Entry,N
1724,42,Female,Mid,N
1725,48,male,Senior,Y
1726,40,Other,Mid,N
1727,44,Male,Senior,N
1728,56,Other,Senior,N
1729,26,Female,Senior,N
1730,29,Female,Mid,N
1731,32,Other,Mid,N
1732,37,Female,Mid,Y
1733,45,F,Mid,N
1734,42,Female,nan,Y
1735,44,Other,Entry,N
1736,59,Other,Entry,N
1737,29,Other,Entry,N
1738,28,male,Entry,N
1739,23,male,Entry,N
1740,51,male,Mid,N
1741,34,male,Entry,N
1742,44,male,Mid,N
1743,50,male,Mid,N
1744,59,male,Entry,N
1745,58,Other,Entry,N
1746,41,Male,Mid,Y
1747,54,male,Mid,N
1748,50,Other,Senior,Y
1749,36,Male,Senior,N
1750,44,male,nan,N
1751,24,Male,Mid,N
1752,58,Male,Senior,Y
1753,50,F,Senior,Y
1754,29,Female,Senior,N
1755,43,F,Entry,N
1756,50,Male,nan,N
1757,23,Other,Mid,N
1758,22,male,Mid,N
1759,41,Female,Entry,Y
1760,42,male,Entry,Y
1761,58,Other,Entry,N
1762,29,Female,Entry,N
1763,48,F,Entry,N
1764,56,Male,Senior,Y
1765,27,Other,Entry,Y
1766,40,Male,Entry,N
1767,39,Male,Entry,N
1768,22,male,Mid,N
1769,46,Other,Entry,N
1770,48,Male,Entry,N
1771,28,F,Mid,N
1772,50,Female,Mid,Y
1773,52,Other,Entry,Y
1774,57,male,Entry,Y
1775,40,Other,Entry,N
1776,27,male,nan,N
1777,46,Female,Entry,N
1778,52,F,Mid,Y
1779,30,Male,Entry,N
1780,41,Other,Mid,N
1781,31,male,Entry,N
1782,58,Female,Entry,N
1783,48,Male,Mid,Y
1784,34,Female,Entry,N
1785,23,F,Entry,N
1786,42,Male,Mid,N
1787,54,Male,nan,Y
1788,45,Male,Entry,N
1789,55,male,Mid,N
1790,30,Male,nan,N
1791,23,Female,Senior,N
1792,51,male,Mid,N
1793,43,Male,Mid,N
1794,32,Female,Entry,N
1795,38,Female,Mid,N
1796,57,Other,Entry,N
1797,34,Female,Entry,N
1798,28,F,Mid,Y
1799,37,Male,Entry,N
1800,54,Male,Mid,N
1801,22,Male,Mid,N
1802,32,Female,Mid,Y
1803,27,Female,Entry,N
1804,41,Male,Entry,Y
1805,56,male,Mid,N
1806,58,male,nan,Y
1807,47,F,Entry,N
1808,33,Other,Entry,N
1809,51,F,Senior,N
1810,49,Male,Entry,N
1811,48,Male,Senior,N
1812,40,Male,Mid,Y
1813,26,Other,Mid,N
1814,26,Female,Entry,Y
1815,48,Other,Entry,N
1816,49,F,Entry,N
1817,47,Female,Senior,N
1818,48,Female,Mid,N
1819,42,F,Mid,Y
1820,22,Female,Mid,N
1821,49,male,Entry,N
1822,36,F,Mid,N
1823,38,F,Mid,N
1824,47,male,Mid,N
1825,41,Other,Entry,Y
1826,46,Other,Mid,N
1827,34,Other,Senior,N
1828,54,Female,Mid,N
1829,46,male,Entry,N
1830,29,F,Mid,Y
1831,26,F,Entry,Y
1832,27,F,Mid,Y
1833,44,Female,nan,N
1834,51,Female,Mid,Y
1835,35,Other,Mid,N
1836,44,Female,Mid,N
1837,32,Other,Entry,Y
1838,52,Other,Entry,N
1839,27,F,Senior,N
1840,32,Female,Mid,N
1841,34,Other,Entry,N
1842,33,male,Entry,N
1843,23,male,Mid,N
1844,56,Female,Mid,Y
1845,57,F,Senior,N
1846,38,F,Entry,N
1847,49,Other,Senior,N
1848,49,Female,Mid,N
1849,43,male,Mid,N
1850,59,Other,Mid,N
1851,28,Other,Entry,N
1852,36,Male,nan,Y
1853,53,Female,Entry,Y
1854,32,Other,Entry,N
1855,45,male,Senior,N
1856,24,Male,Mid,N
1857,51,male,Senior,N
1858,27,F,Mid,Y
1859,23,Male,Entry,Y
1860,35,Male,Senior,N
1861,39,Other,Entry,Y
1862,52,F,Senior,N
1863,34,Other,Entry,N
1864,47,Female,Senior,N
1865,33,male,Entry,N
1866,39,male,Mid,N
1867,30,Other,Senior,Y
1868,42,male,Mid,N
1869,45,male,Mid,N
1870,55,Female,Senior,N
1871,29,F,Mid,N
1872,54,Male,Senior,N
1873,44,Other,Mid,N
1874,34,Other,Entry,N
1875,35,Female,Entry,N
1876,35,Female,Entry,N
1877,37,Male,Entry,N
1878,59,F,Mid,Y
1879,47,Other,Entry,N
1880,47,Female,Entry,Y
1881,22,Other,Entry,N
1882,53,male,Senior,N
1883,36,Other,Mid,N
1884,42,F,Entry,Y
1885,39,F,Senior,N
1886,51,Other,Entry,N
1887,34,male,nan,Y
1888,45,F,Mid,N
1889,51,Female,Entry,Y
1890,23,Other,Mid,N
1891,40,male,Mid,Y
1892,46,Female,Mid,N
1893,35,Other,Senior,N
1894,27,male,Entry,N
1895,33,Female,Entry,N
1896,41,F,Entry,N
1897,44,Other,Entry,Y
1898,51,Other,Entry,N
1899,51,F,Senior,N
1900,59,Male,Entry,N
1901,51,Female,Mid,N
1902,51,F,Mid,N
1903,57,Other,Senior,N
1904,55,Female,nan,N
1905,37,Female,Mid,Y
1906,45,Male,nan,N
1907,35,Other,Mid,N
1908,47,male,nan,Y
1909,29,Male,Mid,N
1910,35,Male,Entry,N
1911,52,male,Mid,N
1912,23,male,Mid,N
1913,25,Male,Entry,Y
1914,22,Female,Entry,N
1915,41,F,Mid,N
1916,35,F,Senior,N
1917,46,Male,Entry,N
1918,46,Female,Mid,N
1919,24,male,Mid,N
1920,26,Male,nan,N
1921,59,Other,Senior,N
1922,47,Female,Mid,N
1923,59,Other,Mid,N
1924,59,Other,Entry,N
1925,25,Male,Mid,Y
1926,28,Female,Mid,N
1927,51,Other,Senior,N
1928,51,Female,Mid,N
1929,40,F,Entry,N
1930,56,Other,Mid,N
1931,54,Other,Entry,N
1932,54,Female,Entry,Y
1933,35,F,Entry,Y
1934,59,Other,Entry,N
1935,31,Male,Senior,N
1936,49,Female,Entry,N
1937,35,Female,Entry,N
1938,57,Other,nan,N
1939,59,F,Entry,N
1940,37,Other,Entry,N
1941,42,male,Entry,N
1942,49,Other,Entry,N
1943,54,male,Entry,N
1944,27,Male,Entry,N
1945,36,Female,Mid,N
1946,24,Female,Entry,N
1947,56,F,Entry,N
1948,35,Other,Senior,N
1949,23,Male,Mid,Y
1950,50,male,Senior,N
1951,25,F,Mid,N
1952,47,Male,Entry,N
1953,33,Male,Mid,N
1954,23,male,Entry,Y
1955,38,male,Entry,Y
1956,56,Female,Mid,N
1957,31,Other,Mid,Y
1958,43,F,Mid,N
1959,42,Other,Senior,N
1960,36,F,Entry,N
1961,56,Male,Mid,Y
1962,42,male,Mid,N
1963,42,male,nan,N
1964,42,Male,Senior,Y
1965,53,Male,Senior,N
1966,26,F,Entry,N
1967,30,Male,Mid,N
1968,39,F,Entry,N
1969,42,Other,Entry,N
1970,29,male,Senior,N
1971,55,male,Entry,N
1972,31,male,nan,N
1973,45,Other,Entry,N
1974,45,Other,Senior,N
1975,53,Female,Entry,N
1976,54,F,Entry,Y
1977,59,F,Entry,N
1978,55,Female,Mid,N
1979,32,male,Entry,N
1980,52,F,Mid,N
1981,39,F,Entry,N
1982,44,male,Entry,N
1983,43,Male,Entry,N
1984,39,Male,Mid,N
1985,41,Female,Senior,N
1986,34,Other,Senior,N
1987,22,F,Entry,N
1988,25,F,Mid,N
1989,45,Female,Mid,N
1990,57,Female,Entry,N
1991,57,F,Mid,N
1992,23,male,Mid,N
1993,49,male,Entry,N
1994,47,Other,Entry,Y
1995,44,F,Entry,N
1996,36,F,Mid,Y
1997,57,F,Entry,N
1998,48,F,Entry,N
1999,27,Female,Entry,N
2000,56,Male,Entry,N
