CustomerID,Age,Gender,IncomeLevel,LoyaltyMember,ZipCode
C01936,41,Female,Low,N,29210
C01937,43,M,Medium,Y,70898
C01938,36,Male,High,N,06265
C01939,69,female,Medium,Y,52635
C01940,21,Male,Low,Y,20847
C01941,67,female,High,N,59635
C01942,23,M,Medium,N,90905
C01943,47,Male,,Y,18626
C01944,22,female,Medium,N,72523
C01945,23,male,,N,48276
C01946,24,male,High,N,17675
C01947,51,F,Low,Y,44793
C01948,68,female,Medium,Y,98324
C01949,59,female,Medium,Y,73629
C01950,49,Female,High,Y,74643
C01951,28,F,Medium,Y,01035
C01952,32,M,High,Y,84916
C01953,53,M,,Y,23323
C01954,48,Female,High,N,80160
C01955,45,male,Medium,Y,26582
C01956,41,F,Medium,Y,01295
C01957,43,Male,Medium,N,48901
C01958,59,Female,Low,Y,65130
C01959,69,female,High,N,91940
C01960,35,male,High,Y,67211
C01961,59,Female,,Y,54443
C01962,41,M,Low,Y,31106
C01963,32,M,Low,Y,97505
C01964,51,M,Low,Y,28295
C01965,57,Male,Medium,N,76980
C01966,21,M,Medium,N,96901
C01967,44,female,Medium,Y,80822
C01968,40,F,,Y,29139
C01969,46,F,High,Y,15942
C01970,63,male,Medium,Y,87934
C01971,59,female,Low,N,47976
C01972,56,male,Medium,Y,64377
C01973,43,Female,,N,72954
C01974,57,male,Low,N,00963
C01975,18,F,Low,Y,61803
C01976,57,Female,Low,N,26402
C01977,56,Female,,Y,43237
C01978,56,male,Low,Y,36473
C01979,23,Male,High,Y,36608
C01980,30,Male,Medium,N,46599
C01981,39,male,High,Y,60912
C01982,29,M,High,N,48349
C01983,31,Male,High,Y,35285
C01984,29,M,High,Y,38921
C01985,27,Female,High,N,76038
C01986,60,M,Low,N,09406
C01987,62,male,Low,N,63101
C01988,47,M,High,N,07429
C01989,50,Female,Medium,N,81804
C01990,64,F,High,N,51056
C01991,63,Male,Medium,N,34815
C01992,64,Male,Low,N,53673
C01993,43,female,Low,Y,21036
C01994,30,male,,N,06671
C01995,39,Female,Low,Y,25610
C01996,50,F,Medium,N,30145
C01997,33,Female,High,Y,46977
C01998,33,female,,Y,40550
C01999,56,Female,,Y,61491
C02000,27,Male,Low,N,11667
C02001,60,female,High,N,91886
C02002,60,M,,N,54346
C02003,41,Male,Low,N,57713
C02004,20,male,High,Y,19684
C02005,64,male,Medium,N,87623
C02006,28,male,Low,N,02609
C02007,20,F,Medium,N,49478
C02008,25,Female,High,N,38611
C02009,49,Female,Low,Y,97214
C02010,59,M,High,N,61397
C02011,43,female,High,N,87281
C02012,61,female,High,Y,67022
C02013,29,Male,Medium,N,87208
C02014,41,M,Low,Y,74721
C02015,53,female,High,N,11678
C02016,24,M,Low,N,66417
C02017,41,male,High,Y,29634
C02018,53,F,Medium,Y,46631
C02019,34,M,,N,99550
C02020,25,F,Medium,N,63048
C02021,42,M,Medium,Y,46000
C02022,48,female,High,Y,34757
C02023,58,F,,N,03531
C02024,29,male,High,N,18859
C02025,29,M,High,N,79363
C02026,50,F,,N,49715
C02027,23,male,High,N,60380
C02028,47,F,Medium,N,37006
C02029,46,M,Medium,Y,65794
C02030,45,male,Medium,N,07338
C02031,34,M,Low,N,20759
C02032,50,M,Medium,Y,28697
C02033,66,Male,High,N,89709
C02034,60,M,High,Y,85400
C02035,26,female,High,Y,49783
C02036,33,F,Low,Y,34973
C02037,52,Female,Medium,N,86157
C02038,43,female,High,N,71645
C02039,62,M,High,N,26591
C02040,32,M,,N,86667
C02041,61,Female,Medium,Y,51379
C02042,47,female,Low,Y,77395
C02043,24,Male,Low,Y,60305
C02044,69,Female,Low,Y,85198
C02045,48,male,High,Y,28596
C02046,21,Male,High,N,28302
C02047,21,female,Medium,Y,54242
C02048,55,female,Medium,N,24784
C02049,32,female,High,N,40652
C02050,43,Male,Low,Y,84690
C02051,51,male,High,N,40704
C02052,30,M,Medium,N,39874
C02053,25,F,Medium,N,74521
C02054,37,male,Low,N,38976
C02055,42,male,High,Y,07565
C02056,48,Female,Medium,Y,02808
C02057,66,Female,High,N,53972
C02058,30,male,Low,Y,24713
C02059,50,F,,Y,87092
C02060,55,male,Medium,N,70416
C02061,46,male,High,N,64659
C02062,40,female,Low,Y,07743
C02063,29,female,Medium,N,78008
C02064,60,F,High,Y,90942
C02065,68,Female,High,N,65269
C02066,68,Male,High,N,30383
C02067,24,F,Low,Y,41349
C02068,27,female,High,N,12697
C02069,19,F,Low,Y,35179
C02070,30,male,,N,38643
C02071,63,Female,Medium,Y,60096
C02072,54,F,Low,N,31303
C02073,46,male,High,N,75567
C02074,26,M,High,N,34119
C02075,58,F,Low,N,55814
C02076,62,Female,Medium,N,89117
C02077,30,F,Medium,Y,23325
C02078,41,Male,Low,N,43762
C02079,61,F,High,Y,02617
C02080,26,female,Medium,Y,54466
C02081,35,Male,Low,Y,00542
C02082,51,Female,,Y,66895
C02083,59,female,Medium,N,48379
C02084,50,female,High,N,45505
C02085,41,M,Low,Y,09564
C02086,28,female,,Y,70201
C02087,21,F,,N,15867
C02088,41,male,Low,Y,43558
C02089,41,Female,High,Y,50433
C02090,44,F,Low,Y,11860
C02091,19,male,High,N,38187
C02092,48,M,,N,70365
C02093,61,male,High,N,67725
C02094,40,M,Medium,N,96161
C02095,18,Male,Low,N,12356
C02096,55,Male,Medium,Y,55430
C02097,67,M,High,N,92263
C02098,37,Female,Medium,Y,50363
C02099,62,F,Low,Y,31692
C02100,63,female,Medium,N,23541
C02101,25,Female,Medium,Y,17468
C02102,24,male,Low,Y,22606
C02103,22,male,Low,Y,07405
C02104,60,male,High,N,41953
C02105,49,female,High,N,61410
C02106,49,M,Low,Y,13432
C02107,66,F,,Y,78307
C02108,64,Male,Low,N,34404
C02109,69,Female,,N,59110
C02110,35,Female,,Y,49033
C02111,22,M,,N,20587
C02112,61,F,Low,N,58361
C02113,40,male,Low,Y,79098
C02114,52,female,High,Y,43186
C02115,28,Male,Low,N,18748
C02116,39,female,Low,N,23525
C02117,41,female,High,Y,17495
C02118,30,F,High,N,33006
C02119,47,male,Low,N,25779
C02120,22,male,Low,N,98182
C02121,53,male,High,Y,69201
C02122,19,Male,,Y,52673
C02123,54,Female,High,Y,56941
C02124,51,male,Medium,N,80531
C02125,63,M,Low,Y,17805
C02126,24,male,Low,Y,10166
C02127,37,M,,N,87714
C02128,25,M,High,Y,08823
C02129,43,M,Medium,N,90669
C02130,44,male,Medium,Y,57353
C02131,49,F,Low,Y,51336
C02132,49,female,Medium,N,23305
C02133,40,female,,N,44399
C02134,35,Female,,N,27137
C02135,32,Male,High,Y,20180
C02136,27,M,Low,N,12477
C02137,46,Female,,N,06518
C02138,47,M,High,Y,15226
C02139,31,M,High,N,52289
C02140,59,female,Low,Y,51243
C02141,26,M,Low,N,12927
C02142,18,F,Low,N,63837
C02143,64,Female,,N,26530
C02144,55,male,,Y,05987
C02145,39,female,,Y,02132
C02146,18,Male,Low,Y,77102
C02147,53,Male,High,Y,68731
C02148,55,F,Low,Y,86829
C02149,36,male,Medium,N,16201
C02150,19,Male,Medium,Y,71882
C02151,31,M,Medium,Y,10923
C02152,67,Male,Medium,Y,16343
C02153,30,Female,Low,N,80519
C02154,51,female,High,N,29397
C02155,29,Male,High,N,81762
C02156,19,Female,,N,18454
C02157,55,female,Low,Y,22997
C02158,32,F,,N,39886
C02159,54,male,Medium,Y,62609
C02160,62,F,Low,N,53596
C02161,46,M,Low,N,84043
C02162,28,Male,Low,N,26212
C02163,18,Male,Medium,Y,87762
C02164,68,Male,High,N,47436
C02165,62,Male,Medium,Y,98288
C02166,57,Male,Medium,N,60433
C02167,40,F,Medium,N,73639
C02168,69,Female,Low,N,07640
C02169,38,female,High,Y,62924
C02170,18,Female,High,Y,20366
C02171,33,Female,Low,N,35229
C02172,46,M,Medium,N,70268
C02173,42,Female,Medium,N,40296
C02174,31,female,High,N,70508
C02175,51,Female,,N,20751
C02176,49,F,,N,19879
C02177,64,Male,,Y,09663
C02178,42,M,Low,Y,41581
C02179,63,F,Medium,N,66870
C02180,43,M,Low,Y,44471
C02181,52,F,Medium,N,76219
C02182,39,Male,Medium,Y,68733
C02183,54,male,High,Y,41392
C02184,24,Female,,N,50297
C02185,49,Female,High,Y,42093
C02186,47,female,,N,87928
C02187,26,Female,Medium,N,74088
C02188,63,Male,,N,01287
C02189,39,Male,High,N,12343
C02190,34,F,Low,Y,21436
C02191,33,Female,,Y,44140
C02192,18,female,Medium,Y,41126
C02193,45,Male,Medium,N,39398
C02194,55,Male,,Y,47731
C02195,67,F,,Y,41790
C02196,57,female,High,Y,84177
C02197,36,M,Medium,Y,88938
C02198,18,male,Medium,Y,98387
C02199,52,male,Medium,Y,51759
C02200,56,F,Medium,N,01139
C02201,41,F,Low,Y,15698
C02202,36,M,High,N,82339
C02203,65,female,Medium,N,39405
C02204,32,female,High,N,44161
C02205,23,M,Medium,Y,62065
C02206,35,female,High,Y,50614
C02207,62,Male,Low,Y,07853
C02208,54,Female,High,N,63760
C02209,48,F,High,Y,28878
C02210,67,Male,High,N,51060
C02211,53,Female,High,Y,04812
C02212,50,Female,Medium,Y,51635
C02213,42,female,High,N,94511
C02214,62,Male,High,Y,79184
C02215,23,male,High,N,82302
C02216,68,Female,High,N,23471
C02217,34,F,Low,Y,63342
C02218,39,F,Low,N,41528
C02219,26,Male,Low,Y,09283
C02220,32,female,Low,Y,96948
C02221,38,male,High,Y,82995
C02222,64,male,Medium,N,16705
C02223,52,Male,Medium,N,79088
C02224,20,female,Low,N,10401
C02225,43,M,Medium,Y,16063
C02226,28,M,Medium,Y,22306
C02227,63,Male,Low,N,47516
C02228,53,Male,Low,Y,82109
C02229,19,male,,Y,77527
C02230,68,Male,Low,N,69502
C02231,44,female,Low,Y,84973
C02232,64,M,High,N,87436
C02233,35,Female,Low,N,55323
C02234,18,male,High,N,25648
C02235,19,F,,Y,35355
C02236,69,M,Low,N,13168
C02237,55,male,High,Y,76043
C02238,66,M,Medium,N,03462
C02239,30,M,High,Y,70191
C02240,35,F,High,Y,52604
C02241,37,M,High,N,66054
C02242,42,Male,Low,N,47125
C02243,53,Male,Low,N,09879
C02244,36,female,Low,Y,38995
C02245,24,Male,Medium,Y,96354
C02246,48,M,High,N,11156
C02247,22,Male,High,Y,29032
C02248,58,female,High,Y,42569
C02249,51,male,Low,N,27979
C02250,28,Male,Low,Y,14397
C02251,23,Female,Low,Y,10894
C02252,59,F,Medium,N,90381
C02253,45,Male,High,N,55305
C02254,65,F,High,N,52303
C02255,52,male,,N,78540
C02256,57,M,Medium,N,38738
C02257,38,Female,,Y,77877
C02258,25,female,Medium,N,05431
C02259,60,female,,N,60760
C02260,57,female,High,N,95954
C02261,29,Male,High,N,13062
C02262,55,female,Medium,Y,51064
C02263,62,female,High,Y,33321
C02264,55,Female,,N,17499
C02265,33,male,Medium,N,63453
C02266,37,Male,Low,Y,92048
C02267,53,male,Medium,N,93728
C02268,36,M,Low,N,66899
C02269,46,male,,N,10051
C02270,53,female,Medium,N,22859
C02271,33,Female,High,Y,93256
C02272,42,F,Low,Y,53326
C02273,37,Female,,N,38877
C02274,63,female,Low,N,93191
C02275,50,male,Medium,N,51921
C02276,64,male,Medium,Y,63008
C02277,28,F,Low,Y,19338
C02278,37,female,High,Y,58949
C02279,33,M,Medium,N,76407
C02280,64,F,Medium,N,23943
C02281,67,female,,Y,60558
C02282,43,female,,Y,41791
C02283,54,F,Low,Y,56233
C02284,34,male,High,Y,25717
C02285,23,Female,High,Y,32099
C02286,42,Male,Medium,Y,09145
C02287,35,male,Low,N,03805
C02288,61,Female,High,Y,30939
C02289,47,female,Low,Y,83818
C02290,45,female,Low,N,58326
C02291,44,male,High,Y,97265
C02292,37,F,Low,N,07160
C02293,60,F,High,Y,40735
C02294,18,female,High,Y,56983
C02295,32,male,Low,N,51024
C02296,34,Male,Low,Y,16242
C02297,18,F,High,N,26911
C02298,33,Female,Medium,Y,17992
C02299,28,male,High,N,07008
C02300,53,M,Medium,Y,09839
C02301,19,M,High,N,91907
C02302,64,Female,High,Y,12354
C02303,66,F,High,N,23575
C02304,18,Male,Medium,Y,33773
C02305,55,F,Low,N,69616
C02306,36,Male,Medium,Y,94888
C02307,24,M,Low,N,73788
C02308,65,M,,N,90051
C02309,24,F,Medium,Y,05544
C02310,54,Male,Medium,N,06380
C02311,36,female,High,N,39995
C02312,44,Male,Medium,N,61730
C02313,66,Male,High,N,44137
C02314,21,M,Low,N,86587
C02315,62,F,High,N,59907
C02316,67,F,Medium,N,80466
C02317,50,Male,High,N,11669
C02318,35,female,Low,Y,55093
C02319,57,male,High,N,31286
C02320,57,Male,Low,Y,60305
C02321,61,F,High,N,89814
C02322,53,male,Medium,Y,23953
C02323,18,Male,Low,N,38859
C02324,56,Female,Medium,N,41237
C02325,49,Male,Medium,Y,37970
C02326,50,male,,Y,71720
C02327,40,Male,Medium,N,62870
C02328,56,Female,Medium,Y,73881
C02329,69,M,Medium,Y,01666
C02330,21,Female,Low,Y,35016
C02331,49,M,Low,Y,81288
C02332,61,M,Medium,Y,28884
C02333,25,F,High,N,66103
C02334,57,M,Medium,N,20462
C02335,40,Male,,Y,52531
C02336,35,M,,Y,57646
C02337,54,Female,High,N,65861
C02338,67,M,High,Y,87939
C02339,41,M,Low,N,81357
C02340,35,M,Medium,N,74712
C02341,41,Male,Medium,N,24478
C02342,69,M,Medium,Y,80042
C02343,40,Male,Low,Y,54723
C02344,25,F,Low,N,39400
C02345,49,female,Medium,Y,76796
C02346,67,M,Medium,Y,66517
C02347,46,F,High,Y,57570
C02348,24,female,Medium,Y,09853
C02349,55,female,Medium,Y,27034
C02350,47,male,Low,Y,25637
C02351,38,male,High,Y,53874
C02352,45,female,High,Y,76619
C02353,40,male,High,Y,94737
C02354,56,female,High,Y,38109
C02355,48,M,Medium,Y,57495
C02356,69,M,High,N,85428
C02357,30,female,Low,Y,63907
C02358,49,Male,Low,Y,07768
C02359,32,Male,Medium,Y,04160
C02360,43,Female,Low,N,79260
C02361,20,M,Medium,N,35263
C02362,66,male,Medium,Y,53044
C02363,51,F,Medium,N,06935
C02364,55,male,High,Y,70096
C02365,42,Female,Low,Y,35939
C02366,48,M,Low,N,38994
C02367,34,Male,Low,Y,37079
C02368,36,male,Medium,Y,64418
C02369,43,Female,Low,N,45042
C02370,27,male,High,N,87128
C02371,65,female,Medium,N,70087
C02372,50,M,,Y,37839
C02373,32,male,Medium,Y,68448
C02374,48,female,High,N,19948
C02375,55,female,High,Y,57312
C02376,23,Male,Low,Y,52960
C02377,34,F,Low,Y,72887
C02378,43,F,High,N,65288
C02379,24,male,Low,Y,73259
C02380,54,F,High,N,81103
C02381,26,Male,Medium,Y,81579
C02382,38,Male,,Y,46801
C02383,47,M,Low,N,86835
C02384,68,M,Medium,Y,01356
C02385,58,Female,Low,Y,34892
C02386,63,F,,Y,62409
C02387,35,M,Medium,N,30328
C02388,67,male,Low,Y,73589
C02389,50,M,Low,Y,63067
C02390,18,Male,Low,N,96899
C02391,20,M,Medium,Y,74366
C02392,68,male,Low,N,63619
C02393,28,male,High,N,91936
C02394,29,F,Low,N,99948
C02395,51,female,Medium,N,46739
C02396,29,F,High,N,01092
C02397,67,female,Medium,Y,34232
C02398,62,Male,Low,Y,10509
C02399,19,female,High,Y,67335
C02400,24,F,Low,N,79953
C02401,69,female,Medium,N,03957
C02402,39,female,High,Y,45481
C02403,37,Male,Medium,N,80840
C02404,42,Male,Low,N,37692
C02405,26,male,Low,Y,01246
C02406,37,Male,Low,N,66684
C02407,52,female,High,N,23973
C02408,18,M,Medium,N,28736
C02409,35,female,Medium,N,85825
C02410,65,female,,N,74024
C02411,20,female,Low,Y,10149
C02412,52,Male,Low,Y,09912
C02413,60,F,High,Y,37254
C02414,55,female,Low,Y,25386
C02415,31,female,Low,N,08502
C02416,68,male,Low,Y,95504
C02417,19,male,,N,07886
C02418,50,F,Low,Y,67073
C02419,19,F,High,Y,79969
C02420,46,F,Medium,N,06191
C02421,21,female,Low,Y,97163
C02422,33,M,Medium,N,05844
C02423,29,Male,Low,N,80828
C02424,48,male,Medium,Y,86593
C02425,56,female,High,Y,94765
C02426,68,Male,Medium,Y,25323
C02427,61,F,Low,N,70892
C02428,34,Female,Medium,Y,27893
C02429,23,Male,,N,16214
C02430,29,female,Low,Y,79259
C02431,51,Male,High,N,06738
C02432,58,F,High,N,94262
C02433,58,F,,Y,52823
C02434,69,Female,Medium,Y,72655
C02435,45,F,Low,Y,01335
C02436,56,Male,Low,N,10572
C02437,47,Female,Low,N,84406
C02438,65,Male,High,Y,94491
C02439,44,M,High,Y,69868
C02440,31,Female,Low,N,09630
C02441,62,male,Low,Y,99196
C02442,20,Male,,Y,73753
C02443,61,F,High,Y,06299
C02444,23,female,High,Y,70840
C02445,61,female,Medium,N,32757
C02446,41,female,High,Y,96590
C02447,32,M,High,Y,29263
C02448,66,male,Medium,N,97111
C02449,33,Male,,N,98945
C02450,35,M,Low,Y,27944
C02451,19,male,High,N,62386
C02452,32,F,High,N,97886
C02453,35,Female,Low,N,84161
C02454,56,female,Low,Y,47503
C02455,66,female,High,N,75282
C02456,37,male,Medium,N,65222
C02457,38,Female,Medium,Y,82638
C02458,37,Female,Medium,Y,22943
C02459,22,F,Medium,N,27600
C02460,53,F,Medium,Y,64838
C02461,58,Male,High,Y,66397
C02462,18,M,Low,Y,66948
C02463,59,female,Low,Y,55987
C02464,52,M,Medium,Y,17938
C02465,47,Male,Medium,N,56024
C02466,29,M,High,Y,29030
C02467,36,F,Low,N,38664
C02468,51,Female,Low,Y,38436
C02469,26,M,,Y,42615
C02470,33,male,High,Y,00993
C02471,22,female,Low,Y,40302
C02472,37,Female,Medium,Y,59225
C02473,45,Female,Medium,Y,58420
C02474,59,Male,High,N,30537
C02475,37,female,,Y,58816
C02476,22,female,Medium,Y,92566
C02477,47,Male,,N,31454
C02478,23,Female,Low,N,84966
C02479,36,female,Low,N,24445
C02480,39,Female,Medium,N,59486
C02481,19,Female,High,N,89586
C02482,23,Female,High,Y,73023
C02483,41,M,Medium,N,62718
C02484,22,F,High,Y,61852
C02485,18,female,Medium,N,86806
C02486,53,M,Low,Y,28227
C02487,63,F,Low,N,14203
C02488,46,Male,Medium,N,02858
C02489,47,Female,Medium,Y,59565
C02490,54,F,High,Y,11468
C02491,47,male,Low,Y,31654
C02492,62,Female,High,Y,35306
C02493,66,Female,Medium,N,00991
C02494,32,male,High,N,53840
C02495,43,female,High,Y,38382
C02496,24,Female,Low,N,93398
C02497,54,female,High,Y,72155
C02498,41,female,High,N,56680
C02499,60,M,Medium,N,18914
C02500,64,female,Medium,Y,65663
C02501,31,M,,Y,82557
C02502,29,female,Medium,N,77858
C02503,50,female,,N,62360
C02504,65,Female,Medium,Y,03692
C02505,58,female,High,N,47665
C02506,42,M,Medium,Y,75844
C02507,57,F,Medium,Y,48593
C02508,38,male,Low,Y,65319
C02509,48,male,Low,N,09521
C02510,40,F,Low,N,19487
C02511,62,F,Medium,Y,21632
C02512,66,male,Low,N,23510
C02513,33,female,Medium,Y,51115
C02514,19,Female,Medium,N,35233
C02515,63,Male,High,Y,19956
C02516,63,M,High,Y,46303
C02517,57,F,High,N,81431
C02518,53,Male,,Y,83312
C02519,27,female,Low,Y,83658
C02520,59,Male,High,N,52110
C02521,37,F,High,N,93517
C02522,18,F,Low,Y,13407
C02523,60,female,Low,N,71453
C02524,32,Male,Medium,Y,48314
C02525,27,Male,Low,Y,69097
C02526,63,Male,,Y,89691
C02527,42,Female,Low,Y,05764
C02528,53,Female,Medium,N,82866
C02529,55,M,Low,Y,43518
C02530,25,Female,Low,Y,30955
C02531,68,female,High,Y,45086
C02532,43,Female,Medium,N,04527
C02533,48,Female,,N,47784
C02534,47,male,Medium,Y,55441
C02535,64,F,Medium,Y,95471
C02536,29,Male,Low,N,49547
C02537,50,M,Low,N,97878
C02538,42,Male,Low,N,33424
C02539,29,Female,Medium,N,80620
C02540,41,Female,Medium,Y,50515
C02541,35,female,Medium,Y,83917
C02542,56,male,Medium,Y,41122
C02543,27,Female,Low,N,23188
C02544,34,F,High,Y,40462
C02545,31,F,High,Y,82684
C02546,57,male,Medium,Y,85617
C02547,26,Female,High,Y,06574
C02548,54,M,Low,N,38859
C02549,34,F,Medium,N,26973
C02550,23,Female,Low,Y,08411
C02551,36,Male,Low,Y,33517
C02552,60,Male,High,N,30712
C02553,27,F,High,N,82523
C02554,42,F,Low,Y,25961
C02555,68,M,Medium,N,70389
C02556,25,Male,High,N,61317
C02557,57,Male,High,N,25530
C02558,27,M,High,Y,50518
C02559,51,female,Low,N,24964
C02560,53,male,Medium,Y,82455
C02561,65,Male,Medium,Y,19191
C02562,44,Male,Medium,Y,21811
C02563,52,F,High,Y,84706
C02564,56,M,Medium,Y,28505
C02565,22,male,Low,Y,39231
C02566,37,M,Medium,N,69743
C02567,48,M,Low,Y,33630
C02568,38,Male,Low,Y,87352
C02569,20,M,Medium,N,80202
C02570,25,Female,High,Y,36521
C02571,31,female,Low,Y,40429
C02572,55,Female,Low,Y,52257
C02573,55,M,Low,Y,16840
C02574,59,Male,High,N,70758
C02575,69,Female,Medium,N,53980
C02576,63,female,High,N,74396
C02577,63,M,Medium,Y,17773
C02578,31,M,,Y,20788
C02579,56,F,Medium,Y,38370
C02580,45,F,Medium,N,83452
C02581,40,F,High,N,70771
C02582,35,female,Medium,Y,45304
C02583,32,female,Medium,N,00821
C02584,48,Male,Low,Y,26734
C02585,67,Female,Low,N,74654
C02586,46,Female,Medium,Y,34662
C02587,61,Male,Low,N,81540
C02588,41,M,Medium,N,96384
C02589,56,M,High,N,31230
C02590,24,M,High,N,78808
C02591,60,female,High,Y,88407
C02592,55,M,Low,N,62033
C02593,24,female,High,Y,22153
C02594,25,female,Low,Y,14322
C02595,59,Male,High,Y,88822
C02596,47,F,Medium,N,65370
C02597,22,F,Medium,Y,93038
C02598,39,F,Low,N,00852
C02599,55,female,Low,Y,50429
C02600,61,male,Medium,Y,33066
C02601,57,male,High,Y,49984
C02602,58,male,High,N,96166
C02603,47,M,High,Y,19757
C02604,38,female,High,Y,06667
C02605,50,female,High,Y,70648
C02606,37,M,High,Y,92913
C02607,45,male,Medium,Y,43209
C02608,21,Female,High,N,88384
C02609,55,female,Low,N,52179
C02610,65,male,Low,N,66342
C02611,57,F,Low,N,05210
C02612,33,F,High,N,95063
C02613,65,male,Medium,N,50754
C02614,60,M,High,N,15821
C02615,40,M,High,N,03618
C02616,59,Female,Low,Y,36488
C02617,62,F,High,Y,26456
C02618,38,male,High,Y,33417
C02619,22,female,Medium,Y,57818
C02620,36,female,,Y,07222
C02621,56,Female,Low,Y,50479
C02622,43,Male,Low,Y,22886
C02623,38,M,Medium,N,36086
C02624,27,F,Medium,N,99636
C02625,56,female,Medium,Y,58140
C02626,63,F,Low,N,17296
C02627,19,Male,,N,56178
C02628,57,F,Low,N,24650
C02629,45,M,Low,Y,47132
C02630,64,Male,Medium,N,34394
C02631,65,Female,Medium,Y,47802
C02632,35,female,Medium,N,85776
C02633,43,male,,Y,66579
C02634,42,male,Medium,N,63109
C02635,27,Female,High,Y,54963
C02636,33,Male,Medium,N,28512
C02637,41,Female,Medium,Y,54131
C02638,59,male,Medium,Y,66462
C02639,54,female,Low,Y,54637
C02640,63,Male,Medium,Y,11384
C02641,24,F,High,N,06617
C02642,31,Female,High,Y,48631
C02643,33,F,High,N,11799
C02644,39,M,Medium,Y,67528
C02645,30,Male,Medium,N,82016
C02646,33,F,Medium,Y,65745
C02647,48,F,Low,N,37168
C02648,54,male,,Y,71137
C02649,63,male,Medium,Y,62917
C02650,26,F,Medium,N,43963
C02651,38,Male,High,Y,56610
C02652,55,Female,Medium,Y,10639
C02653,66,female,High,N,15121
C02654,67,female,Low,N,43336
C02655,36,Male,High,N,12772
C02656,32,F,Low,Y,28507
C02657,40,female,High,N,88366
C02658,56,female,Medium,Y,04459
C02659,26,Male,Low,N,97225
C02660,59,M,High,N,40686
C02661,55,F,High,N,06363
C02662,40,male,High,Y,78844
C02663,59,male,Low,N,52520
C02664,33,female,Low,N,58275
C02665,64,Female,Medium,N,20911
C02666,25,male,Medium,Y,97980
C02667,65,Female,Low,Y,16177
C02668,45,Male,Low,N,56713
C02669,34,F,Low,Y,62074
C02670,30,female,Medium,N,14332
C02671,46,male,Low,Y,61004
C02672,52,female,Medium,N,09796
C02673,60,Male,High,N,38883
C02674,28,female,Medium,N,59594
C02675,28,F,Low,N,27938
C02676,45,F,Medium,N,28402
C02677,24,Male,High,N,00895
C02678,48,Female,High,Y,44067
C02679,39,female,Medium,Y,42908
C02680,65,Female,Medium,Y,91955
C02681,67,Female,Low,Y,86965
C02682,42,M,,N,94257
C02683,61,F,Medium,Y,08726
C02684,47,F,Medium,Y,51793
C02685,29,Female,Low,N,43180
C02686,56,Female,High,Y,44774
C02687,45,female,Low,Y,03006
C02688,55,Male,,Y,87394
C02689,68,Male,Medium,N,65138
C02690,47,female,Low,Y,34644
C02691,47,male,Medium,Y,95328
C02692,58,M,,N,72761
C02693,27,F,Low,N,52898
C02694,18,female,Medium,N,93643
C02695,24,Male,Medium,N,97238
C02696,68,Female,Low,N,66189
C02697,46,F,Medium,N,56411
C02698,49,F,High,Y,75374
C02699,64,male,High,N,71694
C02700,45,Female,High,N,27968
C02701,55,F,Low,N,03768
C02702,48,male,High,Y,32675
C02703,50,F,,N,94460
C02704,46,M,Low,Y,40226
C02705,44,F,High,N,09845
C02706,39,F,,Y,62094
C02707,18,F,Low,N,86282
C02708,26,Male,Low,N,33250
C02709,57,male,,N,63753
C02710,58,male,Low,Y,15864
C02711,58,Female,High,Y,45391
C02712,68,Male,,Y,46322
C02713,41,male,,Y,86948
C02714,20,Male,Low,Y,73409
C02715,32,female,,N,33959
C02716,69,F,Low,N,44792
C02717,28,male,High,N,51104
C02718,55,male,High,N,07199
C02719,35,Female,Medium,Y,03175
C02720,61,F,Low,Y,05553
C02721,22,Female,Low,Y,08297
C02722,47,male,,N,07406
C02723,62,Female,Medium,Y,08502
C02724,44,F,Low,N,34903
C02725,30,female,Low,N,57055
C02726,20,F,Medium,N,96245
C02727,25,Female,,Y,60308
C02728,38,Female,High,N,85997
C02729,27,male,High,N,07569
C02730,38,Male,High,Y,96284
C02731,34,F,High,N,58278
C02732,41,M,High,Y,89457
C02733,27,F,High,N,86354
C02734,55,Male,Medium,N,68626
C02735,28,Male,Low,N,48155
C02736,58,M,High,Y,34898
C02737,53,male,High,N,22018
C02738,38,F,Low,Y,81078
C02739,64,male,High,N,03668
C02740,35,Female,High,Y,55282
C02741,64,M,Medium,N,38718
C02742,52,M,Low,Y,86221
C02743,59,Male,Low,Y,11566
C02744,42,Male,Medium,N,23257
C02745,20,F,High,Y,59854
C02746,60,Female,Low,N,26454
C02747,66,F,High,N,34988
C02748,47,male,Low,N,47289
C02749,53,M,Low,Y,58042
C02750,68,male,Medium,Y,45538
C02751,31,M,Low,N,47159
C02752,39,female,Low,Y,57426
C02753,19,Female,Medium,N,53058
C02754,38,Female,Low,Y,99331
C02755,61,Male,Low,Y,56409
C02756,57,male,High,Y,45284
C02757,25,Female,High,N,61680
C02758,45,Female,Medium,N,38768
C02759,18,female,High,N,80558
C02760,45,Male,Low,Y,45384
C02761,22,F,Low,Y,69319
C02762,54,Female,Medium,Y,65088
C02763,41,Male,Medium,N,21951
C02764,19,male,Low,Y,52601
C02765,65,F,Low,Y,72163
C02766,39,Male,Low,Y,81034
C02767,26,M,,N,10845
C02768,33,male,,N,39758
C02769,32,male,,N,50163
C02770,53,male,Low,N,98583
C02771,33,M,Low,N,41118
C02772,48,Female,Low,N,25370
C02773,56,female,Low,Y,35066
C02774,48,Male,Low,Y,14697
C02775,18,male,High,Y,67110
