CustomerID,TransactionID,Date,StoreID,ProductCategory,AmountSpent,Quantity,DiscountApplied
C05541,T110090,2023-08-14,S038,Clothing,56.19,3,15
C08345,T110091,2024-09-10,S002,Beauty,137.83,1,5
C09009,T110092,07/24/2023,S038,Toys,101.47,2,15
C00236,T110093,2025-03-23,S019,Home,202.16,3,5
C05690,T110094,2025-02-11,S034,Toys,,4,0
C04044,T110095,02/29/2024,S047,Beauty,108.21,1,10
C09731,T110096,2024-07-18,S046,Beauty,88.93,4,20
C06155,T110097,06/30/2023,S025,Toys,148.12,2,20
C01564,T110098,04/07/2024,S017,Home,247.28,2,0
C02331,T110099,05/09/2025,S036,Home,82.17,2,15
C05908,T110100,10/23/2023,S034,Beauty,37.02,4,10
C06945,T110101,2024-03-07,S011,Toys,5.0,1,15
C00343,T110102,01/10/2025,S047,Clothing,63.1,2,15
C06206,T110103,09/06/2024,S023,Beauty,108.42,4,0
C04785,T110104,09/10/2024,S038,Home,120.52,3,15
C01041,T110105,2024-05-08,S006,Toys,112.16,2,5
C08651,T110106,2025-04-15,S033,Toys,5.0,1,20
C00210,T110107,09/14/2024,S016,Beauty,38.68,3,20
C03366,T110108,05/13/2025,S006,Toys,74.0,3,20
C00386,T110109,12/07/2023,S026,Home,152.54,4,20
C08928,T110110,04/28/2024,S023,Clothing,158.2,3,10
C09711,T110111,2025-04-04,S004,Electronics,116.82,1,10
C04553,T110112,2023-09-03,S026,Electronics,61.01,2,15
C02330,T110113,2024-12-20,S049,Toys,66.13,3,0
C05703,T110114,12/15/2023,S041,Beauty,104.5,3,15
C01754,T110115,2023-11-15,S025,Clothing,140.05,2,20
C03445,T110116,2023-11-04,S045,Electronics,28.23,3,0
C09718,T110117,03/04/2025,S002,Electronics,79.62,3,5
C04056,T110118,02/02/2025,S013,Clothing,67.96,3,15
C04382,T110119,09/13/2023,S020,Clothing,,4,0
C08068,T110120,2023-11-05,S046,Electronics,36.12,3,5
C09483,T110121,06/18/2024,S014,Clothing,93.56,1,20
C06244,T110122,03/12/2025,S027,Home,56.09,4,15
C09234,T110123,2023-11-15,S033,Clothing,42.13,3,0
C06619,T110124,2024-03-31,S040,Toys,132.84,3,15
C08959,T110125,09/09/2024,S027,Beauty,110.41,3,10
C09431,T110126,2024-09-15,S018,Clothing,121.07,1,10
C06689,T110127,06/23/2023,S032,Electronics,,1,10
C03653,T110128,2024-07-30,S008,Toys,25.02,2,5
C01651,T110129,08/23/2024,S039,Beauty,175.01,3,10
C04082,T110130,2025-04-18,S031,Home,79.82,3,0
C02760,T110131,12/15/2023,S044,Electronics,82.2,2,20
C06388,T110132,2024-04-24,S003,Home,146.17,2,0
C07916,T110133,01/07/2024,S026,Electronics,71.08,4,0
C06153,T110134,2023-09-02,S042,Clothing,76.04,73,5
C05933,T110135,04/19/2024,S009,Beauty,78.98,3,10
C05270,T110136,02/14/2024,S033,Beauty,17.96,4,20
C09753,T110137,08/15/2023,S036,Toys,140.5,1,15
C07564,T110138,07/24/2024,S045,Toys,210.86,4,20
C07299,T110139,01/18/2025,S036,Home,151.19,1,15
C01427,T110140,12/12/2024,S022,Electronics,30.03,1,5
C08069,T110141,07/14/2024,S035,Home,94.44,4,5
C08809,T110142,10/15/2023,S029,Beauty,91.87,4,5
C08669,T110143,04/07/2024,S010,Home,107.06,4,10
C05968,T110144,03/23/2024,S037,Electronics,189.15,2,10
C06597,T110145,03/04/2024,S026,Beauty,128.57,2,5
C00182,T110146,2023-07-31,S001,Toys,102.66,2,0
C05471,T110147,2024-09-15,S017,Home,90.42,1,20
C02227,T110148,2024-01-21,S049,Beauty,102.4,3,0
C07508,T110149,2025-03-09,S012,Toys,49.92,2,10
C09557,T110150,2025-03-02,S023,Beauty,70.48,3,10
C04660,T110151,05/15/2025,S046,Electronics,113.18,4,15
C06522,T110152,2023-09-19,S024,Beauty,54.53,3,15
C08362,T110153,06/15/2024,S010,Electronics,129.94,1,20
C02298,T110154,01/10/2024,S036,Electronics,5.0,1,10
C03348,T110155,2023-08-15,S023,Beauty,182.13,4,10
C02238,T110156,2024-09-27,S008,Electronics,65.2,2,5
C08270,T110157,2024-02-02,S012,Home,5.0,1,5
C08733,T110158,07/24/2024,S035,Toys,137.46,1,10
C06000,T110159,12/03/2024,S006,Beauty,,4,20
C08767,T110160,2024-04-18,S018,Electronics,132.09,4,0
C05510,T110161,12/06/2024,S050,Toys,102.72,4,0
C08276,T110162,2024-05-28,S025,Home,99.41,3,0
C00515,T110163,2024-05-19,S016,Home,98.85,2,15
C05373,T110164,02/07/2025,S022,Clothing,86.35,3,20
C04517,T110165,12/11/2023,S020,Clothing,153.45,4,15
C06556,T110166,2023-09-18,S046,Clothing,47.19,3,15
C05130,T110167,2024-06-17,S024,Beauty,49.78,2,20
C03525,T110168,2024-10-17,S031,Toys,115.79,3,15
C04494,T110169,2023-07-09,S045,Electronics,29.7,2,15
C00715,T110170,2023-07-30,S034,Toys,54.48,3,5
C09403,T110171,2025-02-03,S040,Toys,128.16,4,10
C09223,T110172,2023-12-08,S044,Home,91.36,2,20
C02672,T110173,2023-12-06,S004,Toys,57.38,2,0
C07943,T110174,11/29/2023,S011,Beauty,119.55,1,20
C03109,T110175,2024-06-08,S026,Home,129.15,4,15
C08992,T110176,10/28/2024,S007,Electronics,124.07,1,20
C08304,T110177,2023-08-29,S002,Beauty,78.92,2,10
C05113,T110178,01/03/2025,S032,Beauty,90.66,3,5
C06072,T110179,2024-08-26,S037,Electronics,,2,0
C02349,T110180,2024-03-22,S012,Clothing,159.69,4,15
C04641,T110181,01/31/2024,S005,Home,42.17,1,0
C08187,T110182,2024-09-01,S006,Home,121.29,1,5
C03059,T110183,03/06/2024,S004,Home,111.39,2,0
C09278,T110184,2023-08-10,S033,Beauty,113.22,4,5
C02639,T110185,2023-07-17,S035,Home,114.89,4,0
C01831,T110186,2024-05-26,S036,Electronics,91.86,3,5
C04736,T110187,11/03/2023,S016,Home,166.3,4,10
C00529,T110188,03/09/2025,S010,Toys,26.98,3,10
C04468,T110189,06/01/2025,S040,Beauty,114.19,2,10
C03610,T110190,2025-01-20,S020,Electronics,106.23,4,10
C02153,T110191,02/01/2025,S034,Clothing,,1,10
C08758,T110192,03/20/2025,S022,Toys,121.35,4,15
C01468,T110193,2023-11-22,S040,Electronics,102.47,4,0
C00587,T110194,2024-08-26,S049,Electronics,143.57,1,15
C07771,T110195,2023-11-25,S034,Beauty,150.8,2,5
C02340,T110196,10/28/2024,S044,Clothing,52.81,3,20
C09875,T110197,12/21/2023,S009,Electronics,102.01,3,0
C08187,T110198,2025-01-21,S044,Home,79.23,3,5
C00073,T110199,2024-03-08,S046,Electronics,60.04,4,20
C02218,T110200,01/17/2024,S048,Beauty,108.04,4,5
C09922,T110201,2023-08-28,S037,Toys,144.46,3,5
C05860,T110202,11/19/2023,S044,Beauty,76.04,1,20
C00779,T110203,2024-02-04,S028,Toys,,3,10
C05895,T110204,08/12/2023,S027,Beauty,63.22,2,15
C03213,T110205,2024-11-28,S048,Home,113.06,1,5
C01760,T110206,02/26/2024,S020,Beauty,68.12,3,15
C01994,T110207,2023-09-16,S012,Clothing,59.83,2,20
C07434,T110208,2025-04-24,S037,Toys,82.38,4,15
C01879,T110209,2023-08-15,S048,Toys,,4,5
C06915,T110210,11/05/2024,S002,Home,106.06,1,10
C01652,T110211,07/26/2024,S037,Beauty,70.63,2,0
C03997,T110212,2023-11-30,S028,Electronics,119.16,3,20
C04093,T110213,2024-02-20,S011,Clothing,45.56,2,0
C04444,T110214,2024-02-05,S005,Home,111.02,3,5
C06190,T110215,03/20/2024,S004,Electronics,131.16,4,5
C04914,T110216,2025-04-23,S049,Home,96.53,3,5
C06774,T110217,03/06/2024,S044,Beauty,88.77,4,5
C09544,T110218,2023-08-23,S013,Clothing,100.98,57,20
C06820,T110219,07/24/2024,S031,Electronics,43.92,1,10
C08225,T110220,03/27/2025,S041,Clothing,112.07,2,20
C08876,T110221,01/01/2024,S042,Clothing,77.13,2,10
C06281,T110222,09/14/2024,S040,Beauty,99.72,1,10
C08173,T110223,05/22/2024,S031,Toys,162.46,4,0
C06848,T110224,2025-04-27,S027,Clothing,207.12,3,15
C05219,T110225,2023-11-26,S035,Beauty,128.62,4,20
C08576,T110226,04/05/2024,S003,Toys,150.71,3,10
C02603,T110227,05/09/2025,S034,Beauty,183.7,1,20
C09491,T110228,2025-03-09,S022,Clothing,168.84,33,0
C07520,T110229,2025-04-05,S040,Electronics,119.82,1,5
C02632,T110230,01/18/2024,S005,Home,153.11,2,10
C05871,T110231,01/09/2025,S030,Clothing,135.92,3,5
C02635,T110232,2024-05-30,S002,Home,142.15,1,0
C01906,T110233,2023-12-05,S010,Toys,57.15,2,15
C07051,T110234,11/23/2023,S023,Electronics,98.08,4,20
C01449,T110235,2023-11-25,S040,Beauty,184.17,4,0
C03867,T110236,03/30/2024,S021,Home,144.42,1,0
C03969,T110237,05/29/2024,S035,Electronics,110.53,1,20
C08015,T110238,12/12/2024,S044,Toys,166.3,59,15
C09443,T110239,2025-05-05,S009,Electronics,127.38,1,15
C03060,T110240,2023-09-02,S042,Clothing,76.59,1,15
C04195,T110241,2024-09-03,S027,Beauty,85.86,1,10
C05006,T110242,03/08/2025,S025,Home,42.35,4,15
C02343,T110243,02/02/2025,S021,Electronics,123.87,1,15
C02895,T110244,2024-11-02,S046,Clothing,91.22,3,15
C00356,T110245,2024-12-30,S031,Electronics,80.84,1,15
C02351,T110246,2024-03-22,S047,Toys,42.2,4,10
C00754,T110247,07/26/2024,S017,Toys,124.34,4,5
C04867,T110248,2023-10-27,S020,Clothing,28.38,1,5
C07927,T110249,2025-01-10,S021,Clothing,69.16,4,0
C00331,T110250,2024-10-29,S013,Electronics,103.07,3,15
C01782,T110251,2023-09-28,S027,Beauty,27.81,3,10
C05054,T110252,02/17/2025,S049,Electronics,81.52,3,20
C02553,T110253,11/21/2024,S028,Electronics,169.1,2,10
C05704,T110254,03/14/2025,S008,Clothing,107.32,1,15
C08188,T110255,2023-08-03,S049,Electronics,169.44,2,0
C05096,T110256,2023-08-26,S037,Home,120.39,4,0
C05085,T110257,2023-07-28,S035,Beauty,53.24,2,10
C02586,T110258,09/17/2023,S017,Toys,103.83,4,15
C00529,T110259,12/20/2024,S018,Home,120.76,3,0
C05514,T110260,2024-12-03,S031,Beauty,186.95,2,15
C03961,T110261,06/28/2024,S045,Electronics,9.81,4,10
C07961,T110262,08/02/2023,S013,Electronics,57.62,4,5
C00337,T110263,08/26/2024,S003,Home,158.48,2,10
C02167,T110264,2024-11-01,S004,Beauty,104.32,1,15
C02088,T110265,2025-02-10,S026,Electronics,55.59,4,20
C09211,T110266,11/18/2023,S009,Home,65.09,2,0
C08731,T110267,2024-03-07,S030,Toys,112.17,3,20
C06103,T110268,01/06/2025,S011,Toys,37.42,1,0
C00881,T110269,08/10/2024,S036,Clothing,135.24,1,20
C04111,T110270,2023-11-09,S028,Home,102.26,3,5
C03921,T110271,2023-10-26,S011,Electronics,118.7,4,20
C01181,T110272,02/26/2024,S024,Electronics,110.33,1,20
C01511,T110273,02/17/2024,S046,Beauty,,1,15
C05673,T110274,2023-09-20,S036,Toys,106.37,4,0
C04831,T110275,11/24/2024,S035,Toys,87.62,58,0
C08027,T110276,2023-10-14,S038,Home,65.82,93,0
C01040,T110277,07/19/2023,S029,Electronics,161.12,2,15
C01005,T110278,2024-07-26,S046,Clothing,112.17,2,0
C02801,T110279,07/09/2024,S025,Beauty,227.47,3,5
C01592,T110280,2024-10-19,S045,Toys,108.01,4,0
C00891,T110281,2024-04-03,S036,Clothing,138.66,4,0
C08723,T110282,11/11/2024,S028,Toys,67.61,4,5
C05003,T110283,2023-07-26,S023,Toys,9.88,4,10
C02258,T110284,2024-08-14,S008,Beauty,105.51,4,15
C00028,T110285,06/15/2024,S013,Electronics,139.33,3,20
C09938,T110286,04/10/2024,S035,Electronics,13.19,4,5
C09177,T110287,2023-11-29,S035,Clothing,,46,5
C05668,T110288,2024-06-24,S033,Home,77.04,1,15
C05778,T110289,12/17/2023,S007,Electronics,48.09,2,5
C09489,T110290,12/20/2023,S038,Electronics,83.52,4,20
C08606,T110291,03/31/2024,S036,Toys,90.21,1,0
C05328,T110292,2023-12-22,S046,Clothing,86.13,2,15
C05561,T110293,2024-09-07,S006,Electronics,98.77,4,15
C08073,T110294,2023-10-31,S029,Clothing,134.62,2,0
C03838,T110295,2024-01-18,S049,Beauty,56.34,4,10
C00529,T110296,2023-10-23,S029,Toys,95.87,3,10
C07493,T110297,2023-06-08,S024,Home,68.18,4,0
C08557,T110298,08/13/2023,S008,Clothing,45.58,1,20
C03130,T110299,10/09/2024,S007,Beauty,134.59,1,15
C08544,T110300,2023-06-28,S001,Clothing,96.58,3,10
C07993,T110301,2025-05-03,S023,Home,57.48,3,20
C02968,T110302,08/20/2024,S039,Clothing,201.93,2,15
C08954,T110303,10/20/2023,S039,Toys,,4,15
C08244,T110304,12/12/2024,S021,Home,102.07,2,20
C01503,T110305,2025-05-28,S049,Beauty,67.64,3,20
C05845,T110306,03/09/2024,S032,Toys,60.88,1,5
C05940,T110307,04/02/2025,S013,Home,116.55,4,0
C04059,T110308,03/06/2025,S039,Electronics,63.84,3,0
C07203,T110309,2025-02-05,S007,Electronics,165.23,1,15
C07129,T110310,2024-10-28,S043,Clothing,44.21,3,15
C00837,T110311,2024-04-14,S043,Beauty,,4,5
C00944,T110312,04/21/2024,S028,Clothing,82.9,4,10
C05809,T110313,2025-03-22,S019,Clothing,143.75,2,20
C01714,T110314,2025-05-07,S045,Home,74.61,4,20
C00270,T110315,12/01/2024,S030,Toys,83.11,3,10
C01702,T110316,2024-09-14,S031,Toys,125.29,3,20
C06402,T110317,2025-05-04,S023,Electronics,68.7,2,10
C02490,T110318,04/29/2025,S020,Toys,124.71,4,5
C05255,T110319,2024-07-12,S044,Clothing,90.47,2,20
C05799,T110320,2024-08-11,S026,Electronics,252.81,1,5
C02807,T110321,11/09/2024,S049,Toys,103.97,4,5
C02466,T110322,2024-08-26,S027,Clothing,72.05,1,10
C07720,T110323,2025-01-04,S016,Electronics,32.76,17,15
C08894,T110324,10/17/2023,S039,Beauty,94.34,4,5
C05202,T110325,03/29/2025,S033,Beauty,97.97,3,20
C04877,T110326,2024-08-23,S033,Toys,95.79,4,15
C08583,T110327,2023-12-21,S027,Clothing,144.55,1,0
C08971,T110328,12/31/2023,S005,Electronics,204.52,3,10
C09989,T110329,2024-07-09,S012,Home,129.38,4,0
C06509,T110330,07/19/2023,S044,Home,5.0,1,5
C03168,T110331,06/10/2023,S035,Beauty,64.93,1,10
C09586,T110332,07/13/2023,S012,Toys,26.24,4,5
C06555,T110333,2024-08-06,S023,Home,106.85,3,15
C07702,T110334,2024-06-14,S031,Electronics,131.83,1,15
C04517,T110335,2024-12-17,S045,Home,186.13,1,0
C04258,T110336,03/23/2024,S001,Beauty,213.32,3,20
C06649,T110337,04/10/2024,S041,Clothing,14.46,3,10
C02599,T110338,2023-10-05,S038,Toys,50.26,2,0
C07009,T110339,2024-10-18,S048,Clothing,50.58,2,15
C09432,T110340,01/02/2025,S050,Beauty,55.15,3,0
C00693,T110341,01/03/2025,S035,Clothing,179.39,1,15
C07655,T110342,06/06/2024,S045,Home,116.36,3,15
C02814,T110343,04/03/2024,S011,Electronics,130.86,2,20
C01201,T110344,2023-08-07,S041,Clothing,95.91,1,10
C00171,T110345,01/23/2024,S003,Electronics,118.54,4,20
C02110,T110346,2024-10-18,S016,Home,151.64,1,15
C02915,T110347,2025-03-05,S006,Beauty,108.24,10,10
C02242,T110348,09/15/2023,S034,Electronics,141.89,3,5
C01288,T110349,12/04/2023,S017,Electronics,96.38,2,5
C07718,T110350,2025-02-14,S034,Clothing,88.78,1,20
C06699,T110351,11/15/2023,S049,Home,63.77,4,10
C03268,T110352,2023-10-12,S018,Home,129.29,2,15
C05199,T110353,2023-07-18,S039,Electronics,75.9,3,10
C01492,T110354,05/11/2025,S001,Electronics,5.0,1,0
C06111,T110355,06/16/2024,S046,Clothing,109.76,2,0
C06203,T110356,2023-12-07,S020,Beauty,82.4,2,15
C03141,T110357,05/29/2025,S037,Electronics,123.43,2,5
C00160,T110358,2025-01-09,S012,Toys,95.02,3,10
C01386,T110359,2023-10-20,S007,Clothing,39.52,3,10
C08452,T110360,2024-03-05,S019,Clothing,95.52,1,15
C03980,T110361,06/23/2023,S015,Home,28.62,1,0
C00189,T110362,2024-07-12,S026,Beauty,196.15,3,15
C00538,T110363,2024-03-09,S012,Toys,94.98,4,10
C00125,T110364,2023-06-28,S017,Toys,85.41,2,20
C08050,T110365,2024-01-14,S050,Beauty,,3,20
C08295,T110366,03/19/2025,S041,Home,148.93,1,20
C04262,T110367,2024-07-23,S037,Beauty,239.32,1,15
C06340,T110368,04/20/2025,S046,Beauty,92.23,4,15
C04754,T110369,09/18/2023,S025,Beauty,117.82,4,10
C03794,T110370,11/14/2024,S050,Home,118.97,4,20
C05237,T110371,2023-09-10,S017,Beauty,135.37,2,5
C04078,T110372,04/19/2024,S002,Electronics,102.26,3,5
C06984,T110373,2025-02-08,S040,Toys,10.25,2,0
C08906,T110374,12/14/2023,S019,Clothing,82.02,3,15
C07053,T110375,05/21/2025,S027,Clothing,20.71,3,20
C04010,T110376,2024-03-13,S031,Clothing,12.76,3,15
C05736,T110377,2024-10-08,S013,Clothing,35.03,2,15
C01722,T110378,2024-02-26,S026,Clothing,49.78,3,15
C03512,T110379,08/03/2024,S040,Electronics,101.74,1,5
C08933,T110380,09/05/2024,S032,Home,153.21,3,0
C04747,T110381,2023-09-13,S013,Electronics,44.22,1,20
C01731,T110382,10/03/2023,S039,Clothing,,2,10
C06150,T110383,2023-08-15,S007,Toys,25.91,3,10
C01718,T110384,01/25/2024,S014,Electronics,106.27,1,15
C09270,T110385,2024-03-23,S006,Beauty,62.62,2,5
C06827,T110386,03/18/2025,S035,Clothing,65.79,1,20
C07224,T110387,2024-11-13,S009,Beauty,46.23,4,0
C06985,T110388,05/04/2024,S018,Beauty,15.17,1,5
C03404,T110389,2024-02-17,S022,Electronics,142.53,1,10
C07832,T110390,01/06/2024,S035,Electronics,144.17,4,10
C08126,T110391,12/29/2024,S050,Home,162.09,2,0
C03566,T110392,12/07/2024,S026,Beauty,96.4,1,0
C01702,T110393,2023-07-20,S003,Electronics,102.08,2,20
C05522,T110394,07/13/2024,S017,Clothing,165.96,4,5
C01443,T110395,2024-10-29,S034,Home,99.75,4,0
C01039,T110396,2025-05-31,S039,Electronics,,3,5
C00833,T110397,06/11/2023,S021,Electronics,175.27,4,15
C09021,T110398,2024-08-09,S028,Clothing,111.93,2,0
C01307,T110399,05/10/2025,S019,Electronics,192.74,80,20
C09107,T110400,12/21/2023,S042,Home,126.92,1,0
C09370,T110401,2024-09-24,S044,Toys,40.24,1,10
C04611,T110402,06/12/2023,S011,Clothing,126.13,3,20
C02517,T110403,2024-05-23,S004,Home,116.63,1,20
C00299,T110404,01/09/2024,S040,Electronics,178.35,4,15
C04289,T110405,2024-12-25,S026,Clothing,38.85,1,10
C03390,T110406,02/14/2024,S036,Beauty,129.4,4,0
C00727,T110407,2025-05-04,S049,Electronics,108.86,1,10
C09314,T110408,2023-11-18,S028,Home,83.72,1,15
C01363,T110409,2025-03-01,S021,Home,212.4,2,10
C01270,T110410,2024-03-13,S049,Beauty,60.09,3,20
C03584,T110411,04/17/2024,S019,Electronics,68.15,2,10
C05458,T110412,2024-01-09,S034,Toys,99.22,1,0
C08279,T110413,2024-07-17,S026,Home,101.13,1,15
C01239,T110414,2025-03-02,S049,Home,51.86,3,10
C04985,T110415,2023-07-14,S032,Home,60.87,2,10
C08122,T110416,03/17/2024,S012,Toys,117.96,2,15
C04537,T110417,2024-01-20,S001,Home,17.17,1,5
C05117,T110418,10/24/2023,S020,Clothing,160.1,1,10
C09932,T110419,10/21/2023,S012,Home,74.61,1,5
C01440,T110420,2024-11-25,S016,Toys,43.13,2,0
C02292,T110421,2024-01-06,S001,Toys,87.18,2,10
C08669,T110422,08/18/2024,S018,Clothing,131.69,2,15
C01068,T110423,09/10/2023,S022,Electronics,95.45,4,10
C00938,T110424,05/13/2025,S028,Clothing,33.03,2,5
C00207,T110425,04/24/2024,S023,Toys,62.36,1,0
C05666,T110426,2023-09-14,S043,Clothing,82.41,3,0
C07107,T110427,09/08/2023,S034,Home,147.41,4,15
C01623,T110428,2023-11-05,S036,Beauty,56.4,2,15
C01107,T110429,12/19/2023,S001,Beauty,75.05,3,15
C00287,T110430,06/01/2025,S046,Home,68.03,4,10
C03617,T110431,2024-06-05,S029,Home,5.0,2,10
C01740,T110432,12/13/2024,S047,Electronics,49.19,3,15
C03274,T110433,2023-06-29,S005,Beauty,45.02,2,15
C06854,T110434,04/07/2025,S021,Electronics,75.17,3,0
C01757,T110435,10/11/2024,S040,Beauty,96.65,4,0
C09225,T110436,04/07/2025,S040,Clothing,101.46,4,10
C08635,T110437,2024-03-16,S026,Home,162.14,2,10
C09980,T110438,2024-12-24,S045,Beauty,25.96,4,0
C08610,T110439,2024-05-12,S035,Electronics,134.9,2,15
C03214,T110440,10/22/2023,S046,Toys,111.07,2,10
C01281,T110441,03/19/2024,S025,Beauty,116.7,91,0
C02822,T110442,2025-03-20,S039,Electronics,19.95,2,20
C09042,T110443,2025-03-20,S002,Clothing,210.13,4,5
C06707,T110444,2024-11-22,S043,Home,146.28,1,10
C03323,T110445,03/20/2025,S019,Toys,134.99,3,20
C02973,T110446,2025-05-04,S045,Toys,38.14,2,20
C07026,T110447,05/31/2024,S021,Clothing,,3,20
C04126,T110448,2023-09-12,S029,Beauty,195.7,4,10
C09961,T110449,2023-08-03,S043,Home,135.82,1,0
C04345,T110450,2023-12-08,S011,Clothing,86.14,3,10
C03695,T110451,12/23/2023,S003,Clothing,151.59,3,0
C05056,T110452,2025-03-20,S022,Home,79.0,2,10
C05249,T110453,01/13/2024,S007,Electronics,64.28,2,15
C00189,T110454,01/20/2024,S020,Beauty,135.53,1,10
C05847,T110455,04/23/2024,S003,Electronics,200.6,3,20
C01537,T110456,2024-01-10,S026,Electronics,147.73,3,0
C03054,T110457,2023-12-11,S009,Toys,131.53,4,15
C02974,T110458,02/09/2024,S029,Beauty,70.83,3,15
C06267,T110459,04/09/2024,S033,Clothing,79.38,1,15
C06891,T110460,2024-02-07,S026,Home,27.15,4,10
C08692,T110461,2024-01-06,S042,Electronics,173.48,1,0
C08572,T110462,11/18/2023,S001,Toys,97.39,3,10
C06480,T110463,2025-02-10,S025,Toys,,1,20
C08442,T110464,03/09/2024,S014,Electronics,172.94,1,15
C04065,T110465,2024-01-19,S032,Toys,166.17,1,10
C05512,T110466,05/30/2024,S011,Clothing,,4,0
C06158,T110467,01/24/2025,S021,Electronics,61.97,95,10
C02636,T110468,09/17/2024,S028,Electronics,141.88,1,5
C07388,T110469,03/25/2025,S030,Electronics,153.79,2,15
C08354,T110470,2025-03-19,S049,Home,118.71,1,0
C04737,T110471,04/03/2025,S007,Toys,96.27,3,0
C01764,T110472,2024-10-01,S040,Electronics,110.69,3,20
C05797,T110473,2024-04-10,S041,Toys,5.0,4,5
C08421,T110474,01/16/2025,S018,Electronics,32.83,3,10
C04421,T110475,2023-10-19,S031,Clothing,,4,10
C08362,T110476,2024-12-05,S032,Electronics,67.88,4,20
C08148,T110477,2024-06-19,S038,Clothing,105.15,2,15
C09590,T110478,06/24/2024,S025,Toys,174.28,61,15
C04643,T110479,2025-05-03,S008,Electronics,161.64,1,10
C08955,T110480,2025-03-14,S032,Electronics,111.99,4,10
C04309,T110481,08/07/2023,S005,Electronics,178.11,4,10
C02812,T110482,2024-02-22,S012,Electronics,226.09,2,5
C09767,T110483,2024-02-26,S023,Electronics,51.77,4,0
C07959,T110484,02/27/2024,S018,Clothing,152.56,4,5
C08542,T110485,09/05/2024,S036,Electronics,57.77,1,0
C08579,T110486,2024-09-11,S034,Beauty,13.61,2,20
C03181,T110487,2023-10-24,S027,Home,74.4,3,0
C02694,T110488,08/22/2023,S034,Toys,108.04,3,0
C09577,T110489,2024-11-06,S001,Electronics,143.45,2,0
C05546,T110490,08/25/2024,S001,Toys,159.06,4,20
C03935,T110491,04/21/2024,S029,Home,114.23,4,5
C02146,T110492,2025-01-21,S006,Beauty,97.26,4,10
C08669,T110493,02/02/2024,S037,Toys,99.79,3,5
C06194,T110494,06/07/2023,S017,Clothing,,1,10
C07765,T110495,06/01/2024,S029,Electronics,26.15,2,20
C06629,T110496,08/12/2023,S015,Home,131.02,1,15
C07913,T110497,09/29/2024,S037,Beauty,88.91,4,5
C00968,T110498,2025-01-30,S042,Clothing,,2,20
C07294,T110499,2024-02-01,S038,Beauty,132.16,2,20
C09072,T110500,2024-02-26,S023,Clothing,140.96,1,20
C08484,T110501,2024-06-30,S024,Electronics,131.39,4,10
C03815,T110502,08/11/2023,S013,Toys,127.97,2,10
C08923,T110503,10/31/2024,S041,Home,46.76,4,10
C09889,T110504,05/20/2024,S010,Beauty,99.13,2,10
C08864,T110505,02/18/2024,S048,Home,129.86,4,0
C09957,T110506,2023-09-16,S047,Beauty,93.64,4,10
C09495,T110507,10/14/2024,S031,Beauty,86.24,4,0
C09905,T110508,2024-11-15,S043,Toys,123.82,3,5
C07439,T110509,2024-09-04,S005,Toys,53.47,3,0
C03742,T110510,09/07/2024,S016,Beauty,226.2,1,15
C06876,T110511,11/27/2023,S047,Electronics,59.48,44,5
C07724,T110512,02/26/2025,S002,Beauty,105.85,2,20
C07727,T110513,02/11/2025,S024,Toys,44.42,62,0
C02397,T110514,2025-03-10,S045,Beauty,149.17,3,5
C03333,T110515,10/10/2023,S040,Beauty,97.74,1,10
C05419,T110516,08/11/2023,S004,Toys,134.13,1,0
C04318,T110517,2025-01-28,S036,Electronics,155.86,1,5
C09537,T110518,2024-11-07,S022,Home,85.72,2,20
C03656,T110519,2024-07-02,S024,Home,45.44,3,15
C01133,T110520,2024-05-13,S041,Beauty,156.49,3,10
C02868,T110521,2023-07-16,S026,Electronics,145.88,4,0
C09102,T110522,2024-01-26,S002,Clothing,100.54,4,15
C04772,T110523,2025-01-22,S039,Toys,,1,0
C09340,T110524,2025-04-15,S007,Electronics,17.02,3,20
C03765,T110525,2024-11-29,S013,Home,134.15,4,20
C08093,T110526,2025-01-24,S045,Home,61.29,3,15
C05251,T110527,2024-12-06,S006,Electronics,170.55,1,15
C04702,T110528,11/30/2024,S048,Clothing,55.63,2,15
C07023,T110529,05/19/2024,S006,Clothing,,3,20
C00546,T110530,07/15/2023,S013,Clothing,65.06,3,15
C00938,T110531,2023-07-03,S035,Beauty,,4,5
C09228,T110532,10/23/2024,S027,Clothing,137.47,1,5
C02446,T110533,01/20/2025,S015,Home,,4,10
C06024,T110534,2023-06-17,S024,Clothing,51.18,4,15
C01551,T110535,03/13/2024,S013,Beauty,79.41,4,15
C06627,T110536,04/25/2025,S014,Clothing,5.0,2,10
C00037,T110537,2023-06-19,S027,Toys,140.67,3,15
C07608,T110538,2023-09-07,S048,Beauty,136.97,2,10
C03496,T110539,2024-07-05,S029,Clothing,,2,0
C08495,T110540,06/06/2023,S027,Home,89.21,1,20
C07133,T110541,07/27/2024,S030,Electronics,62.0,3,20
C08779,T110542,04/03/2024,S046,Electronics,146.1,2,5
C04084,T110543,03/31/2025,S014,Electronics,157.88,3,5
C03427,T110544,04/09/2024,S017,Home,68.9,3,0
C02295,T110545,2023-11-13,S050,Toys,90.87,3,10
C04888,T110546,07/01/2023,S049,Toys,142.63,3,15
C06742,T110547,01/31/2025,S009,Beauty,99.04,2,5
C03879,T110548,2024-10-06,S004,Electronics,64.02,1,15
C00048,T110549,2024-10-17,S009,Electronics,159.71,1,10
