SaleID,Date,CustomerID,ProductTier,Region,Revenue,ContractLength
S04988,01/31/2024,C3708,Pro,East,3362.01,24
S04989,05/07/2024,C1096,Pro,SE,1743.42,12
S04990,06/16/2024,C3219,Pro,West,3196.86,6
S04991,01/05/2024,C4806,Enterprise,Central,28437.04,12
S04992,01/27/2024,C1170,Pro,NE,3261.74,12
S04993,04/13/2024,C2361,Basic,SE,529.41,12
S04994,04/15/2024,C1084,Pro,North,2036.91,6
S04995,01/10/2024,C4065,Basic,SW,632.97,12
S04996,05/22/2024,C4092,Enterprise,Central,1372.47,6
S04997,05/20/2024,C5157,Basic,SE,496.34,12
S04998,01/01/2024,C3861,Basic,South,591.58,
S04999,01/24/2024,C1584,Enterprise,SW,2500.75,6
S05000,06/03/2024,C3565,Pro,SE,1388.59,36
S05001,06/07/2024,C2552,Basic,Central,352.25,12
S05002,06/12/2024,C4671,Pro,North,4098.32,12
S05003,03/18/2024,C5070,Enterprise,East,11817.51,12
S05004,05/10/2024,C3108,Basic,Central,589.65,12
S05005,05/23/2024,C2488,Enterprise,Central,18676.09,12
S05006,02/22/2024,C4254,Basic,South,333.94,12
S05007,06/16/2024,C4499,Pro,MidWest,2688.46,36
S05008,06/20/2024,C2713,Enterprise,MidWest,13859.85,6
S05009,04/26/2024,C2310,Basic,SE,551.1,12
S05010,03/28/2024,C5896,Pro,North,3182.17,
S05011,04/03/2024,C3593,Basic,MidWest,493.43,24
S05012,01/14/2024,C4392,Pro,SW,3931.8,12
S05013,02/27/2024,C2910,Pro,North,3920.29,6
S05014,04/26/2024,C3195,Pro,South,1841.43,12
S05015,03/25/2024,C2515,Basic,NE,455.15,12
S05016,05/23/2024,C4705,Basic,SW,503.17,12
S05017,06/07/2024,C5079,Basic,MidWest,508.46,24
S05018,06/02/2024,C4884,Basic,West,555.07,12
S05019,05/01/2024,C3612,Pro,West,3298.5,12
S05020,06/17/2024,C2396,Enterprise,West,17977.72,12
S05021,04/03/2024,C2310,Pro,Central,3570.5,12
S05022,04/25/2024,C3938,Pro,NE,2773.64,24
S05023,01/30/2024,C5646,Enterprise,North,13313.93,12
S05024,01/25/2024,C2258,Pro,North,4115.93,12
S05025,06/17/2024,C1143,Enterprise,West,12518.2,24
S05026,02/26/2024,C4427,Pro,NE,3591.82,6
S05027,01/01/2024,C1659,Basic,East,424.44,
S05028,03/28/2024,C4271,Basic,SW,533.46,36
S05029,03/31/2024,C3861,Pro,MidWest,3325.66,24
S05030,06/11/2024,C5446,Basic,South,564.9,12
S05031,03/15/2024,C1685,Basic,West,659.03,36
S05032,05/20/2024,C2161,Pro,NE,2200.6,24
S05033,05/13/2024,C5952,Pro,Central,3119.38,24
S05034,04/05/2024,C2096,Pro,North,3529.86,6
S05035,06/28/2024,C1227,Basic,North,566.5,12
S05036,01/28/2024,C4021,Basic,Central,469.05,36
S05037,01/12/2024,C5691,Pro,South,3307.75,12
S05038,02/12/2024,C2291,Enterprise,Central,14905.36,12
S05039,05/06/2024,C2236,Pro,West,3591.98,12
S05040,02/05/2024,C5853,Enterprise,East,14606.05,12
S05041,04/14/2024,C3341,Pro,Central,2948.83,36
S05042,01/28/2024,C1958,Pro,East,3216.81,12
S05043,03/06/2024,C1584,Basic,North,450.08,
S05044,06/05/2024,C3642,Pro,SE,2392.63,12
S05045,02/20/2024,C4362,Pro,SE,1938.92,6
S05046,02/18/2024,C2788,Pro,SW,2892.08,6
S05047,01/31/2024,C1344,Pro,East,7236.16,12
S05048,04/10/2024,C2242,Pro,South,2762.92,24
S05049,02/25/2024,C5844,Basic,NE,623.83,24
S05050,04/27/2024,C3602,Pro,NW,2788.27,
S05051,02/18/2024,C3587,Basic,Central,625.78,12
S05052,03/27/2024,C5764,Enterprise,NW,16927.32,12
S05053,01/28/2024,C4295,Basic,MidWest,471.84,12
S05054,04/16/2024,C2905,Basic,SE,398.0,36
S05055,01/12/2024,C4570,Pro,MidWest,2909.26,6
S05056,06/11/2024,C3001,Pro,NE,2678.51,12
S05057,06/21/2024,C4795,Pro,South,3947.38,24
S05058,05/30/2024,C2262,Basic,East,696.88,12
S05059,02/01/2024,C4347,Pro,Central,3824.99,36
S05060,04/25/2024,C2411,Basic,MidWest,425.93,24
S05061,04/27/2024,C3430,Enterprise,MidWest,15274.21,12
S05062,06/17/2024,C2473,Enterprise,MidWest,13865.98,
S05063,05/30/2024,C1350,Pro,South,2528.53,12
S05064,05/09/2024,C4534,Basic,Central,490.9,
S05065,02/04/2024,C4088,Pro,South,2894.15,12
S05066,05/07/2024,C1622,Basic,SW,683.67,12
S05067,01/02/2024,C3746,Pro,North,3263.13,24
S05068,05/15/2024,C3123,Basic,North,582.59,12
S05069,01/13/2024,C5213,Enterprise,MidWest,20242.02,12
S05070,05/21/2024,C1221,Basic,NW,575.52,12
S05071,04/20/2024,C5515,Pro,West,4091.89,6
S05072,05/29/2024,C3782,Pro,SW,2702.73,36
S05073,05/03/2024,C1795,Pro,SE,3767.63,12
S05074,05/10/2024,C2593,Basic,NE,696.19,12
S05075,02/15/2024,C2677,Enterprise,SW,11395.39,12
S05076,06/26/2024,C1876,Pro,North,2728.21,12
S05077,05/28/2024,C2827,Pro,South,2668.13,24
S05078,02/14/2024,C5409,Basic,NW,715.56,6
S05079,02/02/2024,C1331,Pro,East,2149.21,
S05080,01/27/2024,C1357,Pro,East,3088.25,
S05081,04/09/2024,C3233,Basic,East,549.21,6
S05082,06/17/2024,C5701,Basic,SE,445.07,12
S05083,06/02/2024,C5378,Enterprise,NE,10042.69,24
S05084,06/04/2024,C2838,Basic,North,418.02,12
S05085,03/23/2024,C2286,Basic,MidWest,474.96,12
S05086,05/09/2024,C1526,Pro,NW,2572.24,12
S05087,04/08/2024,C1685,Pro,NE,4154.63,12
S05088,04/17/2024,C2448,Basic,Central,447.4,12
S05089,06/04/2024,C2243,Pro,North,2571.32,24
S05090,06/26/2024,C1773,Basic,South,539.45,24
S05091,03/04/2024,C2416,Basic,East,529.03,36
S05092,03/11/2024,C1624,Basic,SW,181.28,36
S05093,04/11/2024,C4048,Enterprise,Central,10654.02,6
S05094,03/28/2024,C3425,Basic,West,449.47,24
S05095,03/16/2024,C5189,Basic,SW,398.87,12
S05096,04/25/2024,C1922,Pro,NW,3769.93,12
S05097,02/04/2024,C4051,Enterprise,SE,7520.96,12
S05098,02/05/2024,C5409,Basic,North,605.1,24
S05099,04/15/2024,C2258,Pro,NW,1307.62,
S05100,06/03/2024,C4567,Basic,East,508.1,6
S05101,06/28/2024,C5451,Pro,NE,4251.31,24
S05102,05/11/2024,C4417,Pro,MidWest,2524.2,12
S05103,03/17/2024,C5389,Pro,NE,3018.73,6
S05104,06/28/2024,C5091,Basic,MidWest,602.77,6
S05105,05/20/2024,C4288,Basic,NE,1799.81,12
S05106,03/21/2024,C3440,Basic,North,530.24,36
S05107,05/21/2024,C1069,Basic,NE,481.81,12
S05108,06/10/2024,C1851,Basic,North,480.79,36
S05109,02/25/2024,C5774,Pro,MidWest,1887.93,36
S05110,02/21/2024,C1898,Enterprise,SW,9875.84,6
S05111,02/23/2024,C5348,Enterprise,NW,15180.19,12
S05112,06/08/2024,C3676,Enterprise,South,16367.42,6
S05113,03/15/2024,C3147,Pro,North,5056.62,12
S05114,06/24/2024,C5556,Pro,NE,3624.59,6
S05115,03/29/2024,C5401,Basic,SW,465.11,24
S05116,06/21/2024,C1479,Pro,North,3408.32,12
S05117,02/03/2024,C4190,Pro,SE,1588.92,
S05118,06/15/2024,C3533,Pro,NE,3067.57,6
S05119,02/15/2024,C3503,Pro,South,3547.76,12
S05120,05/08/2024,C2094,Basic,Central,569.33,12
S05121,05/18/2024,C1007,Basic,North,493.38,
S05122,06/26/2024,C1348,Enterprise,West,17849.13,24
S05123,06/12/2024,C4180,Basic,SW,473.12,6
S05124,03/23/2024,C2455,Pro,North,3316.57,12
S05125,01/30/2024,C5669,Enterprise,NE,10292.73,
S05126,03/31/2024,C5116,Pro,Central,2096.9,6
S05127,05/23/2024,C5078,Pro,MidWest,4010.91,12
S05128,05/02/2024,C4622,Basic,SE,481.47,6
S05129,05/29/2024,C5296,Basic,Central,544.22,24
S05130,05/26/2024,C4935,Enterprise,SE,11076.22,24
S05131,06/19/2024,C3003,Pro,Central,2098.92,12
S05132,04/16/2024,C3569,Pro,MidWest,2564.17,12
S05133,06/21/2024,C5266,Basic,NE,542.49,24
S05134,05/16/2024,C3681,Basic,Central,293.72,6
S05135,03/14/2024,C4176,Enterprise,West,16036.44,24
S05136,04/18/2024,C4290,Basic,MidWest,568.1,6
S05137,01/04/2024,C3308,Pro,MidWest,2294.27,12
S05138,05/13/2024,C4271,Basic,NE,524.14,12
S05139,01/28/2024,C3546,Pro,NW,3130.94,6
S05140,01/07/2024,C1972,Enterprise,North,10665.74,6
S05141,04/07/2024,C5880,Pro,North,2882.16,12
S05142,02/07/2024,C4566,Basic,NW,498.59,12
S05143,01/14/2024,C2059,Pro,MidWest,2303.28,24
S05144,06/20/2024,C2783,Pro,South,2721.54,24
S05145,01/15/2024,C3426,Pro,West,2981.26,12
S05146,02/21/2024,C2476,Enterprise,SW,16434.94,12
S05147,03/09/2024,C1915,Pro,SW,4511.69,12
S05148,02/11/2024,C2154,Enterprise,NE,10158.91,12
S05149,03/14/2024,C4572,Pro,West,4082.8,6
S05150,06/23/2024,C2186,Basic,North,410.25,12
S05151,03/05/2024,C2466,Basic,Central,499.75,12
S05152,02/07/2024,C1615,Basic,Central,591.92,12
S05153,01/16/2024,C2583,Enterprise,SW,17201.95,12
S05154,06/25/2024,C2499,Pro,MidWest,1116.28,12
S05155,03/16/2024,C1140,Pro,North,3868.49,12
S05156,02/22/2024,C3503,Basic,West,532.33,6
S05157,05/18/2024,C1523,Basic,MidWest,444.38,6
S05158,01/09/2024,C1372,Pro,SE,2895.33,12
S05159,04/01/2024,C3329,Pro,NW,3341.82,12
S05160,04/25/2024,C2336,Basic,SW,558.61,12
S05161,01/27/2024,C3072,Pro,North,3439.66,12
S05162,06/06/2024,C5357,Basic,NE,428.49,12
S05163,06/21/2024,C2777,Basic,Central,498.77,6
S05164,05/23/2024,C1923,Pro,Central,2325.47,6
S05165,02/27/2024,C3305,Basic,MidWest,576.63,12
S05166,06/14/2024,C4978,Enterprise,SE,13779.54,36
S05167,05/23/2024,C5186,Basic,East,543.65,24
S05168,04/09/2024,C5655,Basic,East,448.61,12
S05169,03/01/2024,C1916,Basic,North,508.57,12
S05170,05/10/2024,C1737,Pro,West,2846.6,12
S05171,06/27/2024,C4858,Pro,West,2028.98,6
S05172,03/14/2024,C4657,Pro,West,3872.69,24
S05173,06/26/2024,C2256,Basic,South,566.85,6
S05174,06/19/2024,C4328,Basic,East,373.08,24
S05175,01/13/2024,C5817,Pro,MidWest,2344.44,12
S05176,04/07/2024,C5992,Enterprise,SW,12026.83,24
S05177,04/09/2024,C5866,Enterprise,Central,21585.19,12
S05178,04/16/2024,C3274,Basic,Central,586.71,
S05179,06/24/2024,C5713,Pro,SW,3173.26,36
S05180,03/21/2024,C5315,Enterprise,Central,7092.05,36
S05181,05/21/2024,C1790,Basic,SE,545.65,6
S05182,01/14/2024,C2317,Enterprise,East,15845.18,6
S05183,01/04/2024,C5208,Basic,East,465.51,
S05184,03/05/2024,C2631,Enterprise,South,21608.78,12
S05185,02/21/2024,C1908,Pro,SE,2840.06,36
S05186,06/07/2024,C5501,Enterprise,North,20904.76,12
S05187,04/23/2024,C1163,Pro,East,2705.96,12
S05188,02/27/2024,C1467,Basic,SW,414.45,24
S05189,06/11/2024,C2796,Enterprise,SW,8770.33,12
S05190,06/29/2024,C4538,Basic,SW,492.02,
S05191,06/14/2024,C4459,Basic,SW,504.44,6
S05192,04/04/2024,C4357,Pro,West,2236.18,24
S05193,05/30/2024,C1171,Pro,South,2272.98,12
S05194,05/19/2024,C2377,Enterprise,West,20878.11,12
S05195,06/03/2024,C1017,Basic,NW,574.21,12
S05196,02/20/2024,C1511,Pro,North,4464.59,12
S05197,02/19/2024,C1044,Pro,SW,1706.34,6
S05198,03/16/2024,C3849,Basic,NW,670.82,12
S05199,04/24/2024,C2611,Basic,SE,421.27,6
S05200,02/15/2024,C2321,Basic,SW,368.47,12
S05201,06/23/2024,C5417,Basic,SE,525.03,12
S05202,01/20/2024,C3757,Enterprise,NW,5701.07,24
S05203,02/17/2024,C2584,Pro,SW,3866.63,6
S05204,02/14/2024,C5456,Pro,East,9412.91,12
S05205,05/11/2024,C4244,Enterprise,South,11482.28,12
S05206,01/31/2024,C2544,Basic,South,600.22,12
S05207,04/06/2024,C1789,Enterprise,Central,14322.49,
S05208,01/11/2024,C1031,Pro,SE,3028.34,6
S05209,04/19/2024,C3635,Enterprise,MidWest,18136.74,12
S05210,03/12/2024,C1380,Basic,East,436.93,12
S05211,05/22/2024,C3675,Enterprise,NE,9723.8,12
S05212,03/08/2024,C2470,Basic,SW,486.96,12
S05213,02/03/2024,C3213,Basic,MidWest,364.84,24
S05214,02/11/2024,C3001,Pro,SE,7967.04,6
S05215,05/29/2024,C5337,Basic,West,399.86,12
S05216,03/06/2024,C2924,Pro,NW,2750.49,12
S05217,01/02/2024,C5504,Pro,Central,2282.48,
S05218,03/25/2024,C1015,Pro,West,2727.17,24
S05219,04/29/2024,C3910,Basic,East,602.75,12
S05220,02/09/2024,C5531,Basic,West,425.75,24
S05221,01/11/2024,C2325,Basic,MidWest,538.43,12
S05222,02/09/2024,C4423,Pro,NE,1553.06,12
S05223,03/23/2024,C2400,Basic,SE,467.02,12
S05224,06/01/2024,C5624,Basic,North,417.5,12
S05225,01/14/2024,C1511,Basic,Central,505.78,12
S05226,06/09/2024,C1488,Basic,West,444.75,6
S05227,06/06/2024,C4695,Pro,SE,3691.54,12
S05228,06/18/2024,C4261,Enterprise,South,13229.61,12
S05229,03/18/2024,C5374,Basic,MidWest,612.49,24
S05230,05/05/2024,C4540,Pro,NE,1326.3,12
S05231,05/26/2024,C2343,Pro,North,3032.17,
S05232,05/20/2024,C4746,Pro,SE,3107.46,12
S05233,04/01/2024,C4572,Pro,SE,2252.16,36
S05234,01/19/2024,C2999,Pro,North,3000.88,12
S05235,03/22/2024,C2860,Pro,SW,3385.73,24
S05236,05/14/2024,C2452,Basic,MidWest,608.69,
S05237,02/26/2024,C5553,Pro,Central,2771.65,24
S05238,02/17/2024,C2694,Pro,MidWest,2648.52,12
S05239,05/13/2024,C5109,Basic,SW,439.86,6
S05240,01/18/2024,C5992,Basic,NW,504.98,
S05241,05/09/2024,C4156,Enterprise,MidWest,10321.16,24
S05242,02/10/2024,C2669,Pro,North,3600.39,24
S05243,04/16/2024,C2757,Pro,NE,1701.7,12
S05244,05/19/2024,C4962,Enterprise,MidWest,14676.83,12
S05245,05/17/2024,C4338,Pro,West,1896.33,6
S05246,04/13/2024,C1682,Pro,NE,2961.54,6
S05247,01/24/2024,C5142,Pro,Central,3646.72,12
S05248,03/30/2024,C3754,Enterprise,North,15925.01,6
S05249,02/26/2024,C1934,Pro,NW,2517.84,12
S05250,02/24/2024,C5442,Pro,South,3573.3,
S05251,06/18/2024,C4297,Basic,NE,226.45,12
S05252,03/25/2024,C2450,Enterprise,SW,14663.71,24
S05253,03/25/2024,C4257,Pro,NE,2334.32,36
S05254,04/02/2024,C4726,Basic,South,549.42,24
S05255,03/16/2024,C1858,Enterprise,MidWest,2345.5,6
S05256,02/25/2024,C3030,Pro,West,2627.63,12
S05257,06/07/2024,C4555,Basic,SW,435.7,12
S05258,05/15/2024,C5523,Pro,South,3723.39,36
S05259,05/01/2024,C3496,Pro,South,2366.15,6
S05260,05/23/2024,C1890,Enterprise,West,13890.24,12
S05261,06/15/2024,C1006,Basic,Central,507.1,12
S05262,01/03/2024,C1609,Enterprise,NE,14882.07,12
S05263,01/30/2024,C2555,Pro,MidWest,2965.0,12
S05264,06/20/2024,C2270,Basic,NE,506.17,12
S05265,03/29/2024,C5143,Enterprise,North,14997.29,6
S05266,04/24/2024,C2284,Pro,SW,4901.22,6
S05267,03/02/2024,C2647,Basic,NW,320.74,6
S05268,06/13/2024,C2848,Pro,North,2367.04,12
S05269,06/06/2024,C5987,Enterprise,South,14764.62,12
S05270,06/08/2024,C2248,Basic,NW,611.29,12
S05271,03/03/2024,C1812,Basic,SE,595.38,12
S05272,01/11/2024,C5428,Basic,NE,603.75,12
S05273,06/23/2024,C5162,Basic,South,496.47,12
S05274,03/23/2024,C2833,Pro,West,3992.84,12
S05275,04/07/2024,C3861,Pro,MidWest,2520.49,12
S05276,01/30/2024,C2530,Basic,SE,591.59,12
S05277,04/08/2024,C4777,Basic,East,1556.76,12
S05278,03/06/2024,C5915,Basic,SW,520.69,
S05279,05/18/2024,C1518,Enterprise,SE,8394.62,
S05280,03/13/2024,C5328,Basic,North,322.97,36
S05281,01/07/2024,C4906,Enterprise,MidWest,13546.8,12
S05282,05/12/2024,C3665,Pro,South,2925.47,24
S05283,04/05/2024,C1162,Basic,MidWest,387.88,6
S05284,05/11/2024,C4326,Enterprise,South,19628.98,36
S05285,05/10/2024,C4950,Pro,West,2341.32,12
S05286,04/24/2024,C5038,Pro,MidWest,3460.4,12
S05287,05/04/2024,C4159,Enterprise,Central,13528.89,12
S05288,01/12/2024,C1778,Basic,North,578.16,12
S05289,03/16/2024,C1355,Basic,East,380.24,12
S05290,06/15/2024,C4461,Pro,West,1716.03,24
S05291,02/19/2024,C4032,Basic,NW,553.93,24
S05292,03/23/2024,C5767,Basic,East,585.32,12
S05293,05/11/2024,C2368,Basic,West,531.48,12
S05294,01/22/2024,C1051,Basic,MidWest,411.65,24
S05295,01/25/2024,C5409,Pro,NW,3541.11,36
S05296,02/12/2024,C5281,Basic,East,556.83,24
S05297,05/17/2024,C1822,Pro,NW,2086.76,12
S05298,05/16/2024,C3182,Pro,SE,3359.23,6
S05299,01/02/2024,C3026,Pro,West,3114.03,36
S05300,06/09/2024,C1614,Basic,South,510.47,36
S05301,01/17/2024,C2043,Pro,NW,1893.54,12
S05302,02/23/2024,C4826,Basic,East,582.29,12
S05303,06/20/2024,C5970,Pro,NE,2565.89,12
S05304,06/10/2024,C4642,Enterprise,Central,11760.42,12
S05305,02/24/2024,C4356,Pro,NE,3364.12,6
S05306,06/24/2024,C1956,Pro,SE,2825.27,12
S05307,04/18/2024,C4773,Pro,East,1851.4,12
S05308,01/27/2024,C5121,Basic,North,652.95,6
S05309,02/22/2024,C1906,Enterprise,SW,16140.88,12
S05310,05/17/2024,C3886,Enterprise,SE,14897.51,12
S05311,06/28/2024,C5861,Basic,South,496.87,12
S05312,04/21/2024,C4432,Pro,MidWest,3012.28,12
S05313,06/14/2024,C5747,Enterprise,SW,15482.93,12
S05314,01/19/2024,C5368,Enterprise,NW,20703.6,12
S05315,06/24/2024,C3023,Pro,West,4264.61,12
S05316,02/09/2024,C5432,Pro,East,2768.16,24
S05317,01/07/2024,C3448,Basic,East,567.64,12
S05318,04/27/2024,C3866,Enterprise,North,18135.21,6
S05319,03/25/2024,C5075,Basic,MidWest,568.94,12
S05320,01/10/2024,C2459,Pro,West,4017.18,24
S05321,01/23/2024,C1136,Basic,South,585.19,12
S05322,01/19/2024,C2234,Basic,SE,541.72,12
S05323,01/14/2024,C4201,Pro,Central,2492.36,6
S05324,02/15/2024,C4087,Enterprise,Central,16516.5,
S05325,03/05/2024,C4019,Basic,NE,395.4,12
S05326,05/22/2024,C4270,Pro,Central,3368.93,36
S05327,01/19/2024,C5373,Basic,Central,531.93,12
S05328,05/27/2024,C4149,Basic,NW,356.85,36
S05329,02/28/2024,C2399,Pro,NE,2624.63,12
S05330,03/07/2024,C3899,Pro,MidWest,2406.84,6
S05331,04/14/2024,C5708,Basic,West,570.28,12
S05332,04/09/2024,C1771,Basic,East,470.59,24
S05333,04/25/2024,C2133,Basic,East,357.69,
S05334,06/10/2024,C3651,Basic,South,544.59,36
S05335,04/13/2024,C4671,Enterprise,West,16033.31,36
S05336,04/20/2024,C2672,Enterprise,NE,15622.52,6
S05337,03/21/2024,C3523,Basic,SW,389.76,12
S05338,01/05/2024,C5155,Pro,MidWest,3470.2,24
S05339,04/09/2024,C5859,Enterprise,MidWest,14434.53,6
S05340,06/21/2024,C5632,Basic,SE,482.69,12
S05341,01/31/2024,C2331,Enterprise,South,8710.35,12
S05342,05/16/2024,C3813,Enterprise,West,8890.92,24
S05343,01/02/2024,C3671,Basic,East,909.95,12
S05344,06/13/2024,C2831,Basic,NW,384.69,36
S05345,06/07/2024,C5934,Enterprise,MidWest,4464.21,12
S05346,01/17/2024,C3235,Pro,North,2691.65,
S05347,05/29/2024,C4564,Basic,NE,480.95,12
S05348,01/12/2024,C1073,Basic,Central,408.31,6
S05349,06/28/2024,C4640,Pro,Central,2342.59,24
S05350,01/19/2024,C3440,Pro,West,2904.95,12
S05351,04/01/2024,C2118,Pro,SW,3291.56,12
S05352,05/08/2024,C5745,Enterprise,South,7999.98,12
S05353,01/28/2024,C5979,Basic,MidWest,460.43,12
S05354,03/15/2024,C1184,Pro,East,2998.6,24
S05355,06/24/2024,C4645,Pro,West,2808.83,12
S05356,03/18/2024,C3196,Pro,SW,2450.67,12
S05357,06/04/2024,C4892,Basic,NW,397.49,24
S05358,01/23/2024,C2169,Enterprise,MidWest,23648.94,6
S05359,03/13/2024,C4375,Enterprise,West,3315.25,12
S05360,04/22/2024,C4465,Pro,NW,11460.79,12
S05361,04/07/2024,C5835,Pro,South,2086.0,12
S05362,04/11/2024,C3494,Basic,MidWest,524.03,12
S05363,06/18/2024,C1515,Pro,West,3062.57,12
S05364,01/08/2024,C4587,Pro,South,2168.43,12
S05365,05/01/2024,C5702,Pro,Central,8538.59,12
S05366,02/10/2024,C4246,Enterprise,South,13014.34,12
S05367,05/16/2024,C4968,Pro,North,3022.17,24
S05368,02/26/2024,C1176,Basic,NE,628.2,12
S05369,02/04/2024,C5607,Pro,East,4138.32,6
S05370,04/10/2024,C1031,Basic,SE,423.27,24
S05371,05/19/2024,C5532,Basic,Central,534.58,12
S05372,03/16/2024,C5876,Basic,SE,601.87,12
S05373,06/11/2024,C4746,Pro,MidWest,2653.56,12
S05374,02/06/2024,C3514,Pro,South,3479.68,6
S05375,03/17/2024,C5079,Pro,South,4904.15,12
S05376,06/22/2024,C3088,Pro,Central,2087.84,
S05377,06/14/2024,C5580,Pro,Central,3382.92,12
S05378,04/05/2024,C3883,Basic,NE,399.22,12
S05379,01/03/2024,C5677,Enterprise,Central,11874.47,12
S05380,05/21/2024,C3328,Basic,Central,452.44,6
S05381,05/22/2024,C4322,Basic,SE,544.29,36
S05382,02/06/2024,C3259,Pro,NE,4620.94,12
S05383,02/01/2024,C1616,Basic,West,440.29,6
S05384,01/11/2024,C5170,Basic,South,600.87,12
S05385,01/02/2024,C2585,Pro,South,2278.57,6
S05386,05/26/2024,C5982,Pro,Central,2648.49,24
S05387,06/01/2024,C5129,Pro,NE,4050.22,12
S05388,04/10/2024,C3476,Enterprise,Central,19784.31,12
S05389,05/17/2024,C1921,Pro,NE,2670.54,24
S05390,05/20/2024,C4366,Enterprise,SE,11972.08,6
S05391,01/22/2024,C4785,Basic,South,546.86,12
S05392,03/19/2024,C2986,Pro,North,2476.75,12
S05393,02/23/2024,C3367,Enterprise,SW,12600.45,12
S05394,03/29/2024,C4754,Pro,North,2678.84,12
S05395,02/24/2024,C5251,Pro,SE,2857.37,12
S05396,04/15/2024,C3812,Basic,MidWest,441.67,12
S05397,06/14/2024,C2689,Basic,Central,336.53,12
S05398,05/11/2024,C4265,Pro,SW,4241.69,12
S05399,02/06/2024,C5763,Basic,North,582.09,6
S05400,02/11/2024,C5394,Enterprise,MidWest,14563.47,6
S05401,02/17/2024,C5368,Basic,MidWest,426.14,6
S05402,02/26/2024,C1875,Enterprise,SE,21014.98,6
S05403,06/06/2024,C4119,Enterprise,NW,17337.98,12
S05404,03/05/2024,C3399,Basic,NW,435.13,6
S05405,02/19/2024,C5786,Basic,MidWest,550.75,12
S05406,01/30/2024,C5372,Enterprise,SW,15403.61,12
S05407,02/16/2024,C1229,Enterprise,SE,15671.56,12
S05408,06/20/2024,C3172,Pro,North,3689.58,6
S05409,05/25/2024,C3375,Basic,NE,550.1,6
S05410,01/14/2024,C3588,Pro,NE,3683.13,12
S05411,05/20/2024,C1080,Pro,Central,4466.27,12
S05412,04/28/2024,C5955,Basic,North,558.36,12
S05413,06/14/2024,C2365,Pro,SW,4881.12,6
S05414,05/20/2024,C5216,Basic,NW,619.43,12
S05415,01/19/2024,C4231,Basic,South,475.43,24
S05416,03/15/2024,C1081,Basic,NE,348.61,12
S05417,06/20/2024,C3676,Basic,Central,620.42,6
S05418,01/18/2024,C2400,Basic,East,370.82,
S05419,03/05/2024,C1968,Pro,West,3124.2,12
S05420,01/26/2024,C1257,Basic,East,572.25,6
S05421,02/20/2024,C2343,Basic,SW,392.72,12
S05422,05/28/2024,C4264,Basic,SW,437.02,6
S05423,05/04/2024,C2143,Enterprise,Central,9679.72,6
S05424,03/25/2024,C4757,Pro,SE,4651.72,12
S05425,04/01/2024,C1320,Pro,MidWest,3587.55,12
S05426,02/02/2024,C4249,Pro,South,2421.12,24
S05427,06/20/2024,C4278,Enterprise,East,7299.11,36
S05428,06/16/2024,C3374,Basic,South,412.83,6
S05429,03/01/2024,C5529,Pro,NW,2497.43,12
S05430,01/26/2024,C5930,Pro,West,2556.05,12
S05431,03/13/2024,C1501,Pro,West,3633.51,12
S05432,06/07/2024,C1148,Basic,NE,358.92,24
S05433,01/18/2024,C5459,Pro,SW,3869.86,24
S05434,02/19/2024,C2467,Basic,North,319.35,12
S05435,03/22/2024,C3216,Pro,NW,2940.01,24
S05436,05/04/2024,C5379,Pro,MidWest,2443.08,6
S05437,04/25/2024,C3069,Basic,SW,599.46,12
S05438,03/25/2024,C3937,Enterprise,SW,22202.22,6
S05439,06/06/2024,C5260,Basic,South,580.88,36
S05440,06/17/2024,C1855,Enterprise,West,17212.98,12
S05441,03/19/2024,C2814,Pro,East,2785.1,6
S05442,06/26/2024,C1004,Basic,NE,634.13,12
S05443,05/29/2024,C5557,Basic,Central,399.94,24
S05444,02/09/2024,C5420,Enterprise,NE,17235.69,6
S05445,05/24/2024,C5695,Basic,NW,608.46,12
S05446,05/25/2024,C5551,Basic,SW,591.61,12
S05447,04/03/2024,C2556,Basic,MidWest,552.88,12
S05448,03/21/2024,C1337,Pro,MidWest,3401.26,12
S05449,04/19/2024,C3702,Pro,NE,3713.77,6
S05450,02/13/2024,C4952,Basic,NE,486.71,24
S05451,01/02/2024,C3499,Basic,North,642.67,12
S05452,03/21/2024,C5430,Basic,SE,705.7,24
S05453,03/04/2024,C5514,Basic,SW,315.15,36
S05454,02/26/2024,C2941,Pro,East,2684.85,12
S05455,06/13/2024,C5874,Pro,NE,2107.42,12
S05456,04/21/2024,C4880,Basic,NW,434.75,12
S05457,03/11/2024,C3145,Basic,SE,512.38,6
S05458,04/02/2024,C1868,Basic,MidWest,547.1,36
S05459,02/04/2024,C5532,Enterprise,SE,14174.25,24
S05460,06/22/2024,C3847,Enterprise,NW,18178.36,6
S05461,03/25/2024,C4407,Enterprise,SE,11316.8,6
S05462,05/02/2024,C2937,Basic,SW,459.52,6
S05463,04/28/2024,C1119,Basic,MidWest,564.59,12
S05464,04/24/2024,C2223,Basic,NW,466.93,
S05465,04/01/2024,C4662,Basic,North,371.1,6
S05466,03/19/2024,C4035,Pro,SW,4785.4,12
S05467,05/04/2024,C1104,Pro,East,3750.57,12
S05468,05/21/2024,C1387,Enterprise,SE,15815.31,36
S05469,01/28/2024,C1005,Enterprise,NE,19461.58,12
S05470,02/14/2024,C2743,Basic,North,541.73,36
S05471,06/14/2024,C1376,Pro,SW,1729.46,36
S05472,06/04/2024,C3825,Basic,NE,515.32,12
