CustomerID,Industry,CompanySize,ChurnStatus
C2033,Manufacturing,L,Y
C2034,Finance,M,N
C2035,Education,s,N
C2036,Healthcare,s,Y
C2037,Technology,large,N
C2038,Technology,large,Y
C2039,Finance,s,N
C2040,Healthcare,L,N
C2041,Healthcare,L,N
C2042,Manufacturing,large,N
C2043,Retail,Large,Y
C2044,Finance,Medium,Y
C2045,Manufacturing,SM,N
C2046,Finance,Med,N
C2047,Retail,Medium,N
C2048,Retail,s,N
C2049,Healthcare,large,Y
C2050,Healthcare,Small,N
C2051,Manufacturing,Large,N
C2052,,Small,N
C2053,,SM,N
C2054,Healthcare,s,Y
C2055,Retail,SM,N
C2056,Healthcare,M,N
C2057,Manufacturing,L,N
C2058,Finance,L,Y
C2059,,s,Y
C2060,Technology,Small,N
C2061,Education,M,Y
C2062,Manufacturing,Med,N
C2063,Finance,s,Y
C2064,Manufacturing,Med,N
C2065,Healthcare,Medium,N
C2066,Manufacturing,Med,N
C2067,Healthcare,s,N
C2068,Manufacturing,Small,N
C2069,Finance,M,N
C2070,Finance,Large,N
C2071,Education,SM,Y
C2072,Healthcare,SM,N
C2073,Manufacturing,Medium,Y
C2074,Healthcare,Large,N
C2075,Technology,Large,N
C2076,Finance,M,N
C2077,,L,N
C2078,Manufacturing,L,N
C2079,Healthcare,s,Y
C2080,Education,Medium,N
C2081,Manufacturing,L,Y
C2082,Finance,large,N
C2083,,SM,Y
C2084,Healthcare,SM,N
C2085,Manufacturing,s,N
C2086,,SM,N
C2087,Healthcare,Medium,Y
C2088,Finance,Med,N
C2089,Education,Medium,N
C2090,Manufacturing,Med,N
C2091,Technology,M,N
C2092,Finance,Medium,N
C2093,Technology,s,N
C2094,Manufacturing,Small,N
C2095,Healthcare,s,N
C2096,Retail,SM,Y
C2097,Manufacturing,Large,Y
C2098,Manufacturing,Large,Y
C2099,Finance,s,Y
C2100,Healthcare,M,N
C2101,Healthcare,Medium,N
C2102,Manufacturing,Large,N
C2103,Manufacturing,Small,N
C2104,,Med,N
C2105,Manufacturing,Med,N
C2106,Manufacturing,s,N
C2107,Technology,Large,N
C2108,Retail,large,N
C2109,,s,N
C2110,,Large,N
C2111,Education,M,N
C2112,Finance,Medium,N
C2113,Finance,large,Y
C2114,Healthcare,M,N
C2115,Education,L,N
C2116,Retail,Medium,N
C2117,Technology,Small,N
C2118,Finance,L,N
C2119,,M,N
C2120,Education,L,Y
C2121,,Large,N
C2122,Manufacturing,M,N
C2123,Healthcare,M,Y
C2124,Technology,SM,N
C2125,Technology,s,N
C2126,,Med,N
C2127,Manufacturing,L,N
C2128,Education,Med,N
C2129,Healthcare,Medium,N
C2130,Finance,Medium,N
C2131,Manufacturing,Med,Y
C2132,Finance,SM,N
C2133,Retail,s,N
C2134,Retail,Med,N
C2135,Retail,Medium,N
C2136,Manufacturing,M,N
C2137,Education,s,N
C2138,Manufacturing,Small,Y
C2139,Manufacturing,large,N
C2140,Healthcare,L,N
C2141,Finance,Large,N
C2142,Technology,SM,N
C2143,Technology,SM,N
C2144,,large,N
C2145,Retail,s,N
C2146,Retail,s,N
C2147,Technology,s,N
C2148,Manufacturing,L,N
C2149,Manufacturing,large,N
C2150,Retail,Large,Y
C2151,Finance,large,Y
C2152,Technology,large,N
C2153,Technology,SM,N
C2154,Healthcare,SM,Y
C2155,Manufacturing,M,N
C2156,Retail,Medium,Y
C2157,Finance,Medium,Y
C2158,Technology,s,N
C2159,Manufacturing,SM,N
C2160,Healthcare,Large,N
C2161,Education,Medium,N
C2162,Manufacturing,L,N
C2163,,Small,N
C2164,Technology,Small,N
C2165,Healthcare,Med,Y
C2166,Healthcare,L,N
C2167,Technology,SM,N
C2168,Healthcare,L,N
C2169,Manufacturing,s,N
C2170,Manufacturing,Small,Y
C2171,Finance,Med,N
C2172,Technology,large,Y
C2173,Manufacturing,M,N
C2174,Retail,s,Y
C2175,,Large,N
C2176,Manufacturing,Large,Y
C2177,Retail,L,N
C2178,Manufacturing,Medium,Y
C2179,Healthcare,large,N
C2180,,Med,Y
C2181,Technology,Medium,N
C2182,Finance,Medium,N
C2183,,Small,N
C2184,Manufacturing,Medium,N
C2185,Technology,Medium,N
C2186,,large,Y
C2187,Manufacturing,Medium,N
C2188,Manufacturing,Large,Y
C2189,Finance,SM,N
C2190,Retail,Large,N
C2191,Manufacturing,Small,Y
C2192,Manufacturing,Large,Y
C2193,Finance,s,Y
C2194,Manufacturing,large,Y
C2195,,Large,N
C2196,Healthcare,Medium,N
C2197,Healthcare,s,Y
C2198,Manufacturing,large,N
C2199,Manufacturing,Medium,Y
C2200,Manufacturing,s,N
C2201,Finance,large,N
C2202,,Medium,N
C2203,Technology,M,Y
C2204,Technology,Medium,N
C2205,Finance,M,N
C2206,Manufacturing,large,N
C2207,Manufacturing,M,N
C2208,,large,N
C2209,Manufacturing,SM,N
C2210,,Small,N
C2211,Technology,SM,Y
C2212,Finance,Small,Y
C2213,Finance,large,N
C2214,Manufacturing,Med,N
C2215,,SM,Y
C2216,Healthcare,L,N
C2217,Education,Medium,Y
C2218,Finance,M,N
C2219,Technology,large,Y
C2220,Manufacturing,Med,N
C2221,Finance,L,N
C2222,Healthcare,Small,N
C2223,Manufacturing,s,N
C2224,Manufacturing,s,N
C2225,Finance,L,N
C2226,Technology,s,N
C2227,Retail,Med,N
C2228,Technology,Medium,N
C2229,Retail,SM,N
C2230,Healthcare,Medium,Y
C2231,Retail,Medium,Y
C2232,Finance,Med,N
C2233,Retail,Small,N
C2234,Finance,Med,N
C2235,Technology,Small,N
C2236,Healthcare,Large,Y
C2237,Manufacturing,M,N
C2238,Manufacturing,L,N
C2239,,Small,Y
C2240,Healthcare,s,N
C2241,Technology,large,N
C2242,Manufacturing,s,N
C2243,Healthcare,Medium,N
C2244,Technology,Medium,N
C2245,Finance,large,N
C2246,Technology,Small,N
C2247,Manufacturing,Medium,N
C2248,Retail,Med,N
C2249,Retail,large,N
C2250,Manufacturing,Med,N
C2251,Manufacturing,Large,Y
C2252,Education,large,N
C2253,,s,N
C2254,Manufacturing,SM,N
C2255,,Large,Y
C2256,,M,Y
C2257,Finance,L,N
C2258,Manufacturing,L,N
C2259,Retail,s,N
C2260,Finance,M,N
C2261,Healthcare,large,N
C2262,Manufacturing,Med,N
C2263,Finance,Med,N
C2264,Healthcare,Small,N
C2265,Manufacturing,M,N
C2266,Retail,large,N
C2267,Finance,M,N
C2268,Technology,s,N
C2269,,s,N
C2270,Healthcare,Medium,N
C2271,Healthcare,Large,Y
C2272,Retail,s,Y
C2273,Finance,Large,N
C2274,Manufacturing,SM,Y
C2275,Manufacturing,Med,Y
C2276,Manufacturing,large,Y
C2277,Manufacturing,Medium,N
C2278,Manufacturing,large,N
C2279,Retail,Large,N
C2280,Manufacturing,M,Y
C2281,Healthcare,s,N
C2282,Retail,Med,N
C2283,,L,N
C2284,Finance,large,Y
C2285,Healthcare,L,N
C2286,,SM,N
C2287,Healthcare,M,N
C2288,Manufacturing,s,Y
C2289,Finance,M,N
C2290,Healthcare,Medium,N
C2291,Healthcare,Med,N
C2292,,s,N
C2293,Finance,Small,N
C2294,Healthcare,SM,N
C2295,Finance,s,N
C2296,Technology,s,Y
C2297,,Med,N
C2298,Finance,Small,N
C2299,Technology,s,Y
C2300,Finance,Small,N
C2301,Healthcare,Med,N
C2302,Manufacturing,Large,N
C2303,,Small,N
C2304,Manufacturing,SM,N
C2305,Manufacturing,Small,N
C2306,Finance,Small,N
C2307,Manufacturing,large,Y
C2308,Manufacturing,M,N
C2309,Healthcare,SM,N
C2310,Technology,M,N
C2311,Healthcare,Large,N
C2312,,SM,N
C2313,Education,Med,N
C2314,Manufacturing,Large,N
C2315,,large,N
C2316,,Small,N
C2317,Finance,Medium,N
C2318,Education,M,Y
C2319,Manufacturing,Med,N
C2320,,Med,Y
C2321,Healthcare,M,N
C2322,Retail,Med,Y
C2323,Healthcare,SM,Y
C2324,,M,N
C2325,Technology,M,N
C2326,Healthcare,Med,Y
C2327,Technology,L,Y
C2328,Manufacturing,s,Y
C2329,Education,Med,Y
C2330,Finance,Small,Y
C2331,Manufacturing,SM,Y
C2332,Technology,L,Y
C2333,Healthcare,M,N
C2334,Manufacturing,s,N
C2335,Healthcare,Medium,N
C2336,Manufacturing,Large,N
C2337,,L,N
C2338,Healthcare,M,N
C2339,,M,N
C2340,Manufacturing,s,N
C2341,Technology,M,N
C2342,Finance,s,Y
C2343,Finance,Medium,N
C2344,Healthcare,s,N
C2345,Healthcare,Med,N
C2346,Technology,SM,Y
C2347,Manufacturing,SM,N
C2348,Healthcare,large,N
C2349,Technology,Medium,N
C2350,Finance,s,N
C2351,Education,SM,Y
C2352,Technology,Large,Y
C2353,Healthcare,large,N
C2354,Finance,Large,Y
C2355,Retail,large,N
C2356,Healthcare,Small,Y
C2357,Healthcare,SM,Y
C2358,Manufacturing,large,N
C2359,Technology,Large,N
C2360,Finance,Large,N
C2361,Retail,M,N
C2362,Finance,M,N
C2363,Finance,Med,N
C2364,Healthcare,Small,Y
C2365,Retail,L,N
C2366,Technology,Large,Y
C2367,Technology,Small,Y
C2368,Healthcare,Small,N
C2369,Manufacturing,s,N
C2370,Finance,s,N
C2371,Education,L,N
C2372,Technology,SM,N
C2373,Technology,s,N
C2374,,Large,N
C2375,Manufacturing,Large,N
C2376,Finance,L,Y
C2377,Healthcare,s,N
C2378,Finance,Medium,N
C2379,,large,Y
C2380,Finance,Large,N
C2381,Finance,Medium,N
C2382,Healthcare,M,Y
C2383,Finance,L,N
C2384,Technology,SM,Y
C2385,Healthcare,SM,Y
C2386,Retail,M,N
C2387,Finance,s,N
C2388,Finance,L,N
C2389,Technology,Small,Y
C2390,Finance,Small,Y
C2391,Finance,Med,N
C2392,Finance,Medium,Y
C2393,Manufacturing,s,N
C2394,Manufacturing,L,N
C2395,Healthcare,L,N
C2396,Manufacturing,Medium,Y
C2397,Manufacturing,Medium,Y
C2398,Manufacturing,large,Y
C2399,Healthcare,SM,N
C2400,Finance,s,N
C2401,Healthcare,SM,N
C2402,Manufacturing,L,Y
C2403,,large,N
C2404,Technology,SM,N
C2405,Education,M,Y
C2406,Healthcare,SM,N
C2407,Manufacturing,Small,Y
C2408,Technology,Small,N
C2409,Finance,L,N
C2410,Manufacturing,M,Y
C2411,Healthcare,s,N
C2412,Manufacturing,Med,N
C2413,Healthcare,large,Y
C2414,Healthcare,L,N
C2415,Retail,Large,N
C2416,Retail,Large,N
C2417,Manufacturing,Small,Y
C2418,Finance,Medium,N
C2419,Healthcare,Medium,N
C2420,Technology,M,N
C2421,Retail,L,N
C2422,Healthcare,Small,N
C2423,,Small,N
C2424,Manufacturing,Med,N
C2425,Education,Small,Y
C2426,Manufacturing,Medium,N
C2427,Finance,Large,N
C2428,Finance,Small,Y
C2429,Finance,s,N
C2430,Technology,SM,Y
C2431,Education,large,Y
C2432,Manufacturing,large,Y
C2433,Education,Large,N
C2434,Healthcare,L,N
C2435,Finance,large,Y
C2436,Healthcare,large,Y
C2437,Finance,Small,N
C2438,Education,M,N
C2439,Healthcare,SM,N
C2440,Retail,L,N
C2441,Finance,Large,N
C2442,Retail,SM,N
C2443,Finance,Small,N
C2444,,Small,N
C2445,Technology,Large,N
C2446,Technology,s,N
C2447,Technology,large,N
C2448,Healthcare,Medium,N
C2449,Manufacturing,Medium,N
C2450,,M,N
C2451,Healthcare,Med,N
C2452,Manufacturing,Large,N
C2453,Healthcare,SM,N
C2454,Retail,Small,Y
C2455,Manufacturing,Large,N
C2456,Healthcare,SM,N
C2457,Manufacturing,s,N
C2458,Finance,Med,N
C2459,Manufacturing,L,Y
C2460,Retail,Med,N
C2461,,Med,N
C2462,Retail,L,N
C2463,Technology,Large,Y
C2464,Manufacturing,Med,N
C2465,Healthcare,Med,N
C2466,Manufacturing,Small,N
C2467,Technology,Large,N
C2468,Finance,SM,N
C2469,Technology,large,N
C2470,Healthcare,large,N
C2471,Finance,Med,Y
C2472,Finance,Medium,N
C2473,Healthcare,SM,N
C2474,Healthcare,Med,Y
C2475,Manufacturing,M,N
C2476,Manufacturing,large,N
C2477,Technology,Medium,N
C2478,Finance,L,Y
C2479,Finance,L,N
C2480,Healthcare,SM,N
C2481,Finance,Small,N
C2482,Finance,Large,N
C2483,Technology,s,N
C2484,Retail,large,Y
C2485,Manufacturing,Small,N
C2486,Manufacturing,Large,Y
C2487,Technology,L,N
C2488,Retail,Medium,N
C2489,Retail,s,Y
C2490,Healthcare,s,N
C2491,Manufacturing,SM,N
C2492,Retail,SM,N
C2493,Healthcare,Med,N
C2494,,L,Y
C2495,Retail,SM,N
C2496,Manufacturing,s,N
C2497,Manufacturing,Large,N
C2498,Manufacturing,s,N
C2499,Healthcare,Small,N
C2500,Healthcare,L,N
C2501,Healthcare,M,N
C2502,Manufacturing,L,Y
C2503,Education,Medium,N
C2504,Healthcare,M,N
C2505,Manufacturing,SM,N
C2506,Finance,Small,N
C2507,Healthcare,Large,N
C2508,Manufacturing,Med,N
C2509,Manufacturing,SM,N
C2510,Manufacturing,L,Y
C2511,Technology,Medium,N
C2512,Education,L,Y
C2513,Technology,Med,Y
C2514,Healthcare,Medium,N
C2515,Retail,L,N
C2516,Technology,Small,N
C2517,Technology,Med,N
C2518,Retail,Small,Y
C2519,Finance,Small,N
C2520,Healthcare,Medium,N
C2521,Finance,L,Y
C2522,Retail,SM,N
C2523,Manufacturing,Med,N
C2524,,Small,N
C2525,Technology,s,N
C2526,Finance,Med,N
C2527,Healthcare,Medium,N
C2528,,M,Y
C2529,,large,N
C2530,Healthcare,SM,Y
C2531,Manufacturing,L,Y
C2532,Healthcare,s,N
C2533,Healthcare,M,N
C2534,Healthcare,large,N
C2535,Manufacturing,M,N
C2536,Technology,Med,N
C2537,Manufacturing,Large,Y
C2538,Retail,M,N
C2539,,SM,N
C2540,Healthcare,L,Y
C2541,Manufacturing,Med,N
C2542,Technology,Med,N
C2543,Retail,Med,N
C2544,Healthcare,large,N
C2545,Technology,SM,N
C2546,Retail,Medium,N
C2547,Technology,large,Y
C2548,Technology,Small,N
C2549,,SM,N
C2550,Technology,large,Y
C2551,Manufacturing,Small,N
C2552,Education,large,N
C2553,Manufacturing,large,N
C2554,Retail,Large,N
C2555,Technology,Small,Y
C2556,Technology,Large,Y
C2557,Technology,Small,N
C2558,Technology,L,N
C2559,Manufacturing,M,N
C2560,Education,Large,N
C2561,Technology,L,N
C2562,Manufacturing,SM,N
C2563,Technology,Medium,N
C2564,Healthcare,large,Y
C2565,,s,N
C2566,Manufacturing,M,Y
C2567,Manufacturing,Med,N
C2568,Healthcare,Large,N
C2569,Healthcare,Med,N
C2570,,M,N
C2571,,Large,N
C2572,,Medium,N
C2573,Healthcare,large,N
C2574,Technology,L,N
C2575,Finance,M,N
C2576,Technology,SM,Y
C2577,Healthcare,SM,Y
C2578,Technology,SM,N
C2579,Technology,Med,N
C2580,,M,N
C2581,Retail,s,Y
C2582,Manufacturing,L,N
C2583,Manufacturing,Small,N
C2584,Finance,L,N
C2585,,Small,N
C2586,Finance,Med,N
C2587,Finance,s,Y
C2588,Healthcare,SM,Y
C2589,Healthcare,large,Y
C2590,Manufacturing,Small,N
C2591,,Small,N
C2592,,large,N
C2593,Healthcare,M,N
C2594,,M,Y
C2595,,L,N
C2596,Manufacturing,Small,N
C2597,Manufacturing,SM,Y
C2598,Finance,Medium,N
C2599,Finance,Large,N
C2600,Finance,Small,N
C2601,Manufacturing,large,Y
C2602,Manufacturing,M,N
C2603,Finance,SM,N
C2604,Finance,s,N
C2605,Manufacturing,SM,Y
C2606,Retail,Med,N
C2607,Manufacturing,Small,N
C2608,Technology,Med,N
C2609,Manufacturing,Large,Y
C2610,Healthcare,Large,N
C2611,,M,N
C2612,Retail,Large,N
C2613,Finance,SM,N
C2614,Retail,SM,N
C2615,Healthcare,Large,N
C2616,Finance,L,N
C2617,Retail,Small,N
C2618,Finance,s,N
C2619,Healthcare,Med,N
C2620,Retail,SM,N
C2621,Manufacturing,M,Y
C2622,Technology,L,N
C2623,Finance,L,N
C2624,Healthcare,large,N
C2625,Healthcare,L,N
C2626,Healthcare,Small,Y
C2627,Healthcare,SM,N
C2628,Healthcare,L,Y
C2629,,M,Y
C2630,Retail,Large,N
C2631,Retail,Large,N
C2632,Finance,Medium,N
C2633,Healthcare,s,Y
C2634,Finance,SM,N
C2635,Healthcare,Large,N
C2636,Finance,M,N
C2637,Finance,s,Y
C2638,Manufacturing,Large,Y
C2639,Retail,SM,N
C2640,Manufacturing,Medium,Y
C2641,Healthcare,s,N
C2642,Finance,Medium,N
C2643,Education,L,N
C2644,Technology,M,N
C2645,Finance,M,N
C2646,Healthcare,L,N
C2647,Retail,Med,Y
C2648,Retail,large,Y
C2649,Technology,large,N
C2650,Finance,L,N
C2651,Technology,s,N
C2652,Technology,SM,Y
C2653,Technology,large,N
C2654,Retail,s,N
C2655,Finance,SM,N
C2656,Finance,L,N
C2657,Healthcare,Med,N
C2658,Finance,large,Y
C2659,Retail,M,N
C2660,Finance,s,N
C2661,Healthcare,Medium,Y
C2662,Education,SM,N
C2663,Education,s,Y
C2664,Healthcare,Medium,N
C2665,Technology,M,N
C2666,Finance,Small,N
C2667,Finance,Small,N
C2668,Retail,Med,N
C2669,Finance,M,Y
C2670,Retail,L,N
C2671,Healthcare,Medium,N
C2672,Finance,Large,N
C2673,Manufacturing,large,N
C2674,,SM,Y
C2675,Technology,s,N
C2676,Retail,Med,Y
C2677,Manufacturing,M,Y
C2678,Manufacturing,s,Y
C2679,Retail,Large,N
C2680,Finance,Small,Y
C2681,Finance,SM,N
C2682,Technology,Med,Y
C2683,Healthcare,Medium,N
C2684,,s,Y
C2685,,Med,N
C2686,Technology,Med,N
C2687,Manufacturing,Small,N
C2688,Finance,Small,N
C2689,Technology,Small,Y
C2690,Finance,M,N
C2691,,Large,N
C2692,Finance,Med,N
C2693,Finance,Medium,N
C2694,Technology,Medium,N
C2695,Finance,Small,N
C2696,Manufacturing,L,Y
C2697,Retail,L,N
C2698,Finance,Med,N
C2699,Finance,L,N
C2700,Finance,Medium,N
C2701,Manufacturing,Med,N
C2702,Retail,s,Y
C2703,Education,s,N
C2704,Finance,Medium,N
C2705,Manufacturing,M,N
C2706,Education,Medium,N
C2707,Finance,s,Y
C2708,Finance,Small,N
C2709,Finance,s,N
C2710,,SM,N
C2711,Healthcare,s,N
C2712,Finance,M,Y
C2713,,SM,N
C2714,,M,Y
C2715,Manufacturing,large,N
C2716,Finance,large,N
C2717,Technology,M,Y
C2718,Finance,SM,N
C2719,Technology,SM,N
C2720,Retail,SM,Y
C2721,Healthcare,s,Y
C2722,,L,N
C2723,,M,N
C2724,Healthcare,Med,N
C2725,,Med,N
C2726,Healthcare,s,N
C2727,Retail,M,N
C2728,Technology,Med,N
C2729,Finance,Med,N
C2730,Healthcare,Small,N
C2731,Healthcare,L,N
C2732,Finance,Large,Y
C2733,,M,N
C2734,Healthcare,Small,N
C2735,,Medium,N
C2736,Manufacturing,large,N
C2737,Finance,large,N
C2738,Manufacturing,large,Y
C2739,Technology,M,N
C2740,Manufacturing,Medium,N
C2741,Healthcare,s,Y
C2742,Retail,Medium,N
C2743,,Small,N
C2744,Finance,s,N
C2745,Manufacturing,s,Y
C2746,Healthcare,M,N
C2747,Technology,large,Y
C2748,Technology,Small,N
C2749,Finance,Small,N
C2750,Technology,Small,Y
C2751,Technology,M,N
C2752,Retail,M,N
C2753,Education,Large,N
C2754,,s,N
C2755,Healthcare,L,N
C2756,Technology,large,N
C2757,Manufacturing,Med,N
C2758,Retail,Medium,N
C2759,Finance,M,N
C2760,Manufacturing,L,N
C2761,Healthcare,Small,N
C2762,Technology,Med,N
C2763,Manufacturing,Med,N
C2764,Healthcare,large,N
C2765,Healthcare,large,Y
C2766,Retail,L,N
C2767,Manufacturing,large,N
C2768,Healthcare,large,N
C2769,Education,Med,N
C2770,Finance,L,N
C2771,Healthcare,M,N
C2772,Technology,L,N
C2773,Finance,Medium,N
C2774,Manufacturing,M,N
C2775,Manufacturing,M,N
C2776,Technology,Med,Y
C2777,Manufacturing,large,Y
C2778,Finance,s,Y
C2779,Finance,Large,Y
C2780,Healthcare,M,N
C2781,,L,N
C2782,Healthcare,Large,Y
C2783,Manufacturing,Med,N
C2784,,s,Y
C2785,Healthcare,Large,N
C2786,Healthcare,Large,Y
C2787,Manufacturing,Large,Y
C2788,Finance,Med,N
C2789,Finance,Large,Y
C2790,Healthcare,large,N
C2791,Finance,Med,N
C2792,Manufacturing,M,N
C2793,Finance,SM,N
C2794,Manufacturing,Large,Y
C2795,Manufacturing,L,N
C2796,Manufacturing,Small,N
C2797,,Medium,N
C2798,Healthcare,s,N
C2799,Healthcare,large,N
C2800,Manufacturing,M,Y
C2801,Healthcare,Medium,Y
C2802,Finance,Medium,N
C2803,Finance,large,N
C2804,Finance,L,N
C2805,Healthcare,Med,Y
C2806,Technology,Medium,Y
C2807,Finance,L,N
C2808,Healthcare,large,N
C2809,Education,large,Y
C2810,Manufacturing,SM,N
C2811,Finance,Small,N
C2812,Healthcare,s,N
C2813,Healthcare,Large,N
C2814,Finance,L,Y
C2815,,M,N
C2816,Manufacturing,Medium,Y
C2817,Healthcare,M,N
C2818,,M,Y
C2819,Manufacturing,Med,N
C2820,Finance,Large,N
C2821,Manufacturing,Large,N
C2822,Technology,SM,N
C2823,Manufacturing,L,Y
C2824,Retail,L,N
C2825,,M,N
C2826,Finance,large,N
C2827,Healthcare,Large,N
C2828,Education,s,Y
C2829,Education,s,Y
C2830,Finance,Small,Y
C2831,Manufacturing,large,N
C2832,Healthcare,M,N
C2833,Manufacturing,Medium,N
C2834,Healthcare,s,N
C2835,Technology,L,N
C2836,Healthcare,SM,Y
C2837,Technology,s,N
C2838,Finance,s,N
C2839,,Small,Y
C2840,Healthcare,Small,N
C2841,Manufacturing,SM,Y
C2842,Healthcare,M,N
C2843,Manufacturing,s,N
C2844,Finance,Med,N
C2845,Healthcare,Medium,Y
C2846,Education,M,N
C2847,Healthcare,Medium,N
C2848,Healthcare,SM,N
C2849,,Med,N
C2850,Manufacturing,L,N
C2851,Manufacturing,SM,Y
C2852,,Medium,N
C2853,Technology,s,Y
C2854,Technology,large,N
C2855,Healthcare,Small,N
C2856,Manufacturing,SM,N
C2857,Manufacturing,Medium,N
C2858,Healthcare,M,N
C2859,Finance,Small,Y
C2860,Healthcare,s,Y
C2861,,L,N
C2862,Retail,SM,N
C2863,Technology,large,N
C2864,Manufacturing,L,N
C2865,Finance,SM,N
C2866,Technology,Medium,N
C2867,Healthcare,Large,N
C2868,Manufacturing,large,N
C2869,,large,N
C2870,Retail,Medium,N
C2871,,Medium,Y
C2872,Retail,SM,Y
C2873,Finance,Med,N
C2874,Finance,M,N
C2875,Technology,large,Y
C2876,Technology,SM,N
C2877,Healthcare,Med,N
C2878,Finance,L,N
C2879,Technology,Medium,N
C2880,Finance,large,Y
C2881,Technology,Small,N
C2882,Finance,large,N
C2883,Finance,Medium,Y
C2884,Manufacturing,L,N
C2885,Manufacturing,Small,N
C2886,Technology,Medium,N
C2887,Finance,M,N
C2888,Manufacturing,L,N
C2889,Finance,Large,N
C2890,,s,N
C2891,Retail,SM,N
C2892,Manufacturing,L,Y
C2893,Manufacturing,large,N
C2894,Healthcare,Med,N
C2895,Retail,s,N
C2896,Manufacturing,Medium,N
C2897,Finance,s,N
C2898,Manufacturing,Med,N
C2899,Education,M,N
C2900,Technology,M,Y
C2901,Finance,Medium,N
C2902,Manufacturing,L,N
C2903,Technology,s,N
C2904,Technology,s,Y
C2905,Manufacturing,s,N
C2906,Retail,M,Y
C2907,Finance,SM,N
C2908,Healthcare,Med,N
C2909,Healthcare,s,N
C2910,Healthcare,s,N
C2911,Technology,Medium,N
C2912,Manufacturing,Med,N
C2913,Manufacturing,M,N
C2914,Manufacturing,large,N
C2915,Manufacturing,large,Y
C2916,,Small,Y
C2917,Finance,Medium,N
C2918,Healthcare,M,N
C2919,,SM,N
C2920,,L,N
C2921,Retail,Medium,N
C2922,Finance,L,N
C2923,Retail,s,N
C2924,Finance,Small,N
C2925,Finance,large,Y
C2926,Finance,SM,N
C2927,Manufacturing,large,N
C2928,Technology,L,Y
C2929,Healthcare,L,Y
C2930,Technology,L,N
C2931,Manufacturing,Large,N
C2932,,SM,N
C2933,Healthcare,Med,N
C2934,Technology,large,N
C2935,Finance,Medium,N
C2936,Finance,s,N
C2937,Technology,Small,N
C2938,Healthcare,L,Y
C2939,,Large,N
C2940,Finance,Med,Y
C2941,,large,N
C2942,Finance,M,N
C2943,Technology,Med,Y
C2944,Retail,Med,N
C2945,Manufacturing,large,N
C2946,Technology,Small,N
C2947,Healthcare,Med,N
C2948,Manufacturing,large,N
C2949,Finance,Med,Y
C2950,Healthcare,SM,N
C2951,Education,Large,N
C2952,Technology,L,Y
C2953,Retail,L,N
C2954,Manufacturing,M,Y
C2955,Finance,Large,Y
C2956,,Large,N
C2957,,s,N
C2958,Education,Large,N
C2959,Manufacturing,Small,Y
C2960,Manufacturing,M,Y
C2961,Education,Small,Y
C2962,Manufacturing,s,N
C2963,Manufacturing,M,Y
C2964,Manufacturing,Large,Y
C2965,Finance,Med,N
C2966,Education,M,N
C2967,Technology,Small,N
C2968,Manufacturing,M,N
C2969,Finance,large,Y
C2970,Finance,SM,N
C2971,Technology,Small,Y
C2972,,M,N
C2973,Manufacturing,SM,N
C2974,Manufacturing,large,N
C2975,Technology,Medium,Y
C2976,Education,Medium,N
C2977,Retail,M,N
C2978,Technology,Small,N
C2979,Healthcare,M,N
C2980,Finance,Medium,N
C2981,Finance,s,N
C2982,,M,N
C2983,Manufacturing,s,N
C2984,Finance,s,N
C2985,Finance,L,N
C2986,Finance,Medium,N
C2987,Healthcare,large,N
C2988,Education,SM,N
C2989,,large,N
C2990,Manufacturing,SM,N
C2991,Healthcare,Medium,Y
C2992,Finance,M,N
C2993,Healthcare,s,N
C2994,Technology,Med,N
C2995,,SM,N
C2996,Manufacturing,M,N
C2997,Finance,Med,N
C2998,,L,Y
C2999,,Medium,N
C3000,Education,SM,N
C3001,Education,SM,N
C3002,Retail,M,Y
C3003,Finance,Small,Y
C3004,Healthcare,Large,N
C3005,Retail,L,N
C3006,Education,SM,N
C3007,Healthcare,s,N
C3008,Technology,Small,N
C3009,Finance,Med,N
C3010,Education,Small,N
C3011,Healthcare,Medium,Y
C3012,Finance,Medium,N
C3013,Retail,large,Y
C3014,Finance,large,Y
C3015,Manufacturing,s,N
C3016,Finance,Large,Y
C3017,Manufacturing,Medium,N
C3018,,Large,N
C3019,Technology,SM,N
C3020,,large,N
C3021,Manufacturing,L,N
C3022,Education,Large,N
C3023,,s,N
C3024,Finance,Med,Y
C3025,,L,N
C3026,Education,Med,N
C3027,Technology,L,N
C3028,Manufacturing,Medium,N
C3029,Healthcare,M,Y
C3030,Manufacturing,Medium,N
C3031,Technology,M,Y
C3032,Technology,s,N
C3033,Healthcare,Med,N
C3034,Technology,Large,Y
C3035,Finance,s,N
C3036,Finance,Medium,N
C3037,Finance,large,Y
C3038,Technology,large,Y
C3039,Education,Med,N
C3040,Finance,L,N
C3041,,large,Y
C3042,Healthcare,Large,N
C3043,Technology,Med,Y
C3044,Finance,Large,N
C3045,Manufacturing,Medium,N
C3046,Manufacturing,Small,Y
C3047,Healthcare,s,N
C3048,Retail,L,N
C3049,Manufacturing,Medium,N
C3050,Manufacturing,L,Y
C3051,Retail,Med,N
C3052,Technology,Medium,N
C3053,Finance,s,N
C3054,Manufacturing,Medium,Y
C3055,Retail,Med,N
C3056,Technology,Medium,N
C3057,Technology,s,N
C3058,Manufacturing,M,N
C3059,,large,N
C3060,Manufacturing,M,N
C3061,Manufacturing,M,N
C3062,Education,L,N
