CustomerID,TotalSpend,AvgSpend,TransactionCount,AvgQuantity,Age,Gender,IncomeLevel,LoyaltyMember,Segment
C02099,295.91,98.64,3,3.33,60,Male,High,Yes,2
C02100,428.92,107.23,4,3.25,40,Male,Low,No,2
C02101,305.45,61.09,5,12.40,40,Male,Low,Yes,2
C02102,827.16,103.40,8,2.50,49,Female,Medium,No,1
C02103,466.12,77.69,6,2.33,22,Male,High,No,2
C02104,538.27,59.81,9,2.22,30,Female,High,No,0
C02105,428.70,107.17,4,2.75,19,Male,Low,No,2
C02106,672.98,84.12,8,2.38,65,Male,Low,No,0
C02107,545.94,136.49,4,3.25,33,Male,Low,No,2
C02108,217.11,108.56,2,3.00,58,Female,Low,Yes,2
C02109,537.05,107.41,5,2.40,45,Male,Low,No,2
C02110,628.59,104.77,6,3.00,58,Male,Low,Yes,0
C02111,227.88,56.97,4,11.75,60,Male,Low,Yes,2
C02112,573.69,95.62,6,2.67,68,Male,High,Yes,0
C02113,169.60,84.80,2,3.50,36,Female,Low,Yes,2
C02114,1354.16,104.17,13,2.92,48,Male,High,No,0
C02115,409.27,102.32,4,2.00,45,Male,Low,Yes,2
C02116,484.90,80.82,6,7.67,67,Male,Low,No,2
C02117,227.22,113.61,2,1.00,32,Female,High,Yes,2
C02118,393.06,98.27,4,2.50,64,Female,Low,Yes,2
C02119,554.48,110.90,5,2.60,53,Female,Low,Yes,2
C02120,1062.45,106.25,10,7.70,30,Female,Medium,No,0
C02121,523.06,87.18,6,2.00,56,Male,Low,Yes,2
C02122,134.24,67.12,2,3.00,50,Female,Medium,Yes,1
C02123,147.14,49.05,3,2.33,31,Female,Low,Yes,2
C02124,998.50,142.64,7,2.14,41,Female,Medium,Yes,0
C02125,356.30,118.77,3,3.33,51,Male,Medium,Yes,1
C02126,1434.14,130.38,11,2.45,58,Female,Medium,No,0
C02127,454.71,75.79,6,2.33,59,Male,High,Yes,2
C02128,537.87,89.65,6,2.50,56,Male,High,Yes,0
C02129,682.95,97.56,7,2.43,30,Female,High,Yes,0
C02130,771.26,128.54,6,2.67,18,Male,High,No,0
C02131,376.07,94.02,4,2.75,35,Male,High,No,2
C02132,290.54,96.85,3,2.33,38,Male,High,Yes,2
C02133,462.22,77.04,6,3.33,26,Female,Low,Yes,2
C02134,186.13,62.04,3,2.33,31,Female,Medium,No,1
C02135,393.59,78.72,5,2.80,31,Female,Low,Yes,2
C02136,786.23,112.32,7,2.00,19,Female,Low,No,0
C02137,1068.88,97.17,11,2.82,29,Male,Medium,Yes,0
C02138,540.77,108.15,5,4.80,39,Male,Low,Yes,2
C02139,642.16,91.74,7,2.86,53,Male,High,No,0
C02140,474.04,118.51,4,2.50,32,Male,Low,No,2
C02141,536.81,89.47,6,2.33,53,Male,Medium,Yes,1
C02142,663.78,132.76,5,1.60,31,Female,Low,Yes,0
C02143,600.26,100.04,6,2.50,58,Female,Medium,No,1
C02144,651.63,93.09,7,2.00,30,Female,Low,Yes,0
C02145,789.31,131.55,6,2.17,63,Male,Medium,No,1
C02146,331.58,165.79,2,2.00,33,Male,High,No,2
C02147,481.13,120.28,4,3.25,42,Male,Low,Yes,2
C02148,262.88,65.72,4,2.75,63,Male,Medium,Yes,1
C02149,122.05,122.05,1,3.00,25,Female,Medium,No,1
C02150,663.88,94.84,7,2.29,37,Male,Medium,No,1
C02151,375.73,75.15,5,2.40,62,Female,High,Yes,2
C02152,501.14,100.23,5,2.20,27,Female,Low,Yes,2
C02153,441.42,110.36,4,2.25,68,Male,Low,No,2
C02154,289.52,72.38,4,3.25,42,Female,High,Yes,2
C02155,294.43,98.14,3,3.00,55,Male,High,Yes,2
C02156,390.13,97.53,4,2.50,49,Female,High,No,2
C02157,117.28,117.28,1,2.00,56,Female,Low,Yes,2
C02158,802.42,114.63,7,3.14,49,Female,Low,Yes,0
C02159,1096.52,109.65,10,2.60,30,Female,Low,Yes,0
C02160,298.73,99.58,3,1.67,37,Male,Medium,No,1
C02161,869.56,108.70,8,1.63,27,Female,Medium,No,1
C02162,153.06,51.02,3,11.00,22,Male,High,Yes,2
C02163,477.65,119.41,4,2.25,45,Male,Low,Yes,2
C02164,135.76,67.88,2,1.00,67,Male,Low,No,2
C02165,492.54,98.51,5,3.20,35,Male,Low,No,2
C02166,738.18,105.45,7,2.86,50,Female,Medium,No,1
C02167,552.72,92.12,6,2.50,49,Female,High,Yes,0
C02168,822.68,102.84,8,2.38,68,Female,High,No,0
C02169,481.27,96.25,5,2.40,67,Female,Medium,Yes,1
C02170,684.28,97.75,7,3.14,45,Male,High,No,0
C02171,148.36,74.18,2,2.00,55,Male,High,Yes,2
C02172,281.62,70.41,4,2.75,38,Female,Low,Yes,2
C02173,143.28,143.28,1,2.00,33,Male,Low,Yes,2
C02174,882.54,80.23,11,3.00,48,Female,High,No,0
C02175,339.31,84.83,4,4.00,64,Male,Low,Yes,2
C02176,680.35,97.19,7,1.86,26,Male,Low,No,0
C02177,136.97,136.97,1,2.00,25,Male,High,Yes,2
C02178,612.11,122.42,5,2.80,43,Female,High,Yes,0
C02179,392.12,78.42,5,2.40,42,Male,High,No,2
C02180,446.64,89.33,5,1.60,59,Male,Medium,Yes,1
C02181,613.67,122.73,5,2.00,30,Female,High,Yes,0
C02182,591.85,118.37,5,3.20,21,Female,Low,No,0
C02183,375.87,125.29,3,1.67,22,Male,Medium,No,1
C02184,554.46,110.89,5,2.00,67,Male,High,Yes,2
C02185,397.84,79.57,5,2.00,32,Female,High,Yes,2
C02186,253.95,63.49,4,2.00,34,Female,High,No,2
C02187,285.61,142.81,2,2.00,47,Female,Low,No,2
C02188,936.19,117.02,8,9.25,44,Female,Low,No,0
C02189,436.34,72.72,6,3.17,67,Male,High,No,2
C02190,240.10,120.05,2,1.50,38,Female,Low,Yes,2
C02191,479.98,96.00,5,12.80,47,Female,High,No,2
C02192,712.80,142.56,5,2.20,36,Female,Low,Yes,0
C02193,410.97,102.74,4,2.50,19,Female,Low,No,2
C02194,435.58,72.60,6,2.17,32,Male,Low,Yes,2
C02195,154.01,77.01,2,1.50,66,Male,Medium,No,1
C02196,299.22,74.81,4,3.50,42,Female,Low,Yes,2
C02197,660.71,94.39,7,3.57,61,Female,Medium,Yes,1
C02198,530.15,75.74,7,2.57,40,Male,Medium,No,1
C02199,460.73,153.58,3,2.67,18,Male,Low,No,2
C02200,562.01,80.29,7,2.14,18,Female,High,Yes,0
C02201,918.82,131.26,7,2.29,52,Male,Low,No,0
C02202,250.39,83.46,3,9.00,57,Male,Low,No,2
C02203,566.78,113.36,5,3.40,34,Male,High,Yes,0
C02204,508.27,101.65,5,2.80,25,Female,Low,No,2
C02205,391.41,130.47,3,2.33,55,Female,Low,Yes,2
C02206,208.17,104.09,2,1.50,54,Female,Low,No,2
C02207,504.84,100.97,5,2.60,44,Female,Low,Yes,2
C02208,565.45,94.24,6,2.83,34,Female,Medium,No,1
C02209,866.80,108.35,8,3.13,59,Male,Low,No,0
C02210,208.61,104.31,2,2.00,25,Female,High,Yes,2
C02211,754.82,107.83,7,3.00,63,Female,Medium,No,1
C02212,549.24,109.85,5,2.20,58,Female,Medium,Yes,1
C02213,540.94,108.19,5,3.00,53,Male,High,Yes,2
C02214,452.10,150.70,3,3.33,52,Female,Low,No,2
C02215,341.71,85.43,4,2.50,69,Female,Medium,No,1
C02216,93.73,93.73,1,3.00,69,Male,Medium,No,1
C02217,791.65,113.09,7,3.57,26,Male,Low,No,0
C02218,270.56,135.28,2,3.50,40,Male,Medium,No,1
C02219,208.04,69.35,3,1.67,24,Male,High,No,2
C02220,522.57,130.64,4,3.00,60,Male,High,Yes,2
C02221,717.15,119.52,6,2.33,64,Female,Low,No,0
C02222,807.15,100.89,8,2.13,65,Female,Low,Yes,0
C02223,314.48,78.62,4,3.25,29,Female,Low,No,2
C02224,437.43,109.36,4,2.00,47,Male,Low,Yes,2
C02225,820.25,91.14,9,7.89,33,Female,Medium,Yes,1
C02226,594.12,118.82,5,2.40,27,Male,Low,No,0
C02227,770.02,154.00,5,2.20,46,Female,High,No,0
C02228,585.67,97.61,6,2.50,48,Female,Low,No,0
C02229,282.53,70.63,4,3.50,54,Female,Low,No,2
C02230,382.90,127.63,3,3.67,32,Female,Low,No,2
C02231,947.71,118.46,8,2.50,23,Male,High,Yes,0
C02232,521.99,104.40,5,3.20,48,Male,High,Yes,2
C02233,734.61,146.92,5,2.40,23,Female,Medium,Yes,1
C02234,489.56,97.91,5,1.80,52,Female,Low,Yes,2
C02235,299.69,74.92,4,2.25,36,Male,Low,No,2
C02236,201.95,67.32,3,3.00,44,Female,Low,Yes,2
C02237,444.81,88.96,5,2.60,56,Female,Low,Yes,2
C02238,1390.31,126.39,11,6.91,37,Male,High,Yes,0
C02239,911.07,130.15,7,1.86,69,Male,Low,No,0
C02240,337.30,84.33,4,2.50,62,Female,High,Yes,2
C02241,576.75,115.35,5,2.00,52,Male,Medium,No,1
C02242,204.31,102.16,2,2.50,54,Male,High,No,2
C02243,644.02,107.34,6,1.83,33,Female,Low,Yes,0
C02244,133.95,44.65,3,2.33,21,Male,High,No,2
C02245,602.91,120.58,5,3.00,48,Male,Medium,Yes,1
C02246,392.13,65.36,6,2.67,34,Male,Low,No,2
C02247,483.12,96.62,5,1.40,49,Female,Medium,No,1
C02248,516.64,103.33,5,1.60,64,Female,Medium,Yes,1
C02249,263.22,87.74,3,2.67,56,Male,Medium,No,1
C02250,212.92,106.46,2,3.00,30,Female,Low,No,2
C02251,250.28,62.57,4,2.75,43,Female,Low,Yes,2
C02252,453.61,90.72,5,2.20,21,Female,Medium,Yes,1
C02253,1157.99,115.80,10,2.00,34,Female,Medium,No,0
C02254,392.98,78.60,5,2.80,26,Male,Medium,Yes,1
C02255,507.58,101.52,5,2.80,58,Male,Low,Yes,2
C02256,581.05,96.84,6,2.33,44,Male,Medium,No,1
C02257,503.17,167.72,3,1.67,27,Female,Medium,Yes,1
C02258,599.69,119.94,5,2.40,26,Female,Low,No,0
C02259,373.47,93.37,4,2.75,24,Male,Medium,Yes,1
C02260,455.84,75.97,6,1.83,36,Female,Medium,Yes,1
C02261,533.78,88.96,6,2.50,36,Male,Low,No,2
C02262,965.04,120.63,8,2.00,45,Female,High,Yes,0
C02263,622.48,69.16,9,7.78,40,Male,High,Yes,0
C02264,298.41,59.68,5,9.60,26,Female,Low,No,2
C02265,110.76,55.38,2,3.00,68,Female,Medium,Yes,1
C02266,405.34,101.34,4,2.25,69,Female,High,Yes,2
C02267,506.32,101.26,5,2.40,47,Female,Low,Yes,2
C02268,444.06,111.02,4,2.25,30,Male,Medium,Yes,1
C02269,351.45,70.29,5,1.80,50,Male,Medium,No,1
C02270,459.34,114.84,4,3.25,20,Male,High,No,2
C02271,203.88,67.96,3,3.00,59,Male,Low,Yes,2
C02272,268.85,67.21,4,2.00,35,Female,Medium,Yes,1
C02273,764.31,95.54,8,3.13,65,Male,High,No,0
C02274,1093.62,109.36,10,2.60,41,Female,High,Yes,0
C02275,799.01,114.14,7,2.57,63,Male,Medium,Yes,1
C02276,217.71,72.57,3,2.67,43,Female,Low,No,2
C02277,460.05,92.01,5,3.00,26,Male,Low,No,2
C02278,110.87,55.44,2,1.50,55,Male,High,No,2
C02279,412.23,137.41,3,2.67,39,Female,High,No,2
C02280,303.03,101.01,3,2.33,40,Female,Medium,Yes,1
C02281,275.07,68.77,4,2.00,39,Female,High,Yes,2
C02282,310.34,77.59,4,2.00,43,Male,High,Yes,2
C02283,910.41,101.16,9,2.33,31,Female,Medium,Yes,0
C02284,138.38,138.38,1,3.00,38,Male,Low,Yes,2
C02285,237.37,47.47,5,1.80,29,Female,Medium,No,1
C02286,355.85,118.62,3,16.00,30,Male,Low,Yes,2
C02287,860.32,122.90,7,2.00,22,Female,High,Yes,0
C02288,359.29,89.82,4,2.00,49,Male,Low,No,2
C02289,85.29,85.29,1,3.00,54,Female,High,Yes,2
C02290,417.35,139.12,3,3.00,56,Male,Medium,Yes,1
C02291,996.66,110.74,9,2.11,67,Female,High,Yes,0
C02292,335.36,83.84,4,2.75,67,Male,Low,Yes,2
C02293,212.10,106.05,2,2.00,69,Female,Medium,No,1
C02294,474.75,94.95,5,2.20,31,Female,High,No,2
C02295,478.90,68.41,7,2.29,60,Male,Low,Yes,2
C02296,757.46,94.68,8,3.38,43,Male,Low,Yes,0
C02297,675.53,96.50,7,2.86,20,Male,Medium,No,1
C02298,748.55,106.94,7,2.57,66,Female,Medium,Yes,1
C02299,437.12,109.28,4,3.00,38,Female,High,Yes,2
C02300,461.87,92.37,5,2.80,56,Male,Medium,No,1
C02301,198.30,66.10,3,1.33,45,Male,Low,Yes,2
C02302,332.17,83.04,4,2.50,62,Female,Medium,Yes,1
C02303,538.42,76.92,7,2.29,68,Male,High,Yes,0
C02304,594.67,99.11,6,2.83,35,Female,Low,No,0
C02305,1037.38,94.31,11,2.36,30,Female,High,No,0
C02306,336.74,112.25,3,2.00,59,Female,High,No,2
C02307,362.72,60.45,6,5.67,58,Female,High,Yes,2
C02308,1447.51,120.63,12,2.67,58,Male,Medium,Yes,0
C02309,383.43,127.81,3,4.33,36,Female,High,No,2
C02310,438.24,73.04,6,2.50,54,Male,Low,No,2
C02311,696.46,99.49,7,2.57,41,Female,Medium,No,1
C02312,854.73,94.97,9,2.11,36,Female,Medium,Yes,0
C02313,358.93,59.82,6,11.17,30,Male,Low,No,2
C02314,700.40,116.73,6,2.33,27,Female,Low,No,0
C02315,557.74,92.96,6,2.83,31,Male,Medium,No,1
C02316,262.87,131.44,2,3.50,60,Female,High,No,2
C02317,610.41,87.20,7,2.71,41,Male,High,Yes,0
C02318,794.69,113.53,7,13.14,67,Male,Medium,Yes,1
C02319,250.08,62.52,4,3.00,19,Female,Medium,Yes,1
C02320,411.68,82.34,5,3.60,45,Male,High,No,2
C02321,555.08,92.51,6,2.33,48,Male,Low,No,2
C02322,178.79,89.40,2,1.50,66,Male,Medium,No,1
C02323,694.70,115.78,6,2.83,63,Female,Low,No,0
C02324,629.37,125.87,5,3.00,58,Male,High,No,0
C02325,346.08,115.36,3,2.67,36,Female,Low,No,2
C02326,601.06,150.27,4,2.25,47,Male,Medium,No,1
C02327,351.06,70.21,5,2.00,32,Female,Low,Yes,2
C02328,502.41,62.80,8,2.13,31,Female,High,No,0
C02329,875.50,97.28,9,2.67,18,Female,Low,No,0
C02330,820.27,136.71,6,2.33,68,Male,Medium,Yes,1
C02331,401.03,100.26,4,2.50,33,Male,High,No,2
C02332,539.72,107.94,5,3.20,55,Male,High,Yes,2
C02333,452.55,90.51,5,3.40,44,Female,Low,No,2
C02334,508.48,84.75,6,3.33,27,Female,Medium,No,1
C02335,201.64,100.82,2,3.00,65,Male,Low,No,2
C02336,959.71,106.63,9,1.89,34,Male,Low,No,0
C02337,1167.54,106.14,11,2.64,69,Female,High,No,0
C02338,691.76,115.29,6,2.17,34,Male,Low,No,0
C02339,529.19,75.60,7,2.29,58,Female,High,No,0
C02340,426.50,85.30,5,12.80,29,Female,Low,No,2
C02341,861.13,78.28,11,2.27,42,Male,High,No,0
C02342,990.93,110.10,9,2.00,45,Female,Medium,Yes,0
C02343,801.19,100.15,8,2.13,24,Male,High,Yes,0
C02344,600.86,100.14,6,2.00,46,Male,Low,No,0
C02345,569.13,81.30,7,2.29,60,Female,Medium,Yes,1
C02346,492.09,98.42,5,2.60,59,Male,Medium,No,1
C02347,232.82,116.41,2,3.50,22,Female,Low,Yes,2
C02348,405.94,81.19,5,2.00,36,Female,Medium,Yes,1
C02349,329.28,109.76,3,2.33,33,Male,Medium,Yes,1
C02350,598.01,99.67,6,2.33,62,Female,Medium,Yes,1
C02351,529.68,105.94,5,2.40,45,Female,High,No,2
C02352,842.47,105.31,8,2.13,47,Female,High,No,0
C02353,349.87,69.97,5,2.80,66,Male,High,Yes,2
C02354,685.26,85.66,8,2.25,33,Male,Low,Yes,0
C02355,547.07,109.41,5,1.80,64,Male,High,No,2
C02356,227.78,113.89,2,1.50,67,Male,Low,No,2
C02357,354.75,88.69,4,2.50,63,Male,Medium,Yes,1
C02358,394.75,78.95,5,2.40,22,Male,Medium,Yes,1
C02359,215.47,107.74,2,2.00,43,Male,Low,Yes,2
C02360,249.59,83.20,3,3.33,37,Female,Medium,No,1
C02361,392.72,98.18,4,2.75,44,Female,High,Yes,2
C02362,462.30,92.46,5,2.80,46,Male,Medium,Yes,1
C02363,545.30,90.88,6,7.17,48,Male,Low,No,2
C02364,281.97,70.49,4,15.50,49,Male,Medium,Yes,1
C02365,583.50,116.70,5,2.60,68,Male,Low,Yes,2
C02366,187.33,93.67,2,3.50,53,Female,Low,Yes,2
C02367,622.32,155.58,4,2.25,37,Female,Low,No,0
C02368,522.16,130.54,4,1.50,36,Female,Low,No,2
C02369,317.54,63.51,5,2.60,32,Female,High,No,2
C02370,837.49,93.05,9,8.44,60,Female,High,Yes,0
C02371,844.41,93.82,9,2.78,46,Male,Medium,Yes,0
C02372,575.18,115.04,5,2.60,36,Male,Low,No,2
C02373,1001.71,111.30,9,2.89,64,Male,Low,No,0
C02374,638.42,127.68,5,2.40,27,Female,High,Yes,0
C02375,572.52,114.50,5,2.40,31,Female,Medium,Yes,1
C02376,345.72,115.24,3,2.67,34,Male,Low,Yes,2
C02377,676.30,112.72,6,2.50,69,Male,Low,No,0
C02378,639.88,127.98,5,1.60,37,Male,Low,No,0
C02379,1004.03,143.43,7,2.86,28,Male,High,Yes,0
C02380,694.75,99.25,7,3.14,40,Female,Medium,Yes,1
C02381,504.52,84.09,6,1.83,49,Female,Medium,No,1
C02382,222.59,74.20,3,2.33,44,Female,High,Yes,2
C02383,201.18,100.59,2,2.50,45,Female,Low,Yes,2
C02384,262.98,87.66,3,2.33,56,Female,Medium,No,1
C02385,448.28,149.43,3,3.00,30,Male,Low,No,2
C02386,518.10,103.62,5,11.60,18,Male,Medium,Yes,1
C02387,453.37,75.56,6,3.17,32,Male,High,Yes,2
C02388,551.79,91.96,6,3.17,39,Female,Medium,No,1
C02389,679.09,97.01,7,4.43,37,Female,Low,No,0
C02390,457.81,152.60,3,2.67,26,Male,Medium,Yes,1
C02391,712.23,89.03,8,2.88,57,Male,Medium,Yes,1
C02392,952.30,95.23,10,2.10,22,Female,Low,No,0
C02393,85.98,85.98,1,4.00,36,Female,Medium,Yes,1
C02394,276.50,92.17,3,1.67,50,Male,Low,Yes,2
C02395,775.77,110.82,7,7.29,68,Male,Medium,Yes,1
C02396,1115.97,124.00,9,2.78,48,Male,High,Yes,0
C02397,490.80,81.80,6,3.33,42,Male,Low,No,2
C02398,843.98,105.50,8,3.38,30,Male,High,Yes,0
C02399,84.85,84.85,1,3.00,60,Female,Low,Yes,2
C02400,690.55,138.11,5,2.60,69,Female,Medium,Yes,1
C02401,503.36,100.67,5,2.80,61,Female,Low,Yes,2
C02402,194.33,97.16,2,3.50,44,Female,High,Yes,2
C02403,40.55,40.55,1,2.00,67,Female,High,No,2
C02404,174.24,87.12,2,2.00,43,Male,Medium,Yes,1
C02405,721.83,103.12,7,2.71,30,Female,Low,Yes,0
C02406,635.71,105.95,6,11.00,51,Female,Low,Yes,0
C02407,537.41,107.48,5,2.20,63,Female,Low,Yes,2
C02408,303.88,75.97,4,2.75,45,Female,Medium,No,1
C02409,270.33,135.17,2,2.00,58,Female,High,No,2
C02410,782.00,111.71,7,2.43,37,Male,High,Yes,0
C02411,237.87,79.29,3,2.00,23,Male,High,No,2
C02412,218.22,109.11,2,3.00,47,Male,Medium,No,1
C02413,262.10,65.53,4,3.00,55,Male,High,No,2
C02414,277.97,69.49,4,2.50,61,Female,Low,Yes,2
C02415,666.34,133.27,5,2.60,50,Male,Low,No,0
C02416,342.22,114.07,3,2.33,42,Female,High,No,2
C02417,260.69,65.17,4,2.50,68,Male,High,Yes,2
C02418,311.71,77.93,4,3.00,69,Male,Low,Yes,2
C02419,543.03,108.61,5,2.00,35,Male,Low,No,2
C02420,572.07,114.41,5,2.60,62,Female,Medium,Yes,1
C02421,447.25,89.45,5,7.40,25,Male,High,Yes,2
C02422,621.85,103.64,6,2.50,40,Female,Medium,No,1
C02423,909.16,101.02,9,2.78,24,Male,Low,Yes,0
C02424,308.80,77.20,4,2.75,69,Female,Low,No,2
C02425,632.29,79.04,8,1.88,29,Male,Low,Yes,0
C02426,980.64,122.58,8,2.88,28,Female,Low,Yes,0
C02427,557.22,79.60,7,2.00,63,Female,Low,No,0
C02428,451.66,90.33,5,3.00,60,Female,High,No,2
C02429,881.14,125.88,7,2.00,30,Male,Medium,No,1
C02430,803.48,114.78,7,10.43,34,Female,Low,Yes,0
C02431,920.69,131.53,7,9.71,45,Female,Low,Yes,0
C02432,550.09,137.52,4,2.50,25,Male,Low,Yes,2
C02433,301.93,75.48,4,1.50,63,Female,Medium,No,1
C02434,233.68,77.89,3,2.67,56,Male,Low,No,2
C02435,567.78,94.63,6,6.33,43,Male,High,No,0
C02436,158.50,79.25,2,2.50,36,Male,Low,No,2
C02437,300.65,75.16,4,2.50,44,Male,Low,No,2
C02438,271.48,67.87,4,3.75,24,Male,Low,No,2
C02439,184.91,92.46,2,2.00,35,Male,Low,No,2
C02440,396.12,79.22,5,2.80,25,Female,Low,Yes,2
C02441,482.95,120.74,4,2.50,52,Male,Medium,Yes,1
C02442,842.28,120.33,7,1.71,57,Male,High,Yes,0
C02443,556.04,111.21,5,5.40,67,Male,Low,No,2
C02444,1000.78,111.20,9,2.44,61,Male,High,No,0
C02445,703.94,87.99,8,2.75,50,Female,High,Yes,0
C02446,652.62,108.77,6,2.50,40,Male,Medium,Yes,1
C02447,551.19,110.24,5,2.60,41,Male,High,Yes,2
C02448,179.15,89.57,2,3.00,62,Male,High,No,2
C02449,487.08,81.18,6,2.67,55,Male,Medium,Yes,1
C02450,230.90,76.97,3,2.33,69,Female,Medium,Yes,1
C02451,518.33,86.39,6,2.67,58,Female,Low,No,2
C02452,353.16,88.29,4,3.50,65,Female,High,Yes,2
C02453,513.50,102.70,5,3.00,32,Female,Low,No,2
C02454,536.59,134.15,4,1.50,24,Female,Low,Yes,2
C02455,518.12,129.53,4,3.00,42,Male,Low,Yes,2
C02456,384.06,76.81,5,3.00,51,Female,High,No,2
C02457,766.26,109.47,7,9.57,59,Female,High,No,0
C02458,131.53,65.77,2,3.00,28,Male,High,Yes,2
C02459,886.12,147.69,6,2.83,52,Female,Medium,No,1
C02460,1034.04,129.26,8,1.75,18,Male,Low,No,0
C02461,788.20,112.60,7,2.86,41,Male,Low,Yes,0
C02462,499.79,99.96,5,2.60,61,Male,Low,No,2
C02463,689.48,86.19,8,4.50,66,Male,High,Yes,0
C02464,424.63,84.93,5,2.80,45,Male,Low,No,2
C02465,748.37,93.55,8,2.50,23,Female,Medium,No,1
C02466,388.26,129.42,3,2.67,35,Female,Medium,Yes,1
C02467,651.53,108.59,6,3.00,39,Male,Medium,No,1
C02468,446.10,111.53,4,2.50,23,Female,High,No,2
C02469,398.77,99.69,4,11.50,57,Female,High,Yes,2
C02470,376.42,94.11,4,2.50,62,Male,Low,No,2
C02471,232.08,116.04,2,4.00,36,Female,High,No,2
C02472,19.58,19.58,1,3.00,68,Female,Medium,Yes,1
C02473,550.52,110.10,5,2.60,30,Male,Low,Yes,2
C02474,483.80,96.76,5,2.20,30,Female,Medium,Yes,1
C02475,446.29,89.26,5,1.60,25,Male,High,No,2
C02476,912.60,114.08,8,2.88,18,Female,Medium,Yes,0
C02477,438.15,109.54,4,2.75,48,Male,High,Yes,2
C02478,458.01,91.60,5,1.40,66,Female,High,No,2
C02479,788.39,98.55,8,2.63,25,Male,Medium,Yes,1
C02480,463.30,92.66,5,2.00,47,Female,Low,Yes,2
C02481,361.13,90.28,4,2.25,50,Female,High,No,2
C02482,717.76,89.72,8,8.88,59,Female,Medium,Yes,1
C02483,536.72,89.45,6,2.17,25,Female,High,No,0
C02484,840.79,105.10,8,2.00,45,Female,Low,Yes,0
C02485,700.47,100.07,7,9.86,60,Female,Low,Yes,0
C02487,341.28,113.76,3,3.33,39,Male,Medium,No,1
C02488,342.97,114.32,3,2.67,55,Female,Medium,Yes,1
C02489,490.45,98.09,5,2.60,63,Male,Low,Yes,2
C02490,170.18,85.09,2,2.50,54,Female,Low,Yes,2
C02491,481.28,96.26,5,2.40,32,Male,Low,Yes,2
C02492,597.01,99.50,6,3.17,68,Female,Low,No,0
C02493,945.91,118.24,8,2.75,57,Female,Low,Yes,0
C02494,191.27,47.82,4,2.25,32,Female,High,No,2
C02495,593.07,84.72,7,10.43,49,Male,High,No,0
C02496,381.82,95.46,4,1.75,60,Female,Low,Yes,2
C02497,613.29,122.66,5,2.40,29,Female,High,No,0
C02498,355.61,88.90,4,2.75,67,Male,Low,Yes,2
C02499,610.42,122.08,5,2.80,64,Male,High,No,0
C02500,799.67,114.24,7,14.29,32,Female,Medium,Yes,1
C02501,422.48,105.62,4,2.25,38,Male,High,Yes,2
C02502,549.74,137.44,4,3.50,33,Male,High,No,2
C02503,377.99,126.00,3,2.00,31,Male,Low,Yes,2
C02504,664.30,83.04,8,9.38,55,Male,High,Yes,0
C02505,615.71,102.62,6,2.50,57,Female,Medium,No,1
C02506,884.32,98.26,9,2.22,37,Male,Medium,Yes,0
C02507,446.16,74.36,6,3.83,56,Female,Medium,No,1
C02508,625.60,125.12,5,2.40,54,Male,High,Yes,0
C02509,408.49,81.70,5,5.60,48,Female,Medium,No,1
C02510,434.01,72.34,6,3.83,40,Male,High,Yes,2
C02511,356.66,71.33,5,2.60,35,Male,Medium,Yes,1
C02512,1115.95,111.60,10,5.40,53,Female,Low,No,0
C02513,453.61,113.40,4,3.00,18,Female,Medium,Yes,1
C02514,663.21,110.54,6,2.50,48,Female,Medium,No,1
C02515,441.55,110.39,4,3.25,20,Male,Medium,No,1
C02516,259.83,129.92,2,3.00,23,Female,Low,Yes,2
C02517,643.98,128.80,5,3.20,51,Female,Medium,Yes,1
C02518,442.26,110.57,4,16.25,62,Male,High,No,2
C02519,250.01,125.01,2,3.00,55,Male,Low,No,2
C02520,5.00,5.00,1,55.00,22,Female,Medium,No,1
C02521,1285.09,142.79,9,3.22,59,Female,High,Yes,0
C02522,148.66,49.55,3,2.33,43,Female,High,Yes,2
C02523,568.33,94.72,6,2.83,60,Male,Low,No,0
C02524,760.31,126.72,6,2.50,20,Male,Low,Yes,0
C02525,729.96,121.66,6,2.83,61,Male,High,Yes,0
C02526,801.43,114.49,7,3.57,34,Female,Medium,Yes,1
C02527,708.96,101.28,7,2.57,69,Female,Medium,No,1
C02528,195.04,97.52,2,3.00,20,Female,High,Yes,2
C02529,296.73,98.91,3,2.33,51,Female,High,No,2
C02530,683.51,136.70,5,13.40,26,Male,Medium,No,1
C02531,220.27,110.13,2,2.00,32,Male,Low,No,2
C02532,154.14,51.38,3,1.33,35,Male,High,Yes,2
C02533,375.70,62.62,6,2.33,31,Male,High,No,2
C02534,844.62,93.85,9,2.67,31,Female,Low,No,0
C02535,171.62,57.21,3,2.33,27,Male,Low,No,2
C02536,615.12,102.52,6,10.33,34,Male,High,Yes,0
C02537,568.29,94.71,6,3.17,57,Male,High,Yes,0
C02538,429.66,71.61,6,2.17,44,Male,Low,Yes,2
C02539,177.93,88.97,2,2.00,50,Female,Low,No,2
C02540,848.54,141.42,6,1.83,37,Female,High,No,0
C02541,251.05,125.53,2,1.00,56,Male,Medium,Yes,1
C02542,267.43,89.14,3,3.67,21,Male,Low,No,2
C02543,277.33,92.44,3,1.67,48,Female,Medium,Yes,1
C02544,130.53,43.51,3,2.33,40,Male,High,No,2
C02545,109.95,109.95,1,2.00,29,Female,Medium,No,1
C02546,605.05,121.01,5,2.20,58,Female,Low,Yes,0
C02547,539.99,108.00,5,2.00,61,Female,High,Yes,2
