CustomerID,Age,Gender,Income Level,LoyaltyMember,ZipCode
C01592,47,Female,Medium,Yes,26623
C01593,29,Male,High,Yes,67653
C01594,35,Male,Low,No,89827
C01596,63,Female,Low,No,77557
C01597,40,Female,High,Yes,44749
C01598,38,Male,Low,Yes,86283
C01600,25,Female,Medium,Yes,80077
C01601,35,Female,High,Yes,37549
C01602,47,Male,Medium,No,92693
C01603,48,Female,High,Yes,39187
C01604,62,Female,Medium,No,61151
C01605,59,Female,Medium,Yes,52291
C01606,57,Female,Medium,Yes,51767
C01607,57,Female,High,No,26214
C01608,22,Male,High,No,83800
C01609,67,Male,Medium,Yes,31887
C01610,21,Female,Low,Yes,64205
C01611,69,Male,High,No,89253
C01612,20,Male,Medium,Yes,17082
C01613,55,Female,Medium,Yes,30143
C01614,47,Male,Medium,Yes,15667
C01615,18,Female,High,No,72433
C01616,51,Male,High,No,80213
C01617,26,Male,High,Yes,73804
C01618,42,Female,Low,Yes,83986
C01619,69,Male,High,Yes,8259
C01620,64,Male,Medium,Yes,33373
C01621,45,Female,Low,Yes,57395
C01622,69,Male,Low,No,87077
C01623,52,Female,Medium,No,77213
C01624,66,Female,Low,Yes,68417
C01625,52,Male,Medium,No,70381
C01627,45,Female,High,No,12513
C01628,51,Male,Low,No,50682
C01630,22,Male,Low,Yes,52876
C01632,46,Female,High,Yes,5746
C01633,41,Male,Medium,No,9159
C01634,57,Male,Medium,No,78380
C01635,37,Female,High,Yes,48508
C01636,35,Male,Low,Yes,61149
C01637,59,Male,High,Yes,16454
C01638,25,Male,Low,No,85919
C01639,66,Male,Medium,No,16628
C01640,41,Female,Medium,Yes,57426
C01641,53,Female,Medium,No,11190
C01642,45,Male,Low,Yes,69378
C01644,31,Female,Low,No,92917
C01645,58,Male,High,Yes,95123
C01646,18,Female,Medium,No,13467
C01647,60,Male,High,No,9730
C01648,19,Female,High,No,69603
C01649,42,Female,High,No,43436
C01650,52,Female,High,No,5744
C01651,62,Male,High,No,80462
C01652,36,Male,Medium,Yes,91979
C01653,55,Male,Low,No,7864
C01654,20,Male,Medium,Yes,94054
C01655,52,Male,Medium,Yes,41912
C01657,37,Female,High,Yes,91923
C01658,19,Female,High,Yes,26986
C01659,38,Female,Medium,No,12640
C01660,43,Male,High,Yes,51930
C01661,34,Male,High,Yes,5569
C01662,49,Female,High,Yes,36144
C01663,48,Male,High,Yes,18499
C01665,40,Female,Medium,Yes,37786
C01666,51,Female,Low,Yes,51024
C01667,35,Male,Medium,No,57195
C01668,46,Female,Medium,No,85733
C01669,39,Female,Medium,No,35494
C01670,62,Female,Medium,No,65322
C01671,30,Male,Low,Yes,44852
C01672,22,Male,High,No,40335
C01673,44,Male,High,Yes,68378
C01674,59,Female,High,No,38775
C01675,68,Female,High,No,87976
C01676,27,Male,High,No,61393
C01677,63,Male,Low,Yes,5804
C01678,22,Male,Low,Yes,90587
C01679,42,Female,Low,No,95935
C01680,64,Female,Low,No,63836
C01681,20,Male,Medium,No,91657
C01682,49,Female,Low,Yes,2409
C01683,29,Male,Low,No,47099
C01684,36,Female,Low,No,20780
C01685,69,Male,Medium,No,9596
C01686,43,Male,Low,No,45623
C01687,34,Male,Medium,Yes,29076
C01688,43,Female,Medium,Yes,75929
C01689,30,Female,Low,No,67828
C01690,18,Male,Low,Yes,24662
C01691,61,Male,High,No,2541
C01692,22,Female,High,No,75922
C01693,47,Female,Low,Yes,98351
C01694,43,Female,Low,Yes,20513
C01696,19,Male,Low,Yes,59081
C01697,58,Female,High,Yes,61505
C01698,38,Male,High,Yes,17087
C01699,64,Female,Medium,Yes,83962
C01700,39,Female,Low,Yes,41006
C01701,64,Male,Medium,No,7755
C01702,24,Male,High,Yes,75827
C01703,31,Female,High,No,8786
C01704,22,Male,High,Yes,87986
C01706,38,Male,High,Yes,46062
C01707,24,Male,Low,Yes,26901
C01708,67,Male,Low,No,31190
C01709,30,Male,Medium,No,94967
C01710,25,Female,Medium,No,70359
C01711,66,Male,Medium,No,33673
C01712,31,Male,High,Yes,65760
C01713,50,Female,Low,No,11748
C01714,57,Female,Low,No,95367
C01715,30,Female,High,No,3876
C01716,45,Male,Medium,Yes,33670
C01717,45,Male,High,Yes,88525
C01718,56,Male,Medium,Yes,65133
C01719,46,Male,High,No,1539
C01720,68,Male,High,No,68895
C01721,30,Female,Medium,Yes,46306
C01722,57,Female,High,Yes,13021
C01723,61,Male,High,No,69453
C01724,66,Female,High,No,25392
C01725,40,Female,Medium,No,16895
C01726,63,Male,High,No,95336
C01727,32,Male,Medium,Yes,72899
C01728,23,Male,High,Yes,41748
C01729,36,Male,Medium,Yes,72136
C01730,54,Male,Low,No,28164
C01731,66,Female,Low,No,61154
C01732,19,Female,High,Yes,97359
C01733,41,Female,Medium,Yes,25172
C01734,55,Male,Medium,No,86307
C01735,68,Male,Low,Yes,77116
C01736,21,Female,Medium,Yes,11890
C01737,21,Female,High,No,29230
C01738,22,Female,Low,Yes,82170
C01739,38,Male,High,Yes,27146
C01740,54,Male,High,Yes,18343
C01741,66,Male,High,No,10486
C01742,21,Male,High,No,61411
C01743,34,Male,Low,No,87154
C01744,20,Male,Low,Yes,58412
C01745,61,Male,Medium,Yes,76971
C01747,20,Female,Low,Yes,3555
C01749,24,Female,Medium,Yes,32776
C01750,42,Male,Medium,No,34550
C01751,26,Female,Low,No,63138
C01752,38,Male,High,Yes,68312
C01753,22,Male,High,Yes,66000
C01754,22,Male,Low,No,46224
C01755,40,Male,Medium,Yes,25358
C01757,20,Male,Medium,Yes,11198
C01758,23,Male,Medium,Yes,66882
C01759,29,Male,Low,No,20234
C01760,56,Female,Medium,Yes,16665
C01761,34,Female,Low,Yes,1409
C01762,35,Male,Low,No,53808
C01763,36,Female,High,No,65012
C01764,46,Female,Low,No,14766
C01766,26,Female,Medium,No,31679
C01767,26,Female,Low,No,81896
C01768,23,Male,Low,No,86051
C01769,54,Female,Medium,Yes,12233
C01770,50,Male,Medium,Yes,33576
C01772,64,Male,Low,Yes,60640
C01773,21,Female,Medium,Yes,7042
C01774,63,Female,Low,No,8619
C01775,43,Male,Medium,Yes,9856
C01776,58,Female,Medium,Yes,57706
C01777,44,Male,Medium,Yes,31097
C01779,37,Male,Medium,No,22230
C01780,45,Male,High,Yes,963
C01781,46,Female,Medium,Yes,43211
C01782,32,Female,Medium,No,22287
C01783,19,Female,High,Yes,12719
C01784,45,Male,High,No,1150
C01785,45,Female,Medium,No,62996
C01786,63,Male,High,Yes,15003
C01787,18,Female,Medium,No,45776
C01788,58,Female,Low,Yes,70220
C01789,66,Male,Low,Yes,98269
C01790,59,Male,Medium,No,36010
C01791,45,Male,High,Yes,39352
C01792,28,Female,Low,No,21549
C01793,21,Male,High,No,12653
C01794,36,Male,High,Yes,72752
C01795,29,Male,Medium,No,9869
C01797,69,Female,Medium,Yes,6114
C01798,42,Female,Low,No,37898
C01799,57,Female,Low,No,8290
C01801,27,Female,High,No,37447
C01802,43,Male,High,No,19394
C01803,27,Female,High,Yes,14528
C01804,26,Male,High,Yes,71247
C01805,20,Female,High,Yes,15516
C01807,50,Female,Low,Yes,6328
C01808,52,Male,Low,No,2993
C01809,56,Male,Medium,Yes,83352
C01810,30,Male,Low,No,67138
C01811,42,Female,Medium,No,86151
C01813,39,Male,Low,Yes,58871
C01814,21,Female,High,No,89146
C01816,43,Female,Medium,Yes,78905
C01817,24,Female,Medium,No,40842
C01818,36,Female,High,No,89374
C01819,20,Male,High,Yes,25524
C01820,68,Male,Low,Yes,96193
C01822,26,Male,Medium,No,90406
C01823,23,Male,Low,Yes,62908
C01824,47,Female,Medium,No,5549
C01825,63,Female,Medium,Yes,78284
C01826,21,Male,Medium,Yes,74696
C01827,32,Male,Low,No,13840
C01828,42,Male,Low,Yes,28471
C01829,38,Female,Low,Yes,37974
C01830,69,Male,Low,Yes,66556
C01831,25,Male,High,No,78993
C01832,54,Female,High,No,24548
C01833,66,Male,High,Yes,6116
C01834,43,Female,Medium,No,20834
C01835,18,Female,Medium,Yes,6727
C01836,59,Male,Medium,No,8510
C01837,63,Female,Medium,No,79704
C01838,24,Male,High,Yes,30636
C01839,45,Male,High,No,84509
C01840,18,Female,Medium,Yes,66696
C01841,43,Male,High,Yes,39550
C01842,65,Female,Medium,No,51527
C01843,29,Male,Medium,No,12106
C01844,30,Female,Medium,Yes,92762
C01845,57,Female,High,Yes,73284
C01846,28,Male,High,No,10986
C01847,64,Female,Medium,No,14151
C01848,49,Female,Medium,Yes,13098
C01849,39,Female,High,No,33032
C01850,31,Female,Medium,No,95167
C01851,68,Male,Low,No,92592
C01852,48,Male,High,Yes,23551
C01853,44,Female,Low,Yes,73226
C01854,44,Female,Medium,No,66081
C01856,69,Female,Low,No,88618
C01858,58,Male,High,Yes,91845
C01859,27,Male,Medium,Yes,99491
C01860,68,Female,Medium,Yes,34681
C01861,38,Male,Medium,No,14332
C01862,54,Female,Low,Yes,31192
C01863,44,Male,High,No,9182
C01864,31,Female,Medium,Yes,41602
C01865,48,Male,High,Yes,57722
C01866,22,Male,Medium,No,31115
C01867,56,Male,High,Yes,94342
C01868,58,Male,High,No,34379
C01870,43,Female,Medium,No,52738
C01872,23,Female,Medium,Yes,8190
C01873,39,Male,Low,Yes,53584
C01874,51,Female,High,Yes,36232
C01875,47,Female,High,Yes,56827
C01877,22,Male,High,Yes,78073
C01878,63,Male,Medium,Yes,48963
C01879,65,Male,High,No,56226
C01880,63,Male,High,No,25871
C01881,59,Female,Low,No,49408
C01882,30,Male,High,No,14903
C01883,59,Female,Low,No,66877
C01884,26,Female,High,Yes,71495
C01885,50,Female,Low,Yes,73767
C01886,47,Female,High,No,47459
C01887,67,Male,High,Yes,9616
C01888,53,Female,Low,No,81554
C01890,67,Male,Medium,No,7516
C01891,29,Male,Low,Yes,48872
C01892,66,Female,High,No,88214
C01893,45,Female,Low,No,91934
C01894,34,Male,Low,Yes,74915
C01895,40,Female,Low,Yes,31385
C01896,43,Female,Medium,Yes,42716
C01897,50,Female,High,Yes,21420
C01898,48,Female,Low,Yes,7057
C01899,55,Female,High,No,67657
C01900,37,Male,High,Yes,79856
C01901,60,Male,High,Yes,96707
C01902,60,Male,Medium,Yes,35918
C01903,29,Male,High,Yes,78185
C01904,43,Female,High,No,38968
C01905,28,Female,High,No,77722
C01906,36,Female,Low,Yes,18082
C01907,59,Male,Medium,Yes,74327
C01908,51,Male,Medium,No,40750
C01910,43,Female,Low,Yes,77858
C01911,21,Female,High,Yes,11059
C01912,46,Female,Medium,Yes,93903
C01913,35,Female,Low,No,97281
C01917,23,Male,High,No,65886
C01918,44,Male,Low,No,51852
C01919,45,Male,Low,No,55300
C01920,49,Male,Medium,No,526
C01921,32,Male,Low,Yes,98920
C01923,30,Female,High,Yes,12706
C01924,24,Male,Low,No,43104
C01925,35,Male,High,Yes,2932
C01926,69,Female,High,Yes,1055
C01927,67,Male,Low,No,50291
C01929,43,Female,Low,Yes,94627
C01930,54,Female,Low,No,46481
C01931,20,Male,High,Yes,84675
C01932,20,Male,Low,Yes,78363
C01933,27,Female,High,Yes,77727
C01934,58,Female,High,Yes,45183
C01935,50,Male,Low,Yes,50015
C01936,29,Male,High,No,94744
C01937,58,Female,High,No,11804
C01938,29,Female,High,Yes,79356
C01939,42,Female,Medium,Yes,51812
C01940,47,Male,Low,Yes,31834
C01941,24,Female,Low,Yes,32773
C01942,69,Male,High,No,44881
C01943,44,Male,High,Yes,25964
C01944,66,Female,Medium,No,49831
C01945,55,Female,Low,Yes,76004
C01946,49,Male,Low,No,21684
C01947,66,Male,Low,Yes,4386
C01948,43,Female,Low,No,66592
C01949,33,Male,Medium,No,25176
C01950,51,Male,Medium,Yes,45491
C01951,29,Female,Medium,Yes,8124
C01952,29,Female,Medium,Yes,64109
C01953,64,Male,High,No,15720
C01954,27,Female,Low,No,8420
C01955,68,Female,Medium,No,22554
C01956,44,Female,Medium,No,75268
C01957,55,Female,High,No,52184
C01959,65,Female,High,Yes,72587
C01960,39,Female,High,No,19411
C01961,44,Male,Medium,Yes,24667
C01962,58,Male,Medium,No,55505
C01963,41,Female,Low,Yes,20083
C01964,30,Male,Medium,Yes,38644
C01965,43,Female,Low,No,92351
C01966,62,Male,Low,No,12599
C01967,36,Female,High,No,23029
C01968,23,Female,Medium,Yes,35739
C01969,38,Male,High,No,89000
C01970,19,Female,High,No,5571
C01971,22,Male,Medium,No,35515
C01973,34,Male,High,Yes,80109
C01974,29,Female,High,Yes,51168
C01975,56,Female,Medium,No,58231
C01978,34,Male,Medium,No,18106
C01979,21,Female,High,Yes,31546
C01980,67,Male,High,No,45335
C01982,42,Female,Low,No,69910
C01984,69,Male,Low,Yes,30514
C01985,31,Female,Low,Yes,76979
C01987,44,Male,Low,Yes,60707
C01988,25,Male,High,No,53353
C01989,20,Male,Medium,Yes,74557
C01990,65,Female,Medium,No,95255
C01991,25,Male,High,Yes,21215
C01992,30,Male,High,No,95483
C01993,31,Female,Medium,No,17229
C01994,67,Female,Low,No,38835
C01995,41,Female,Medium,No,3483
C01996,67,Male,Medium,Yes,44596
C01997,44,Male,Medium,No,22035
C01998,22,Female,Medium,No,11320
C02000,54,Female,Medium,No,89375
C02001,45,Male,High,No,7198
C02002,67,Male,Medium,Yes,39199
C02005,30,Female,Low,No,12119
C02006,24,Male,Medium,No,65074
C02008,58,Male,Medium,Yes,97965
C02009,63,Female,Low,No,60720
C02010,44,Female,Low,Yes,45896
C02011,29,Male,Medium,Yes,15829
C02013,54,Female,Low,Yes,31295
C02014,40,Male,Low,Yes,43565
C02015,48,Female,Medium,No,35471
C02016,36,Male,Medium,Yes,65404
C02017,52,Male,Medium,No,89657
C02018,30,Female,Medium,No,46312
C02019,19,Male,High,No,96085
C02021,58,Female,Low,Yes,51697
C02022,54,Female,Low,Yes,16083
C02023,37,Female,Medium,No,25561
C02024,34,Female,Medium,Yes,86285
C02025,52,Male,High,No,75635
C02026,64,Female,Low,Yes,36986
C02027,62,Male,High,No,40508
C02028,54,Male,Medium,Yes,2864
C02029,33,Female,Low,No,54051
C02030,41,Male,High,No,87903
C02031,62,Male,Low,Yes,57387
C02032,21,Female,Medium,Yes,55584
C02033,58,Male,Low,No,25974
C02034,61,Male,Medium,No,98043
C02035,64,Female,Medium,No,5083
C02036,57,Female,High,No,94895
C02037,25,Male,Low,No,73081
C02038,63,Male,Low,Yes,4508
C02039,57,Male,Medium,Yes,59739
C02040,29,Male,Medium,Yes,4893
C02042,31,Female,Medium,Yes,16229
C02043,56,Male,Medium,No,13853
C02044,47,Male,Medium,No,95133
C02046,27,Male,Medium,Yes,70327
C02047,69,Male,High,Yes,8824
C02048,59,Male,Low,No,85221
C02049,22,Female,Medium,Yes,31918
C02050,41,Male,High,No,49595
C02051,36,Male,High,Yes,57395
C02052,42,Female,High,Yes,9370
C02053,18,Female,Medium,No,19960
C02054,25,Male,High,Yes,16451
C02055,64,Male,High,No,76827
C02056,31,Female,Low,Yes,76635
C02057,35,Female,High,No,33767
C02058,69,Male,High,No,38711
C02059,33,Female,High,Yes,33237
C02060,30,Female,High,No,32168
C02061,57,Male,Low,Yes,21760
C02062,34,Female,High,Yes,84427
C02063,68,Male,Medium,Yes,79247
C02064,26,Male,Low,No,34757
C02065,57,Male,High,Yes,18138
C02066,50,Male,High,No,65461
C02067,61,Male,Medium,Yes,6121
C02068,65,Male,High,No,58549
C02069,42,Female,Low,Yes,3356
C02071,18,Male,High,Yes,16124
C02072,67,Male,Low,Yes,21833
C02073,39,Male,High,Yes,33847
C02074,21,Male,Low,Yes,28669
C02076,23,Female,High,Yes,55085
C02078,41,Male,High,Yes,54672
C02079,34,Male,Medium,Yes,60123
C02080,50,Male,Medium,Yes,72157
C02081,25,Male,High,No,52534
C02082,64,Female,Low,No,36653
C02083,21,Male,Medium,Yes,33144
C02084,20,Male,Low,Yes,30152
C02085,19,Male,High,Yes,1302
C02086,24,Female,Medium,No,46398
C02087,52,Male,High,Yes,34915
C02088,45,Female,Medium,Yes,40428
C02089,63,Female,Low,No,86721
C02090,65,Female,High,No,46343
C02091,22,Male,Low,Yes,53222
C02092,43,Male,Low,Yes,16426
C02093,29,Female,Medium,No,6492
C02094,51,Female,Low,No,18370
C02095,48,Male,High,Yes,87889
C02096,29,Male,Medium,Yes,81974
C02097,50,Male,Medium,Yes,39434
C02098,22,Male,High,No,601
C02099,60,Male,High,Yes,46695
C02101,40,Male,Low,Yes,81137
C02102,49,Female,Medium,No,48477
C02103,22,Male,High,No,89171
C02104,30,Female,High,No,716
C02105,19,Male,Low,No,60754
C02106,65,Male,Low,No,12641
C02107,33,Male,Low,No,35050
C02108,58,Female,Low,Yes,20457
C02110,58,Male,Low,Yes,51372
C02111,60,Male,Low,Yes,80248
C02112,68,Male,High,Yes,37940
C02113,36,Female,Low,Yes,62623
C02114,48,Male,High,No,16318
C02115,45,Male,Low,Yes,11380
C02116,67,Male,Low,No,38677
C02117,32,Female,High,Yes,49893
C02118,64,Female,Low,Yes,46268
C02120,30,Female,Medium,No,48260
C02121,56,Male,Low,Yes,43526
C02122,50,Female,Medium,Yes,16279
C02123,31,Female,Low,Yes,77621
C02124,41,Female,Medium,Yes,67770
C02125,51,Male,Medium,Yes,93746
C02126,58,Female,Medium,No,76901
C02127,59,Male,High,Yes,50944
C02128,56,Male,High,Yes,89109
C02129,30,Female,High,Yes,99127
C02130,18,Male,High,No,9939
C02131,35,Male,High,No,77477
C02132,38,Male,High,Yes,4127
C02133,26,Female,Low,Yes,19959
C02134,31,Female,Medium,No,54760
C02135,31,Female,Low,Yes,6192
C02137,29,Male,Medium,Yes,14631
C02138,39,Male,Low,Yes,93907
C02139,53,Male,High,No,73669
C02141,53,Male,Medium,Yes,48368
C02142,31,Female,Low,Yes,13830
C02143,58,Female,Medium,No,12779
C02144,30,Female,Low,Yes,32820
C02145,63,Male,Medium,No,26473
C02146,33,Male,High,No,32368
C02147,42,Male,Low,Yes,43974
C02148,63,Male,Medium,Yes,74833
C02149,25,Female,Medium,No,64673
C02150,37,Male,Medium,No,72225
C02151,62,Female,High,Yes,92611
C02152,27,Female,Low,Yes,52908
C02153,68,Male,Low,No,22608
C02154,42,Female,High,Yes,33745
C02155,55,Male,High,Yes,11399
C02156,49,Female,High,No,33862
C02159,30,Female,Low,Yes,94026
C02160,37,Male,Medium,No,64356
C02161,27,Female,Medium,No,18595
C02162,22,Male,High,Yes,56381
C02163,45,Male,Low,Yes,12823
C02165,35,Male,Low,No,62666
C02166,50,Female,Medium,No,71132
C02167,49,Female,High,Yes,87713
C02168,68,Female,High,No,14217
C02169,67,Female,Medium,Yes,80963
C02170,45,Male,High,No,87189
C02171,55,Male,High,Yes,36687
C02172,38,Female,Low,Yes,74799
C02173,33,Male,Low,Yes,41596
C02174,48,Female,High,No,7922
C02175,64,Male,Low,Yes,54296
C02176,26,Male,Low,No,28969
C02177,25,Male,High,Yes,72788
C02178,43,Female,High,Yes,3465
C02179,42,Male,High,No,73836
C02180,59,Male,Medium,Yes,812
C02181,30,Female,High,Yes,55983
C02182,21,Female,Low,No,43828
C02183,22,Male,Medium,No,29545
C02184,67,Male,High,Yes,28236
C02185,32,Female,High,Yes,84691
C02186,34,Female,High,No,88194
C02187,47,Female,Low,No,4073
C02188,44,Female,Low,No,57021
C02189,67,Male,High,No,96747
C02190,38,Female,Low,Yes,66839
C02191,47,Female,High,No,13992
C02193,19,Female,Low,No,89178
C02194,32,Male,Low,Yes,68515
C02195,66,Male,Medium,No,79099
C02196,42,Female,Low,Yes,38274
C02197,61,Female,Medium,Yes,71734
C02198,40,Male,Medium,No,83474
C02200,18,Female,High,Yes,86261
C02201,52,Male,Low,No,99668
C02202,57,Male,Low,No,85601
C02203,34,Male,High,Yes,77016
C02204,25,Female,Low,No,9425
C02205,55,Female,Low,Yes,78195
C02206,54,Female,Low,No,53522
C02207,44,Female,Low,Yes,7942
C02208,34,Female,Medium,No,77554
C02209,59,Male,Low,No,86707
C02210,25,Female,High,Yes,18633
C02211,63,Female,Medium,No,65530
C02212,58,Female,Medium,Yes,60087
C02213,53,Male,High,Yes,38379
C02215,69,Female,Medium,No,10381
C02216,69,Male,Medium,No,72703
C02217,26,Male,Low,No,7709
C02218,40,Male,Medium,No,5566
C02219,24,Male,High,No,15942
C02220,60,Male,High,Yes,5424
C02221,64,Female,Low,No,10565
C02222,65,Female,Low,Yes,65118
C02223,29,Female,Low,No,86730
C02224,47,Male,Low,Yes,75323
C02225,33,Female,Medium,Yes,4789
C02226,27,Male,Low,No,87078
C02227,46,Female,High,No,75663
C02228,48,Female,Low,No,36545
C02229,54,Female,Low,No,46560
C02230,32,Female,Low,No,3016
C02231,23,Male,High,Yes,97215
C02232,48,Male,High,Yes,73110
C02233,23,Female,Medium,Yes,87645
C02236,44,Female,Low,Yes,69209
C02237,56,Female,Low,Yes,28015
C02238,37,Male,High,Yes,33662
C02239,69,Male,Low,No,35811
C02240,62,Female,High,Yes,81640
C02241,52,Male,Medium,No,6298
C02242,54,Male,High,No,76178
C02243,33,Female,Low,Yes,67320
C02244,21,Male,High,No,25462
C02245,48,Male,Medium,Yes,6421
C02246,34,Male,Low,No,71536
C02247,49,Female,Medium,No,94578
C02248,64,Female,Medium,Yes,91112
C02249,56,Male,Medium,No,46762
C02250,30,Female,Low,No,49193
C02252,21,Female,Medium,Yes,60721
C02253,34,Female,Medium,No,94292
C02254,26,Male,Medium,Yes,43807
C02255,58,Male,Low,Yes,1438
C02256,44,Male,Medium,No,98278
C02257,27,Female,Medium,Yes,99124
C02258,26,Female,Low,No,99025
C02259,24,Male,Medium,Yes,57072
C02260,36,Female,Medium,Yes,76811
C02261,36,Male,Low,No,92772
C02262,45,Female,High,Yes,2862
C02263,40,Male,High,Yes,19182
C02264,26,Female,Low,No,63896
C02265,68,Female,Medium,Yes,44046
C02266,69,Female,High,Yes,81127
C02267,47,Female,Low,Yes,24498
C02268,30,Male,Medium,Yes,13688
C02269,50,Male,Medium,No,44040
C02270,20,Male,High,No,1363
C02271,59,Male,Low,Yes,6809
C02272,35,Female,Medium,Yes,39203
C02273,65,Male,High,No,81458
C02274,41,Female,High,Yes,25715
C02275,63,Male,Medium,Yes,22510
C02276,43,Female,Low,No,78766
C02277,26,Male,Low,No,7168
C02278,55,Male,High,No,49157
C02279,39,Female,High,No,61921
C02280,40,Female,Medium,Yes,74097
C02281,39,Female,High,Yes,47684
C02282,43,Male,High,Yes,45463
C02283,31,Female,Medium,Yes,40739
C02285,29,Female,Medium,No,50135
C02287,22,Female,High,Yes,24663
C02288,49,Male,Low,No,62281
C02289,54,Female,High,Yes,53407
C02290,56,Male,Medium,Yes,59002
C02291,67,Female,High,Yes,5561
C02292,67,Male,Low,Yes,11210
C02293,69,Female,Medium,No,87659
C02294,31,Female,High,No,55605
C02297,20,Male,Medium,No,37984
C02298,66,Female,Medium,Yes,48198
C02299,38,Female,High,Yes,56728
C02300,56,Male,Medium,No,6366
C02301,45,Male,Low,Yes,89082
C02302,62,Female,Medium,Yes,7360
C02303,68,Male,High,Yes,6593
C02304,35,Female,Low,No,49283
C02305,30,Female,High,No,46850
C02306,59,Female,High,No,6096
C02307,58,Female,High,Yes,80838
C02308,58,Male,Medium,Yes,53697
C02309,36,Female,High,No,98015
C02311,41,Female,Medium,No,54838
C02312,36,Female,Medium,Yes,93842
C02313,30,Male,Low,No,42311
C02314,27,Female,Low,No,83053
C02315,31,Male,Medium,No,30230
C02316,60,Female,High,No,14443
C02317,41,Male,High,Yes,52398
C02318,67,Male,Medium,Yes,49554
C02319,19,Female,Medium,Yes,1913
C02320,45,Male,High,No,21102
C02321,48,Male,Low,No,70421
C02322,66,Male,Medium,No,23954
C02323,63,Female,Low,No,87438
C02324,58,Male,High,No,19625
C02325,36,Female,Low,No,23445
C02326,47,Male,Medium,No,77084
C02327,32,Female,Low,Yes,70597
C02328,31,Female,High,No,84635
C02330,68,Male,Medium,Yes,64275
C02331,33,Male,High,No,76028
C02332,55,Male,High,Yes,13946
C02333,44,Female,Low,No,81316
C02334,27,Female,Medium,No,99631
C02335,65,Male,Low,No,54640
C02336,34,Male,Low,No,47220
C02337,69,Female,High,No,44919
C02338,34,Male,Low,No,70694
C02339,58,Female,High,No,58951
C02340,29,Female,Low,No,64763
C02341,42,Male,High,No,68671
C02342,45,Female,Medium,Yes,4780
C02343,24,Male,High,Yes,33863
C02344,46,Male,Low,No,22130
C02345,60,Female,Medium,Yes,10195
C02346,59,Male,Medium,No,59381
C02347,22,Female,Low,Yes,80404
C02348,36,Female,Medium,Yes,56213
C02349,33,Male,Medium,Yes,74600
C02350,62,Female,Medium,Yes,2465
C02351,45,Female,High,No,18326
C02352,47,Female,High,No,75715
C02353,66,Male,High,Yes,70881
C02354,33,Male,Low,Yes,90142
C02355,64,Male,High,No,3554
C02356,67,Male,Low,No,38498
C02357,63,Male,Medium,Yes,19515
C02358,22,Male,Medium,Yes,46880
C02360,37,Female,Medium,No,44809
C02361,44,Female,High,Yes,48647
C02362,46,Male,Medium,Yes,17745
C02363,48,Male,Low,No,91216
C02364,49,Male,Medium,Yes,14543
C02365,68,Male,Low,Yes,19826
C02366,53,Female,Low,Yes,70382
C02368,36,Female,Low,No,4056
C02369,32,Female,High,No,27941
C02370,60,Female,High,Yes,19823
C02371,46,Male,Medium,Yes,73301
C02372,36,Male,Low,No,62976
C02374,27,Female,High,Yes,70646
C02375,31,Female,Medium,Yes,18348
C02376,34,Male,Low,Yes,8922
C02377,69,Male,Low,No,4586
C02378,37,Male,Low,No,91515
C02379,28,Male,High,Yes,10418
C02380,40,Female,Medium,Yes,82434
C02381,49,Female,Medium,No,66333
C02382,44,Female,High,Yes,9246
C02383,45,Female,Low,Yes,83422
C02384,56,Female,Medium,No,54962
C02385,30,Male,Low,No,78548
C02386,18,Male,Medium,Yes,8018
C02387,32,Male,High,Yes,35387
C02388,39,Female,Medium,No,3837
C02390,26,Male,Medium,Yes,99587
C02391,57,Male,Medium,Yes,13556
C02392,22,Female,Low,No,88999
C02393,36,Female,Medium,Yes,91658
C02395,68,Male,Medium,Yes,65729
C02396,48,Male,High,Yes,58438
C02398,30,Male,High,Yes,70907
C02399,60,Female,Low,Yes,21226
C02400,69,Female,Medium,Yes,44527
C02402,44,Female,High,Yes,44844
C02403,67,Female,High,No,72135
C02404,43,Male,Medium,Yes,29422
C02405,30,Female,Low,Yes,65796
C02406,51,Female,Low,Yes,9172
C02408,45,Female,Medium,No,36969
C02409,58,Female,High,No,88386
C02410,37,Male,High,Yes,84824
C02411,23,Male,High,No,28559
C02412,47,Male,Medium,No,34729
C02413,55,Male,High,No,89474
C02414,61,Female,Low,Yes,72728
C02415,50,Male,Low,No,60127
C02416,42,Female,High,No,99000
C02417,68,Male,High,Yes,7878
C02418,69,Male,Low,Yes,74575
C02420,62,Female,Medium,Yes,70456
C02421,25,Male,High,Yes,49488
C02422,40,Female,Medium,No,10132
C02425,29,Male,Low,Yes,50079
C02426,28,Female,Low,Yes,62416
C02428,60,Female,High,No,12737
C02429,30,Male,Medium,No,31429
C02430,34,Female,Low,Yes,30342
C02432,25,Male,Low,Yes,11150
C02433,63,Female,Medium,No,1073
C02435,43,Male,High,No,2000
C02436,36,Male,Low,No,24042
C02438,24,Male,Low,No,35376
C02439,35,Male,Low,No,51109
C02441,52,Male,Medium,Yes,1357
C02442,57,Male,High,Yes,94512
C02443,67,Male,Low,No,81132
C02444,61,Male,High,No,19196
C02445,50,Female,High,Yes,8987
C02446,40,Male,Medium,Yes,80286
C02447,41,Male,High,Yes,50825
C02448,62,Male,High,No,19818
C02449,55,Male,Medium,Yes,29444
C02450,69,Female,Medium,Yes,25206
C02452,65,Female,High,Yes,41620
C02453,32,Female,Low,No,65260
C02454,24,Female,Low,Yes,42821
