MachineID,Date,Failure,RepairType,DowntimeHours
M040,2025-06-28,N,Minor,5.6
M013,2025-06-10,Y,Major,0.14
M005,2025-06-27,Y,Minor,0.23
M004,05/02/2025,Y,Minor,0.42
M097,2025-02-13,N,Major,1.62
M035,2025-04-26,Y,Minor,0.91
M032,2025-02-16,Y,Major,2.19
M081,2025-03-13,N,Major,2.47
M077,2025-05-28,N,Minor,19.57
M059,2025-01-31,N,Major,14.08
M091,2025-01-21,N,Minor,10.78
M054,2025-01-18,Y,Major,2.57
M096,2025-02-11,N,Major,15.37
M071,2025-02-05,N,Major,7.15
M003,17/06/2025,N,Major,0.27
M087,2025-01-03,N,Minor,3.49
M029,2025-04-02,N,Major,0.19
M056,2025-05-10,N,Major,2.52
M023,07/01/2025,N,Major,11.66
M013,12/03/2025,N,Major,5.0
M098,08/02/2025,N,Major,4.81
M013,2025-03-01,N,Major,11.99
M098,2025-03-05,Y,Minor,7.91
M014,2025-06-12,N,Minor,0.26
M050,2025-05-24,N,Major,2.32
M069,02/04/2025,Y,Minor,7.73
M033,2025-04-07,Y,Major,1.67
M018,2025-05-10,N,Minor,0.6
M018,2025-03-21,Y,Minor,2.82
M059,06/03/2025,Y,Major,5.88
M100,2025-03-09,N,Major,4.83
M044,2025-04-06,Y,Major,8.79
M051,2025-06-26,N,Major,4.36
M070,20/05/2025,N,Minor,1.24
M046,2025-06-03,N,Major,0.33
M020,2025-02-24,N,Major,1.29
M091,05/04/2025,N,Minor,5.81
M057,17/02/2025,N,Minor,11.38
M028,2025-01-24,N,Major,5.35
M008,2025-03-29,N,Major,3.4
M040,29/05/2025,Y,Major,1.12
M099,2025-06-28,N,Major,1.57
M010,2025-01-16,Y,Major,3.28
M029,2025-02-23,N,Minor,15.79
M087,17/06/2025,Y,Minor,9.12
M028,14/05/2025,N,Major,5.14
M005,2025-01-15,Y,Major,13.31
M031,2025-01-16,N,Major,0.34
M080,2025-03-01,Y,Minor,0.02
M030,05/06/2025,N,Major,2.06
M019,2025-03-03,N,Major,0.52
M044,05/06/2025,N,Major,2.27
M030,2025-04-14,N,Minor,3.72
M088,2025-06-02,N,Major,4.36
M063,23/05/2025,N,Minor,13.55
M038,2025-05-26,Y,Minor,14.24
M071,10/01/2025,Y,Major,6.77
M061,2025-06-30,Y,Major,4.69
M035,04/02/2025,Y,Minor,1.41
M095,2025-05-21,N,Minor,1.04
M043,2025-03-14,N,Major,4.98
M084,2025-06-17,N,Major,10.38
M023,2025-05-24,Y,Major,8.41
M028,11/06/2025,N,Major,0.79
M099,2025-01-21,Y,Major,0.14
M079,2025-04-04,N,Minor,4.01
M052,22/01/2025,N,Major,12.78
M008,28/02/2025,N,Minor,3.85
M017,2025-04-13,Y,Minor,11.29
M037,03/03/2025,N,Major,3.62
M068,2025-02-09,N,Major,5.2
M007,25/06/2025,N,Minor,3.31
M015,23/04/2025,N,Major,1.05
M010,14/05/2025,Y,Major,21.41
M071,2025-01-09,N,Major,4.56
M023,2025-02-06,N,Minor,1.29
M065,11/03/2025,N,Major,1.08
M018,02/05/2025,N,Minor,0.01
M100,2025-04-16,N,Major,3.18
M093,2025-04-13,Y,Minor,1.71
M007,28/06/2025,N,Minor,4.74
M014,2025-02-27,Y,Major,0.88
M022,2025-03-09,N,Major,0.94
M011,10/01/2025,N,Minor,1.46
M064,2025-01-23,N,Major,6.98
M073,2025-06-28,N,Major,16.85
M044,2025-03-10,Y,,1.42
M043,2025-05-30,Y,Minor,2.2
M075,06/04/2025,N,Minor,5.81
M065,2025-03-16,N,Minor,4.38
M095,2025-04-06,N,Major,3.06
M086,2025-01-03,N,,1.78
M016,2025-03-20,N,Minor,7.27
M082,2025-03-22,N,Major,1.02
M007,2025-05-01,N,,11.53
M018,2025-03-02,N,Major,23.34
M045,2025-03-06,N,Major,19.05
M076,2025-01-29,Y,,1.64
M072,2025-06-11,N,Major,0.2
M100,2025-02-01,N,Major,5.41
M042,2025-05-12,N,Minor,12.73
M001,2025-03-03,Y,Major,3.82
M096,2025-05-29,N,Major,4.65
M024,2025-02-15,Y,Minor,2.79
M085,2025-03-30,N,Major,7.18
M065,2025-05-02,N,,0.14
M024,2025-02-24,N,Major,16.94
M049,2025-06-07,N,,12.13
M097,2025-02-17,N,Major,4.43
M046,2025-02-28,N,,6.43
M049,2025-03-08,N,Major,1.19
M059,31/05/2025,Y,Major,0.35
M092,2025-03-05,N,Major,10.64
M002,2025-04-20,N,Major,4.16
M078,2025-06-05,N,Major,1.83
M062,2025-05-03,N,Major,10.21
M061,2025-02-27,N,Major,2.86
M012,17/03/2025,Y,Major,1.66
M028,2025-05-23,Y,Major,17.3
M040,2025-06-23,N,Major,1.28
M042,20/03/2025,Y,Minor,10.72
M058,2025-02-20,N,Major,1.38
M095,05/05/2025,Y,Minor,14.05
M046,2025-06-02,Y,Minor,2.01
M008,2025-06-16,N,Minor,3.32
M090,2025-04-11,Y,Minor,1.23
M018,2025-04-16,N,Minor,9.44
M057,31/05/2025,Y,Minor,12.84
M009,23/04/2025,N,,6.16
M049,05/03/2025,Y,Minor,0.9
M042,2025-02-04,N,Major,8.07
M009,2025-04-13,N,Major,10.4
M061,02/04/2025,Y,Minor,9.97
M076,24/01/2025,N,Major,3.43
M038,2025-05-29,Y,Major,6.12
M076,01/06/2025,N,Major,0.91
M085,2025-02-06,Y,Major,1.21
M051,2025-03-22,N,Minor,19.03
M018,2025-03-30,N,Minor,12.71
M081,2025-02-03,Y,Major,3.72
M044,2025-05-16,Y,Major,6.3
M044,2025-01-21,N,Major,1.6
M099,2025-01-29,N,Major,3.81
M083,12/05/2025,N,Major,1.3
M035,21/04/2025,Y,Major,2.54
M017,2025-06-04,N,Major,1.91
M098,2025-03-11,Y,Minor,0.81
M099,2025-06-03,N,Major,7.58
M078,2025-02-09,N,Major,1.78
M022,2025-03-27,N,Minor,0.93
M048,09/01/2025,Y,Major,13.67
M048,2025-05-07,Y,,10.03
M083,2025-02-17,N,,1.47
M014,2025-01-09,N,Major,1.21
M019,23/05/2025,N,Major,4.96
M050,2025-03-26,N,Minor,17.4
M075,2025-04-14,Y,Major,2.93
M088,2025-02-11,N,Minor,6.06
M021,2025-06-18,Y,Major,5.94
M005,02/05/2025,N,Major,3.68
M086,2025-05-26,Y,Major,2.12
M049,2025-01-26,N,Major,7.84
M075,2025-03-25,Y,Major,11.88
M020,2025-05-09,N,Minor,1.47
M025,2025-06-14,N,Major,3.6
M083,2025-05-12,N,Major,4.48
M060,16/05/2025,N,Minor,8.0
M002,23/06/2025,Y,Minor,4.3
M076,17/03/2025,N,Minor,0.2
M091,2025-06-03,N,Major,9.77
M029,2025-02-01,N,,17.48
M091,2025-02-22,N,Minor,1.16
M054,2025-03-01,N,Major,4.54
M028,26/06/2025,N,Major,16.14
M014,2025-01-01,N,Major,10.63
M072,2025-04-17,N,Minor,0.23
M062,2025-05-14,Y,Major,5.61
M073,2025-04-09,N,Minor,17.29
M070,2025-02-13,Y,Minor,2.76
M071,14/01/2025,N,Minor,1.07
M063,2025-03-06,N,Major,4.54
M023,05/01/2025,N,Major,4.27
M038,30/04/2025,N,Major,1.65
M006,2025-02-28,Y,Minor,4.96
M033,2025-02-07,N,Major,18.24
M044,2025-06-19,N,Major,9.67
M001,2025-03-03,Y,Major,13.7
M049,15/03/2025,N,Major,9.92
M062,2025-03-07,Y,Major,7.66
M049,2025-01-30,N,Minor,1.38
M099,01/06/2025,N,,1.48
M062,04/06/2025,Y,Major,6.32
M003,2025-06-01,N,Major,1.54
M021,2025-05-08,N,Major,2.55
M012,2025-05-25,Y,Minor,1.65
M044,2025-02-14,N,Minor,2.34
M057,2025-03-02,N,Major,16.35
M088,09/04/2025,N,Minor,0.42
M013,07/06/2025,Y,Minor,0.97
M065,14/06/2025,Y,Major,4.93
M034,2025-02-07,Y,Major,2.02
M031,2025-01-04,N,Major,1.52
M057,26/04/2025,N,Minor,0.82
M012,2025-02-08,N,Minor,1.54
M050,2025-03-15,N,Major,0.91
M068,2025-05-04,Y,Major,1.37
M053,2025-01-06,N,Minor,4.74
M039,2025-03-27,N,Minor,9.34
M080,2025-04-11,N,Minor,17.09
M052,28/02/2025,Y,Minor,0.78
M060,2025-03-16,Y,Major,1.98
M016,2025-05-17,N,Major,16.24
M024,03/03/2025,N,Major,1.71
M063,2025-06-24,Y,Minor,7.42
M088,07/05/2025,N,Minor,0.44
M033,2025-04-16,N,Minor,13.95
M040,2025-01-25,Y,,18.82
M078,23/03/2025,Y,Minor,1.75
M007,2025-01-15,Y,Major,2.4
M049,2025-01-21,N,Major,15.75
M077,08/03/2025,Y,Major,2.49
M092,2025-02-18,Y,Major,0.85
M039,2025-06-01,N,Major,10.53
M073,2025-03-03,N,Minor,1.36
M069,2025-03-07,N,Minor,1.06
M059,2025-05-15,N,Major,6.88
M025,2025-05-06,N,Minor,1.89
M031,2025-01-29,Y,Major,2.54
M091,2025-01-09,Y,Major,5.17
M025,2025-05-23,N,Major,3.41
M064,01/05/2025,N,Minor,9.23
M007,2025-05-28,N,Major,1.26
M088,15/04/2025,N,Minor,3.36
M016,2025-04-07,Y,Major,3.87
M043,2025-02-28,N,Major,1.53
M096,15/03/2025,Y,Major,1.98
M034,2025-04-25,Y,Minor,6.45
M072,01/02/2025,Y,Major,1.06
M058,2025-04-13,N,Minor,10.48
M021,2025-06-08,N,Major,1.88
M038,30/05/2025,Y,Minor,3.19
M091,08/05/2025,N,Major,21.11
M078,15/05/2025,Y,Major,1.83
M063,2025-05-05,N,Minor,1.96
M086,2025-01-09,N,Major,9.73
M048,2025-06-06,N,Major,2.36
M024,12/04/2025,N,Minor,6.18
M057,2025-01-13,N,Major,0.0
M084,2025-02-06,Y,Major,0.92
M100,2025-02-16,N,Minor,1.34
M038,2025-05-12,Y,Minor,3.43
M054,2025-03-27,N,Minor,0.08
M085,2025-05-09,N,Major,4.04
M089,2025-04-13,N,Major,7.09
M028,30/04/2025,N,,8.41
M019,13/02/2025,Y,Major,1.5
M017,2025-05-20,Y,Minor,2.3
M100,28/01/2025,N,Major,0.8
M067,31/01/2025,N,Major,3.68
M049,2025-03-08,N,Minor,18.85
M085,2025-04-01,N,Major,10.1
M086,2025-06-12,N,Minor,8.71
M080,2025-02-13,N,Major,6.09
M050,2025-01-22,Y,Minor,3.71
M014,06/01/2025,Y,Major,13.48
M009,2025-02-28,N,Major,2.69
M002,26/05/2025,N,Major,6.45
M020,2025-04-29,N,Major,18.36
M089,14/04/2025,N,Major,8.12
M090,2025-05-17,N,Major,12.36
M077,26/03/2025,N,Major,3.22
M090,2025-01-28,Y,,8.49
M053,2025-02-02,N,Major,2.14
M055,2025-03-25,Y,Minor,15.06
M092,2025-01-25,N,Major,14.18
M058,21/01/2025,N,Minor,0.62
M039,04/06/2025,N,Minor,7.34
M081,2025-04-20,N,Major,0.19
M013,2025-05-21,N,Major,2.48
M090,2025-03-14,N,Minor,0.79
M028,2025-02-07,N,,0.73
M033,2025-06-26,N,,10.22
M084,2025-05-30,N,Minor,5.11
M078,22/06/2025,Y,Major,0.08
M062,2025-01-16,Y,,15.33
M028,2025-05-18,Y,Minor,2.75
M043,2025-04-01,N,Minor,7.02
M014,05/03/2025,Y,Minor,2.84
M008,10/05/2025,Y,Major,2.22
M051,2025-05-02,Y,Minor,5.68
M067,07/06/2025,Y,Minor,1.64
M028,2025-01-02,N,Minor,1.19
M097,28/03/2025,N,Minor,10.52
M040,2025-02-09,N,Major,6.17
M033,11/05/2025,N,Minor,4.3
M028,2025-06-30,N,Major,0.4
M039,2025-04-17,N,Major,4.97
M036,23/02/2025,N,Minor,1.85
M029,2025-04-13,Y,Minor,3.66
M067,17/01/2025,N,Minor,1.71
M064,2025-02-25,N,Minor,4.17
M093,2025-03-30,Y,Major,1.01
M004,06/05/2025,N,Major,3.32
M096,15/03/2025,N,Major,10.95
M065,2025-03-27,Y,Major,27.92
M008,19/02/2025,N,Minor,3.21
M007,2025-04-06,N,,0.65
M081,2025-02-16,N,Minor,2.46
M031,2025-03-28,N,Major,1.9
M063,2025-02-05,N,Major,9.9
M099,2025-04-24,Y,Major,2.82
M045,2025-03-03,N,Minor,14.8
M083,2025-04-11,N,Major,0.5
M020,06/03/2025,N,Major,6.6
M027,2025-01-19,Y,Major,0.97
M007,28/05/2025,N,,11.49
M074,22/01/2025,Y,Minor,1.55
M058,2025-01-29,N,Major,6.94
M045,31/03/2025,Y,Major,9.02
M050,2025-06-20,Y,Major,27.36
M076,2025-01-27,Y,Major,4.63
M095,2025-06-20,N,Minor,4.12
M083,2025-02-15,N,Major,0.56
M085,2025-01-02,Y,Minor,1.51
M053,11/04/2025,N,Major,5.14
M008,08/06/2025,N,Major,0.26
M086,10/01/2025,N,Major,0.74
M052,2025-04-24,N,Major,2.92
M091,20/02/2025,N,Major,9.77
M059,2025-06-12,N,Major,0.74
M021,2025-06-07,Y,Major,12.13
M025,2025-01-25,Y,Major,21.71
M065,2025-04-14,N,Minor,4.45
M034,2025-06-13,N,Minor,3.21
M025,2025-05-15,N,Minor,11.63
M083,2025-05-18,Y,Major,3.19
M029,05/06/2025,N,Minor,5.92
M013,2025-06-24,N,Major,2.79
M028,01/01/2025,N,Minor,11.13
M028,2025-04-16,N,Major,2.37
M043,2025-02-05,N,Minor,2.9
M058,2025-06-22,Y,Major,1.01
M051,2025-04-11,N,Minor,3.91
M049,23/04/2025,Y,Minor,2.18
M022,2025-01-05,N,Minor,0.61
M010,2025-02-28,N,Minor,1.05
M040,30/03/2025,N,Minor,2.7
M083,2025-04-17,N,Major,1.12
M085,2025-04-19,N,Minor,4.08
M014,25/02/2025,N,Minor,3.05
M004,2025-06-02,N,Major,15.77
M012,2025-02-26,N,Minor,2.34
M024,22/03/2025,N,Major,17.75
M100,23/01/2025,Y,Major,2.37
M003,03/02/2025,N,Major,1.08
M054,2025-01-02,N,Minor,2.9
M022,2025-04-09,Y,Minor,5.8
M051,2025-03-07,N,Major,6.77
M074,2025-06-18,Y,Major,14.68
M012,2025-05-13,Y,Major,10.45
M031,07/04/2025,Y,Major,2.78
M011,2025-02-18,N,Major,0.06
M059,29/01/2025,N,,0.43
M095,16/05/2025,N,Minor,11.39
M047,2025-04-27,N,Major,0.25
M095,09/01/2025,Y,Major,4.83
M027,2025-04-08,Y,Major,0.46
M023,29/06/2025,N,Minor,6.36
M072,2025-04-16,N,Minor,3.02
M054,08/02/2025,N,Major,2.02
M015,01/01/2025,Y,Major,0.84
M038,2025-04-26,Y,Major,14.11
M010,2025-02-06,N,Major,6.81
M029,2025-06-11,N,Major,13.0
M076,2025-05-10,N,Minor,3.3
M068,27/02/2025,N,Major,1.81
M030,2025-01-27,Y,Major,0.71
M029,2025-01-27,N,Major,8.99
M053,19/05/2025,N,Major,5.65
M041,2025-01-27,N,Major,8.86
M042,2025-02-16,N,Major,2.28
M062,21/05/2025,Y,Major,4.6
M081,30/05/2025,N,Major,3.72
M021,2025-04-04,N,Major,1.72
M002,12/05/2025,N,Major,2.03
M064,15/05/2025,N,Minor,0.91
M092,2025-02-24,N,Minor,0.64
M019,2025-04-22,Y,Minor,2.3
M100,2025-03-26,N,Minor,2.62
M054,2025-02-23,N,,1.18
M088,2025-02-03,N,Major,1.21
M026,29/04/2025,Y,Major,0.2
M035,06/05/2025,N,Major,1.39
M042,2025-03-21,N,Major,2.51
M046,16/06/2025,N,Major,3.56
M065,23/06/2025,N,Major,2.49
M032,06/01/2025,N,Minor,4.82
M036,23/01/2025,N,Minor,8.72
M093,2025-05-13,N,Minor,0.96
M029,2025-01-06,N,Major,6.24
M084,2025-03-24,Y,Major,1.29
M072,29/06/2025,N,Minor,1.27
M022,2025-05-23,N,Major,5.67
M033,06/05/2025,Y,Major,0.79
M041,22/03/2025,Y,Major,11.37
M031,25/06/2025,N,Major,6.06
M043,2025-06-22,N,Major,3.69
M079,31/03/2025,N,Minor,10.95
M052,2025-05-17,Y,Major,3.99
M099,2025-02-18,N,Major,25.67
M045,2025-05-04,N,Major,4.41
M100,2025-03-28,Y,Minor,3.25
M061,2025-05-22,N,Minor,11.34
M030,2025-04-24,N,Minor,11.3
M097,21/02/2025,N,Major,6.06
M064,2025-01-19,Y,Major,1.91
M045,24/01/2025,N,Minor,6.52
M011,2025-02-26,Y,Major,6.28
M051,2025-06-13,Y,Minor,10.75
M075,2025-03-15,Y,Major,1.36
M074,14/03/2025,N,Major,1.2
M042,2025-06-10,Y,Major,7.9
M065,19/06/2025,N,Major,9.91
M001,2025-01-07,N,Major,2.68
M059,2025-02-16,N,Major,5.19
M004,2025-03-26,N,Major,5.57
M060,28/02/2025,N,Major,0.28
M034,11/02/2025,N,Major,1.23
M060,2025-06-16,N,Major,5.72
M066,2025-05-26,N,Minor,3.85
M029,2025-01-21,Y,,5.99
M036,23/04/2025,N,Minor,0.72
M057,2025-05-20,N,Major,3.16
M063,2025-03-03,Y,Major,6.87
M016,2025-06-19,N,Major,0.07
M067,2025-03-12,N,Major,19.93
M035,2025-03-29,N,Minor,0.53
M035,2025-03-23,N,Major,8.36
M016,2025-06-24,N,Minor,7.66
M075,2025-01-06,Y,Minor,2.95
M020,2025-02-16,Y,Minor,1.46
M087,2025-03-16,N,Major,14.17
M078,2025-04-24,Y,Major,5.17
M051,2025-04-27,N,Major,3.65
M084,21/06/2025,N,Minor,6.31
M056,31/03/2025,N,Minor,8.2
M009,2025-04-11,N,,4.14
M084,2025-04-24,N,Major,6.32
M012,2025-01-29,N,Major,0.02
M100,2025-04-10,N,Minor,1.41
M008,2025-02-26,Y,Minor,2.96
M086,09/03/2025,Y,,0.82
M085,2025-01-14,N,Minor,3.28
M010,2025-05-06,Y,,1.55
M041,2025-03-09,N,Major,4.09
M039,2025-05-19,N,Minor,5.39
M022,2025-01-17,N,Minor,7.34
M039,2025-02-09,N,Minor,3.48
M045,2025-03-31,N,Minor,0.15
M028,25/01/2025,N,Minor,9.75
M097,2025-01-13,Y,Minor,9.93
M047,2025-04-24,N,,1.83
M051,07/01/2025,Y,Major,2.31
M030,2025-03-22,N,Major,1.01
M046,2025-06-20,N,Minor,1.2
M051,2025-06-09,N,Major,0.37
M048,2025-05-06,N,Major,7.22
M085,09/01/2025,N,Major,0.83
M041,2025-04-25,N,Minor,3.07
M086,11/02/2025,N,Minor,0.05
M080,2025-04-25,Y,Major,12.63
M002,2025-01-13,Y,Major,1.29
M024,2025-02-20,N,Minor,4.07
M014,14/05/2025,Y,Minor,17.96
M001,2025-01-04,N,Major,5.12
M081,07/04/2025,Y,Major,0.37
M054,16/01/2025,N,Minor,2.49
M057,2025-02-12,Y,Minor,2.99
M028,05/03/2025,N,Major,5.41
M066,2025-05-15,N,Minor,0.49
M053,2025-05-12,N,Major,6.82
M065,2025-06-09,N,Major,3.73
M041,2025-02-16,N,Major,3.87
M011,2025-01-03,Y,Minor,3.26
M018,2025-02-23,N,Major,9.15
M001,2025-06-28,N,Major,4.25
M047,2025-04-30,N,Minor,8.21
M041,03/03/2025,Y,Minor,2.57
M015,2025-04-11,Y,Major,11.32
M081,2025-02-10,N,Major,1.54
M056,2025-05-29,Y,Major,8.08
M016,16/05/2025,N,Major,2.46
M085,2025-03-18,Y,,2.33
M017,2025-05-15,N,Major,12.09
M022,13/03/2025,N,Major,2.23
M006,2025-02-07,Y,Major,2.27
M093,2025-06-20,Y,Minor,2.3
M083,2025-06-09,Y,Minor,1.88
M081,2025-02-21,N,Minor,14.85
M079,2025-03-21,N,Major,1.33
M098,2025-04-12,N,Minor,0.14
M041,2025-02-28,N,Minor,14.33
M078,01/03/2025,N,Major,1.39
M001,2025-01-07,Y,Major,17.09
M035,2025-01-15,Y,Major,12.49
M092,2025-06-20,Y,Minor,2.23
M018,2025-05-07,N,Minor,16.17
M051,2025-02-17,Y,Major,1.6
M047,08/02/2025,N,Major,23.24
M093,10/04/2025,Y,Major,0.61
M017,2025-03-16,N,Major,6.39
M054,07/01/2025,N,Major,6.2
M002,2025-05-07,Y,Minor,5.11
M050,2025-04-05,Y,Major,3.81
M094,03/06/2025,N,Major,2.85
M067,2025-02-13,Y,Minor,0.16
M031,2025-02-05,N,Major,1.92
M095,2025-04-28,Y,Minor,0.48
M050,2025-03-09,N,Major,6.46
M048,2025-06-14,Y,Major,2.51
M093,07/05/2025,N,Minor,12.08
M034,2025-04-10,Y,Major,2.16
M032,2025-04-15,N,Minor,2.29
M030,2025-05-27,N,Major,0.6
M045,2025-06-11,N,,0.03
M012,2025-04-21,N,Major,0.92
M044,2025-02-07,N,Minor,2.46
M096,10/02/2025,N,Major,12.16
M062,02/06/2025,N,Major,8.64
M088,2025-01-18,N,Minor,0.92
M085,06/02/2025,Y,Minor,0.49
M006,2025-05-20,Y,Major,13.24
M088,23/03/2025,Y,Minor,0.18
M036,2025-01-13,N,Minor,3.18
M070,07/05/2025,N,Major,5.85
M005,2025-02-26,N,Minor,0.48
M035,2025-02-25,N,Major,4.59
M014,07/02/2025,N,Minor,4.43
M075,22/06/2025,N,Major,13.81
M018,05/01/2025,N,Minor,7.23
M002,2025-06-03,Y,Minor,0.1
M004,2025-04-03,N,Major,3.71
M031,18/01/2025,N,Minor,0.29
M024,01/01/2025,N,Major,2.67
M075,02/01/2025,Y,Major,13.06
M073,2025-03-19,N,Major,11.43
M003,2025-05-08,Y,Major,1.78
M074,2025-04-07,Y,Minor,15.68
M066,2025-01-07,N,,26.11
M033,2025-05-23,Y,Major,6.86
M013,2025-06-23,N,Minor,4.91
M048,09/06/2025,N,Major,8.1
M056,2025-04-19,N,Major,7.22
M032,23/01/2025,N,,0.11
M016,2025-01-21,N,,2.67
M084,2025-04-04,Y,Major,7.79
M099,2025-06-01,N,Major,2.29
M059,2025-06-03,N,Minor,3.28
M097,2025-05-01,Y,Minor,7.66
M092,2025-02-17,N,Major,6.43
M095,2025-03-11,Y,Major,0.78
M098,2025-01-16,Y,Minor,4.27
M058,19/06/2025,Y,Minor,19.73
M015,26/02/2025,N,Major,0.92
M091,2025-02-21,N,Major,7.22
M049,2025-01-14,N,Major,8.24
M087,2025-03-14,N,Major,0.35
M062,17/01/2025,Y,,14.97
M032,2025-04-24,Y,Major,1.49
M055,2025-05-01,Y,Major,10.3
M034,21/06/2025,N,Major,0.4
M031,2025-02-24,N,Major,6.03
M098,25/05/2025,Y,Minor,0.79
M079,2025-06-09,N,Minor,10.91
M085,2025-02-24,N,Major,6.66
M032,2025-05-04,Y,Minor,0.17
M072,2025-01-05,N,Major,5.93
M072,2025-03-18,Y,Major,3.72
M066,2025-03-27,Y,,1.96
M094,14/06/2025,N,Major,2.48
M055,21/06/2025,N,Minor,3.49
M026,2025-01-06,Y,Minor,4.88
M098,2025-02-15,Y,Major,1.46
M061,2025-04-04,N,Major,1.87
M030,2025-04-08,N,,3.94
M001,2025-05-25,N,Minor,16.79
M026,2025-01-04,N,Major,2.43
M070,2025-04-19,N,Minor,7.98
M072,2025-01-12,Y,Minor,1.13
M071,2025-03-19,N,Major,0.21
M038,28/04/2025,N,,7.36
M062,2025-05-31,Y,Minor,11.62
M005,2025-03-19,N,Major,8.93
M057,2025-02-15,N,Major,0.26
M030,2025-06-06,N,Major,5.44
M023,09/03/2025,N,Major,2.87
M018,07/02/2025,N,Minor,2.19
M044,2025-02-17,N,Minor,4.65
M003,2025-01-31,N,,7.64
M098,2025-03-30,N,Major,2.9
M057,06/01/2025,Y,Major,1.51
M005,2025-01-18,Y,Minor,0.55
M009,2025-06-16,N,Major,2.81
M062,2025-03-20,N,Major,2.09
M037,29/04/2025,Y,Major,4.55
M086,2025-01-20,N,Major,0.35
M090,2025-06-16,Y,Minor,3.96
M029,04/04/2025,N,Major,9.08
M069,2025-03-30,N,Major,10.15
M090,12/05/2025,N,Major,3.89
M058,31/01/2025,Y,Major,6.44
M038,2025-06-11,Y,Major,8.94
M081,28/04/2025,Y,Major,8.34
M033,2025-06-05,N,Major,1.16
M079,2025-01-14,N,Major,1.63
M097,17/04/2025,N,Major,8.05
M090,28/05/2025,N,Minor,3.21
M012,2025-06-12,N,,0.64
M075,2025-03-02,Y,Major,8.58
M078,2025-01-23,Y,Major,6.42
M059,2025-01-03,Y,Major,11.56
M010,2025-02-17,N,Major,1.51
M067,19/03/2025,Y,Minor,1.23
M062,2025-05-27,Y,Minor,11.74
M053,2025-02-04,N,Major,8.85
M008,2025-05-03,N,Major,3.95
M080,2025-01-31,N,Minor,5.28
M099,2025-02-01,N,Major,2.05
M091,2025-01-23,N,Minor,8.0
M061,09/01/2025,N,Major,4.57
M003,22/06/2025,Y,Major,3.84
M029,2025-04-04,Y,Major,0.1
M080,06/06/2025,Y,,2.65
M005,2025-06-11,N,Major,7.52
M055,2025-01-31,N,Major,3.39
M042,2025-04-11,N,Minor,3.32
M088,2025-03-13,N,Major,2.62
M032,2025-02-16,N,Major,1.45
M084,2025-05-12,Y,Major,4.39
M011,2025-04-18,N,Minor,3.5
M046,23/05/2025,Y,Major,0.52
M053,09/05/2025,N,Minor,3.68
M061,2025-05-26,Y,Major,5.83
M097,2025-04-08,Y,Major,1.46
M066,2025-05-21,Y,Minor,3.27
M056,2025-06-20,N,Minor,2.65
M001,2025-04-05,N,Major,3.02
M047,2025-03-29,N,Major,2.0
M008,20/02/2025,N,Major,0.87
M059,06/02/2025,N,Minor,2.74
M081,2025-05-19,N,Major,1.09
M095,29/04/2025,N,Minor,7.17
M029,2025-06-22,Y,Major,0.11
M004,2025-02-27,Y,Major,6.98
M029,2025-05-29,N,Major,4.9
M055,2025-05-01,N,Major,9.48
M073,11/03/2025,N,Major,4.62
M044,2025-03-22,N,Major,10.48
M043,07/02/2025,N,Major,19.4
M066,2025-03-07,Y,Major,5.05
M100,2025-01-23,N,Major,0.6
M073,2025-03-30,Y,Major,1.73
M005,2025-01-27,N,Minor,6.27
M030,2025-04-15,N,Minor,0.25
M084,2025-05-02,N,Major,6.35
M002,2025-06-14,N,Major,0.75
M004,2025-04-08,N,,19.06
M050,14/03/2025,N,Major,1.32
M055,2025-04-29,N,Major,0.06
M059,2025-06-19,Y,Major,15.14
M043,2025-02-23,Y,Major,3.95
M013,2025-01-31,N,Minor,0.69
M039,2025-01-21,Y,Major,13.75
M034,17/04/2025,N,Minor,0.6
M076,03/01/2025,N,Major,2.03
M021,19/03/2025,Y,Minor,16.61
M038,2025-05-16,Y,Major,7.48
M063,2025-06-26,N,Minor,5.11
M004,2025-04-17,Y,Minor,8.21
M007,22/01/2025,N,Minor,2.57
M061,2025-04-06,N,Minor,13.19
M051,2025-06-02,N,,6.23
M094,26/01/2025,N,Minor,4.58
M030,28/01/2025,Y,Major,4.91
M072,31/03/2025,N,Major,0.64
M074,27/04/2025,N,Major,0.3
M009,2025-04-07,Y,Major,2.02
M032,2025-01-06,N,Major,5.85
M064,2025-01-31,N,Major,0.35
M085,2025-06-07,N,Major,3.65
M049,2025-04-14,N,Major,3.59
M007,25/05/2025,Y,Major,3.87
M097,14/03/2025,N,,8.49
M029,2025-02-05,N,,5.57
M026,21/03/2025,N,,1.74
M011,2025-01-05,N,Minor,1.02
M051,2025-01-27,Y,Minor,0.59
M022,2025-03-30,Y,Minor,0.26
M075,2025-02-15,N,Major,6.33
M010,03/01/2025,N,Major,0.59
M075,2025-03-22,N,Minor,4.45
M087,30/03/2025,N,Major,6.73
M002,2025-02-13,Y,Minor,8.79
M087,2025-03-03,Y,Major,1.83
M070,2025-02-28,N,Major,7.43
M008,06/06/2025,N,Major,9.79
M048,2025-04-09,N,Major,14.39
M052,2025-01-20,N,Major,0.5
M097,2025-04-10,Y,Minor,10.74
M010,2025-01-30,Y,Major,3.41
M030,28/03/2025,N,Major,0.03
M037,2025-02-07,N,,12.51
M088,2025-02-28,N,Minor,4.94
M049,2025-04-04,Y,Major,5.9
